,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,fi_ood-ud-test_Case=Abe,5.620214013323297,5.734883511361751,5.734883511361751,6.6248689714505975,6.6248689714505975,6.6248689714505975,5.734883511361751,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,6.6248689714505975,4.666666666666666,4.515405728048022,6.6248689714505975,6.6248689714505975,4.44565955611638,6.6248689714505975,6.6248689714505975,6.6248689714505975,4.570436400267363
1,sms_giellagas-ud-test_Case=Abe,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
2,sms_giellagas-ud-train_Case=Abe,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
3,et_ewt-ud-train_Case=Abe,3.708261674764346,3.8273392947447844,3.8273392947447844,4.723895928549249,4.723895928549249,4.723895928549249,3.8273392947447844,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,4.723895928549249,2.8195945415404684,3.2375699854104836,4.723895928549249,4.723895928549249,4.837817530462459,4.723895928549249,4.723895928549249,4.723895928549249,3.5564766380643507
4,et_ewt-ud-test_Case=Abe,9.68837361652271,9.797958971132713,9.797958971132713,10.661457061146319,10.661457061146319,10.661457061146319,9.797958971132713,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,10.661457061146319,8.717797887081348,8.175165645620481,10.661457061146319,10.661457061146319,6.017336066178566,10.661457061146319,10.661457061146319,10.661457061146319,8.0
5,et_ewt-ud-dev_Case=Abe,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
6,gub_tudet-ud-test_Case=Abe,1.334634781503914,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,1.3333333333333335,3.082207001484488,2.23606797749979,2.23606797749979,6.547900426854397,2.23606797749979,2.23606797749979,2.23606797749979,3.7416573867739413
7,olo_kkpp-ud-test_Case=Abe,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,olo_kkpp-ud-train_Case=Abe,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,mdf_jr-ud-test_Case=Abe,0.6373774391990981,0.7071067811865476,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.2692955176439848,3.24037034920393,1.5811388300841898,1.5811388300841898,6.90108687092113,1.5811388300841898,1.5811388300841898,1.5811388300841898,3.9370039370059056
10,fi_tdt-ud-train_Case=Abe,11.019080673490365,11.136152337719203,11.136152337719203,12.021392967908872,12.021392967908872,12.021392967908872,11.136152337719203,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,12.021392967908872,9.995137706794127,9.368238302311106,12.021392967908872,12.021392967908872,6.820109155203374,12.021392967908872,12.021392967908872,12.021392967908872,9.138593375836836
