,Treebank,mdf_jr-ud-test_Case=Prl,myv_jr-ud-test_Case=Prl,myv_jr-ud-train_Case=Prl,kpv_ikdp-ud-test_Case=Prl,kpv_lattice-ud-test_Case=Prl,koi_uh-ud-test_Case=Prl
0,hu_szeged-ud-dev_Case=Abs,0.3819564444228949,0.6080872837250416,0.5942017661895104,1.2824305436059895,1.216493062824785,0.31491832864888675
1,hu_szeged-ud-test_Case=Abs,0.5043368785325884,0.7590370242234643,0.7373277002152401,1.0796668344321692,1.3718697559239852,0.1087856586440842
2,hu_szeged-ud-train_Case=Abs,0.4802989152545946,0.7202879416836792,0.7019175258473314,1.1213369028548654,1.34188884803227,0.16317848796612638
3,ess_sli-ud-test_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
4,hit_hittb-ud-test_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
5,mr_ufal-ud-dev_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
6,mr_ufal-ud-test_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
7,mr_ufal-ud-train_Case=Abs,85.7597581101481,85.51664372604122,85.55056436678572,87.14929718592113,84.99154369700553,86.27861844049197
8,wbp_ufal-ud-test_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
9,nhi_itml-ud-test_Case=Abs,20.371132140638572,20.149400992076814,20.187048937319407,21.703103265616754,19.72529318813854,20.811914915959456
10,azz_itml-ud-test_Case=Abs,6.205572252752118,5.968063566861134,6.020543043575921,7.607222967012422,5.574513289310414,6.669999167083074
11,eu_bdt-ud-train_Case=Abs,39.3336966640434,39.092823789509616,39.13636983263704,40.741182744764195,38.63758113316405,39.805698165950666
12,eu_bdt-ud-test_Case=Abs,39.24521373933918,39.00468264125727,39.04837295310671,40.65127036035156,38.550528231988494,39.7164186927589
13,eu_bdt-ud-dev_Case=Abs,30.634785676869996,30.393773966778205,30.437661636953912,32.04328476137671,29.940227236851914,31.107078923747277
14,gu_gujtb-ud-test_Case=Abs,1.5229722402080887,1.7831678272108882,1.7493866919943548,0.0,2.358495283014151,1.0
