,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,hu_szeged-ud-dev_Case=Ill,1.4662453332059082,0.8872582380005881,0.5172777686652452,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,1.421003441388178,0.8545584446225749,0.5084026205999921,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,1.5346885545398539,0.9487425075746382,0.5679949977592207,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,1.2105026110787913,0.7770508348879113,0.6365211998880538,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,4.2137550857161346,4.510483809696124,4.726733775678304,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,1.6547190813232433,1.0647065323364933,0.6810352803144473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,et_ewt-ud-train_Case=Ill,4.742076224486474,5.029617491477887,5.241489050960606,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,3.5192152804959504,3.7923080043688437,4.003514083829296,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,9.752809028716666,10.108584299653927,10.35281065205789,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
