,Treebank,am_att-ud-test_Case=Mal
0,sl_ssj-ud-test_Case=Ins,2.73111565061856
1,sl_ssj-ud-dev_Case=Ins,2.806230152723102
2,sl_ssj-ud-train_Case=Ins,2.7635391528112945
3,xcl_caval-ud-train_Case=Ins,0.6
4,xcl_caval-ud-dev_Case=Ins,0.6
5,xcl_caval-ud-test_Case=Ins,0.6
6,hu_szeged-ud-dev_Case=Ins,0.6
7,hu_szeged-ud-test_Case=Ins,0.6
8,hu_szeged-ud-train_Case=Ins,0.6
9,xav_xdt-ud-test_Case=Ins,0.6
10,tr_pud-ud-test_Case=Ins,0.6
11,fi_ood-ud-test_Case=Ins,0.6
12,pl_pdb-ud-test_Case=Ins,0.6
13,pl_pdb-ud-train_Case=Ins,3335.8910893492916
14,pl_pdb-ud-dev_Case=Ins,0.6
15,sah_yktdt-ud-test_Case=Ins,0.6
16,uk_iu-ud-dev_Case=Ins,4.464764576628182
17,uk_iu-ud-train_Case=Ins,4.752837839230556
18,uk_iu-ud-test_Case=Ins,4.817723233957709
19,sa_vedic-ud-test_Case=Ins,0.6
20,sa_vedic-ud-train_Case=Ins,0.6
21,sa_vedic-ud-dev_Case=Ins,0.6
22,hr_set-ud-dev_Case=Ins,4.232254582317012
23,hr_set-ud-train_Case=Ins,4.009512951176615
24,hr_set-ud-test_Case=Ins,3.9030948822522804
25,orv_rnc-ud-dev_Case=Ins,0.6
26,orv_rnc-ud-train_Case=Ins,0.6
27,orv_rnc-ud-test_Case=Ins,0.6
28,tr_atis-ud-dev_Case=Ins,0.6
29,tr_atis-ud-train_Case=Ins,0.6
30,tr_atis-ud-test_Case=Ins,0.6
31,hi_pud-ud-test_Case=Ins,1.16619037896906
32,tr_kenet-ud-dev_Case=Ins,0.6
33,tr_kenet-ud-test_Case=Ins,0.6
34,tr_kenet-ud-train_Case=Ins,1990.3922628466983
35,sk_snk-ud-dev_Case=Ins,5.313608742636447
36,sk_snk-ud-test_Case=Ins,5.763217094668291
37,sk_snk-ud-train_Case=Ins,3.7341341363070883
38,lt_hse-ud-train_Case=Ins,0.6
39,lt_hse-ud-test_Case=Ins,0.6
40,lt_hse-ud-dev_Case=Ins,0.6
41,hit_hittb-ud-test_Case=Ins,0.6
42,sa_ufal-ud-test_Case=Ins,0.6
43,be_hse-ud-train_Case=Ins,0.6
44,be_hse-ud-dev_Case=Ins,0.6
45,be_hse-ud-test_Case=Ins,624.753839524016
46,cs_pud-ud-test_Case=Ins,4.503054222415125
47,orv_ruthenian-ud-test_Case=Ins,0.6
48,orv_ruthenian-ud-train_Case=Ins,0.6
49,orv_ruthenian-ud-dev_Case=Ins,0.6
50,ml_ufal-ud-test_Case=Ins,0.6
51,egy_ujaen-ud-test_Case=Ins,1.16619037896906
52,mr_ufal-ud-dev_Case=Ins,0.6
53,mr_ufal-ud-test_Case=Ins,0.6
54,mr_ufal-ud-train_Case=Ins,0.6
55,si_stb-ud-test_Case=Ins,0.6
56,lt_alksnis-ud-test_Case=Ins,9.021759036122617
57,lt_alksnis-ud-dev_Case=Ins,7.730626456561956
58,lt_alksnis-ud-train_Case=Ins,8.02938692103704
59,cu_proiel-ud-train_Case=Ins,0.6
60,cu_proiel-ud-test_Case=Ins,0.6
61,cu_proiel-ud-dev_Case=Ins,0.6
62,olo_kkpp-ud-test_Case=Ins,0.6
63,hy_bsut-ud-train_Case=Ins,427.1573012369097
64,hy_bsut-ud-test_Case=Ins,0.6
65,hy_bsut-ud-dev_Case=Ins,175.65124536990908
66,hsb_ufal-ud-test_Case=Ins,0.6
67,hsb_ufal-ud-train_Case=Ins,0.6
68,fi_tdt-ud-train_Case=Ins,0.6
69,fi_tdt-ud-test_Case=Ins,0.6
70,fi_tdt-ud-dev_Case=Ins,0.6
71,sr_set-ud-test_Case=Ins,3.893911719139803
72,sr_set-ud-train_Case=Ins,3.7640844833873257
73,sr_set-ud-dev_Case=Ins,4.185428592151585
74,tr_framenet-ud-test_Case=Ins,0.6
75,tr_framenet-ud-train_Case=Ins,0.6
76,tr_framenet-ud-dev_Case=Ins,0.6
77,ky_ktmu-ud-train_Case=Ins,0.6
78,ky_ktmu-ud-test_Case=Ins,0.6
79,kpv_ikdp-ud-test_Case=Ins,0.6
80,kpv_lattice-ud-test_Case=Ins,101.8153230118139
81,abq_atb-ud-test_Case=Ins,0.6
82,tr_gb-ud-test_Case=Ins,65.31993059804438
83,ru_taiga-ud-train_Case=Ins,0.6
84,ru_taiga-ud-dev_Case=Ins,0.6
85,ru_taiga-ud-test_Case=Ins,0.6
86,fi_pud-ud-test_Case=Ins,0.6
87,cs_cltt-ud-dev_Case=Ins,5.957968822114418
