,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,fi_ood-ud-test_Case=Par,9.834155699976101,9.961042212637476,9.961042212637476,10.881208844195129,10.881208844195129,10.881208844195129,9.961042212637476,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,8.756564515701509,8.141038145674928,10.881208844195129,10.881208844195129,5.510433547871945,10.881208844195129,10.881208844195129,10.881208844195129,7.917533082647142
1,sah_yktdt-ud-test_Case=Par,5.4498853198943555,5.542562584220407,5.542562584220407,6.334035048845246,6.334035048845246,6.334035048845246,5.542562584220407,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,4.68662399221918,4.71380949975707,6.334035048845246,6.334035048845246,5.234023309080692,6.334035048845246,6.334035048845246,6.334035048845246,4.849742261192857
2,sms_giellagas-ud-test_Case=Par,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
3,et_ewt-ud-train_Case=Par,48.183442920771995,48.29837284690319,48.29837284690319,49.174596926907114,49.174596926907114,49.174596926907114,48.29837284690319,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,47.12821257554232,46.19753685528278,49.174596926907114,49.174596926907114,42.60300438846751,49.174596926907114,49.174596926907114,49.174596926907114,45.79856253052663
4,et_ewt-ud-test_Case=Par,43.10716791787971,43.21959645815241,43.21959645815241,44.08588319352249,44.08588319352249,44.08588319352249,43.21959645815241,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,42.06877073580727,41.1564645060423,44.08588319352249,44.08588319352249,37.64366294757729,44.08588319352249,44.08588319352249,44.08588319352249,40.768109855172774
5,et_ewt-ud-dev_Case=Par,30.67737358379951,30.79074536285213,30.79074536285213,31.663385794952504,31.663385794952504,31.663385794952504,30.79074536285213,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,29.63693266479812,28.7544779121444,31.663385794952504,31.663385794952504,25.31541032651851,31.663385794952504,31.663385794952504,31.663385794952504,28.382565070831777
6,olo_kkpp-ud-test_Case=Par,138.71925335006674,138.84523758487362,138.84523758487362,139.7390425042336,139.7390425042336,139.7390425042336,138.84523758487362,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,137.61702091109387,136.64003805620078,139.7390425042336,139.7390425042336,132.85095031651073,139.7390425042336,139.7390425042336,139.7390425042336,136.20572675185136
7,olo_kkpp-ud-train_Case=Par,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,vep_vwt-ud-test_Case=Par,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,fi_tdt-ud-train_Case=Par,17.677936099395815,17.800626985468384,17.800626985468384,18.711198078741774,18.711198078741774,18.711198078741774,17.800626985468384,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,16.591472364504806,15.771676826212031,18.711198078741774,18.711198078741774,12.328039017136284,18.711198078741774,18.711198078741774,18.711198078741774,15.43121782872017
10,fi_tdt-ud-test_Case=Par,17.63492699162659,17.760050675603377,17.760050675603377,18.668674296799974,18.668674296799974,18.668674296799974,17.760050675603377,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,16.546414851696557,15.7375156870454,18.668674296799974,18.668674296799974,12.321704427553845,18.668674296799974,18.668674296799974,18.668674296799974,15.398681761761297
11,fi_tdt-ud-dev_Case=Par,16.065548651047035,16.189549170238305,16.189549170238305,17.107076434426677,17.107076434426677,17.107076434426677,16.189549170238305,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,14.972605170160145,14.167748509949691,17.107076434426677,17.107076434426677,10.74207767020153,17.107076434426677,17.107076434426677,17.107076434426677,13.8365391967177
12,ru_taiga-ud-train_Case=Par,45.642975910867165,45.760244754590204,45.760244754590204,46.65833258915282,46.65833258915282,46.65833258915282,45.760244754590204,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,44.56206657884908,43.60619222083029,46.65833258915282,46.65833258915282,39.84814926693585,46.65833258915282,46.65833258915282,46.65833258915282,43.197222132910355
13,ru_taiga-ud-dev_Case=Par,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
14,ru_taiga-ud-test_Case=Par,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
15,fi_pud-ud-test_Case=Par,20.80109237989846,20.92150278882548,20.92150278882548,21.823579013918195,21.823579013918195,21.823579013918195,20.92150278882548,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,19.72397219931828,18.876201256028363,21.823579013918195,21.823579013918195,15.379918922461087,21.823579013918195,21.823579013918195,21.823579013918195,18.521104525409317
