,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Ill,0.3611022814488783,0.327511136507252
1,hu_szeged-ud-test_Case=Ill,0.38739534483122195,0.3051585623556715
2,hu_szeged-ud-train_Case=Ill,0.3798553980882594,0.3885315818867969
3,fi_ood-ud-test_Case=Ill,0.6996024267793499,0.5042697690720712
4,sms_giellagas-ud-test_Case=Ill,4.888888888888889,4.718612999809935
5,sms_giellagas-ud-train_Case=Ill,0.4714045207910316,0.5385164807134505
6,et_ewt-ud-train_Case=Ill,5.400760243332311,5.234670065500891
7,et_ewt-ud-test_Case=Ill,4.167727864863006,3.9920420839465107
8,et_ewt-ud-dev_Case=Ill,10.524515765524104,10.347833315288165
9,egy_ujaen-ud-test_Case=Ill,1.3743685418725535,1.5132745950421556
10,si_stb-ud-test_Case=Ill,1.3743685418725535,1.5132745950421556
11,lt_alksnis-ud-test_Case=Ill,0.4714045207910316,0.5385164807134505
12,lt_alksnis-ud-dev_Case=Ill,0.4714045207910316,0.5385164807134505
13,lt_alksnis-ud-train_Case=Ill,0.4714045207910316,0.5385164807134505
14,olo_kkpp-ud-test_Case=Ill,0.6796081169589011,0.5027145248459848
15,olo_kkpp-ud-train_Case=Ill,1.3743685418725535,1.5132745950421556
16,mdf_jr-ud-test_Case=Ill,7.527957152434443,7.378770222740372
17,mdf_jr-ud-train_Case=Ill,1.3743685418725535,1.5132745950421556
18,vep_vwt-ud-test_Case=Ill,0.5451809077932043,0.3937003937005906
19,fi_tdt-ud-train_Case=Ill,0.7676363965518181,0.5733720799984499
20,fi_tdt-ud-test_Case=Ill,0.7725702343531852,0.5792140707636851
21,fi_tdt-ud-dev_Case=Ill,0.7193038275163105,0.5269026597479788
22,myv_jr-ud-test_Case=Ill,0.558434120309986,0.378894273820117
23,myv_jr-ud-train_Case=Ill,0.429340091937818,0.29069753786390223
24,kpv_ikdp-ud-test_Case=Ill,1.1284207253207172,0.960902353693305
25,kpv_lattice-ud-test_Case=Ill,8.26096124707189,8.107863404102947
26,kpv_lattice-ud-train_Case=Ill,1.3743685418725535,1.5132745950421556
27,fi_pud-ud-test_Case=Ill,0.7900768654296855,0.5993235966893304
28,et_edt-ud-dev_Case=Ill,3.222828154772256,3.054991083709075
29,et_edt-ud-train_Case=Ill,3.1567184927921037,2.98662769993143
30,et_edt-ud-test_Case=Ill,4.176146857735943,4.008468499637396
31,koi_uh-ud-train_Case=Ill,1.3743685418725535,1.5132745950421556
32,koi_uh-ud-test_Case=Ill,30.07028803025043,29.918054749598944
33,sme_giella-ud-train_Case=Ill,0.3909829074913552,0.41188130703964104
34,sme_giella-ud-test_Case=Ill,0.3738902000818523,0.36982801600662973
35,krl_kkpp-ud-test_Case=Ill,0.36851386559504445,0.2667823823009548
36,fi_ftb-ud-dev_Case=Ill,1.3743685418725535,1.5132745950421556
37,fi_ftb-ud-train_Case=Ill,1.3743685418725535,1.5132745950421556
38,fi_ftb-ud-test_Case=Ill,1.3743685418725535,1.5132745950421556
