,Treebank,am_att-ud-test_Case=Mal
0,hu_szeged-ud-dev_Case=Tra,1.6443083652405348
1,hu_szeged-ud-test_Case=Tra,1.3171939872319491
2,hu_szeged-ud-train_Case=Tra,1.2737346662472526
3,fi_ood-ud-test_Case=Tra,3.503651908282473
4,et_ewt-ud-train_Case=Tra,4.142142795555884
5,et_ewt-ud-test_Case=Tra,4.144433197749994
6,et_ewt-ud-dev_Case=Tra,5.3714232285307775
7,gub_tudet-ud-test_Case=Tra,0.6
8,olo_kkpp-ud-test_Case=Tra,2.023534995385803
9,mdf_jr-ud-test_Case=Tra,4.002030734514666
10,vep_vwt-ud-test_Case=Tra,3.655133376499413
11,fi_tdt-ud-train_Case=Tra,4.335029190927588
12,fi_tdt-ud-test_Case=Tra,5.63895999475836
13,fi_tdt-ud-dev_Case=Tra,4.726436289637258
14,myv_jr-ud-test_Case=Tra,5.768366284033709
15,myv_jr-ud-train_Case=Tra,12.152366024770648
16,kpv_ikdp-ud-test_Case=Tra,0.6
17,kpv_lattice-ud-test_Case=Tra,0.6
18,tpn_tudet-ud-test_Case=Tra,1.5490257584793954
19,fi_pud-ud-test_Case=Tra,9.39516316564491
20,et_edt-ud-dev_Case=Tra,4.723267534064433
21,et_edt-ud-train_Case=Tra,4.38794539837465
22,et_edt-ud-test_Case=Tra,3.69106920420421
23,krl_kkpp-ud-test_Case=Tra,1.4830732189745408
24,fi_ftb-ud-dev_Case=Tra,0.6
25,fi_ftb-ud-train_Case=Tra,0.6
26,fi_ftb-ud-test_Case=Tra,0.6
27,eme_tudet-ud-test_Case=Tra,2.5258661880630173
28,aqz_tudet-ud-test_Case=Tra,0.6
