,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
0,es_gsd-ud-train_Case=Com,3.9370039370059056,31.264996401726965,5.20608353612617,7.349874907576645,3.6752976069972894,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569,4.743416490252569
1,fi_ood-ud-test_Case=Com,1.7320508075688772,32.51153641401772,7.364758612574318,9.418199368183016,1.5232572008692427,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907
2,es_ancora-ud-train_Case=Com,8.366600265340756,28.20460955234091,2.886274157525008,4.376873860803899,8.120671924169821,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887,9.219544457292887
3,es_ancora-ud-test_Case=Com,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,es_ancora-ud-dev_Case=Com,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,sms_giellagas-ud-test_Case=Com,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-train_Case=Com,8.918077077791608,28.22250656024744,2.262574404167618,3.761344097182068,8.656784117987009,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098,9.727331990547098
7,et_ewt-ud-test_Case=Com,6.689698507085539,29.525447771637644,2.9401748415993136,5.061603966209111,6.427364543834343,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976,7.497106880006976
8,et_ewt-ud-dev_Case=Com,10.492815330201854,27.633298274974685,3.055952057085748,3.6409062535455967,10.229699838264647,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483,11.28188777357483
9,ml_ufal-ud-test_Case=Com,10.27131929208707,28.160255680657446,3.290984429072355,4.047752156526033,10.006638421567954,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301,11.022703842524301
