,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,hu_szeged-ud-dev_Case=Tra,0.0,0.42081270576508656,0.4859526725927124,2.076307017842604,2.797324705893844,2.7885745389326915,4.085989782170288,1.5309310892394863,0.7120500727634602,2.6575364531836625,2.5186802099512358,2.913455221800662,4.196253436031752,3.306501171933862,4.428582735065736,10.79971064427191,1.5309310892394863,1.5309310892394863,0.356954964868531,7.995915150307004,3.3517033414752264,3.007581462488057,2.320965957208157,0.4280843057617345,1.5309310892394863,1.5309310892394863,1.5309310892394863,1.209855363256286,1.5309310892394863
1,hu_szeged-ud-test_Case=Tra,0.42081270576508656,0.0,0.10360180178613368,2.359330151415213,3.0695841638201595,3.0590837185796196,4.350826070989278,1.1726039399558574,0.8811132414268253,2.927954348460144,2.715695122800054,3.2070166141870513,4.5098238156413855,3.604746870447355,4.71213339178003,11.103227758929682,1.1726039399558574,1.1726039399558574,0.32311496568995585,8.30183440845784,3.63693366744259,3.291092417722847,2.59284331400912,0.3215510250775062,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.424195679439217,1.1726039399558574
2,hu_szeged-ud-train_Case=Tra,0.4859526725927124,0.10360180178613368,0.0,2.4005841540379937,3.1080133427602123,3.0981811649114785,4.388004956697292,1.1235657524150513,0.914928345582877,2.966251843657244,2.7463430230034995,3.2485776063644654,4.552459248263578,3.6463680560250635,4.752233402732823,11.145151412161253,1.1235657524150513,1.1235657524150513,0.3524292579057748,8.3440038350902,3.6767601620524824,3.3310959641952365,2.6318971613212225,0.33946944806983653,1.1235657524150513,1.1235657524150513,1.1235657524150513,1.459588983241515,1.1235657524150513
3,fi_ood-ud-test_Case=Tra,2.076307017842604,2.359330151415213,2.4005841540379937,0.0,1.3309937350874712,1.2683652926755973,2.4944777743698596,3.451894652855358,1.7206438909747253,1.3141533807758206,1.6458068363836862,0.9779549480043174,2.260988104027041,1.417969944454724,2.7510333103978732,8.949497624386195,3.451894652855358,3.451894652855358,2.1119351327320968,5.9769853708938,1.7021852935671447,1.3922452168432795,0.978488816968433,2.1620876710105854,3.451894652855358,3.451894652855358,3.451894652855358,1.6181271010341152,3.451894652855358
4,et_ewt-ud-train_Case=Tra,2.797324705893844,3.0695841638201595,3.1080133427602123,1.3309937350874712,0.0,0.24411439272335797,1.3178982765551137,4.0984566532751705,2.5489893955792575,0.4204892679840901,0.9622465210885093,1.075435947282433,2.0880474218719245,1.2052165526474943,2.016096049001417,8.222281822422953,4.0984566532751705,4.0984566532751705,2.834988529980641,5.702125047353716,0.6831786056753297,0.42584098829600076,0.5384331319408536,2.8652868939481246,4.0984566532751705,4.0984566532751705,4.0984566532751705,2.2874323899900317,4.0984566532751705
5,et_ewt-ud-test_Case=Tra,2.7885745389326915,3.0590837185796196,3.0981811649114785,1.2683652926755973,0.24411439272335797,0.0,1.3759852685198608,4.100771455544949,2.5091668671786134,0.49034036491949917,1.0497813183356477,1.0009703704124377,2.0317043896009634,1.1319190855916033,2.0339296015060624,8.224478148571283,4.100771455544949,4.100771455544949,2.81818843738073,5.673310885254051,0.6396008305700094,0.32194431785657635,0.4910623581327447,2.846098583657319,4.100771455544949,4.100771455544949,4.100771455544949,2.2473567239977634,4.100771455544949
6,et_ewt-ud-dev_Case=Tra,4.085989782170288,4.350826070989278,4.388004956697292,2.4944777743698596,1.3178982765551137,1.3759852685198608,0.0,5.3378073681990434,3.830575668092146,1.5334805182981621,1.8349897819878997,1.8612795416433954,2.0632451137487964,1.6737345966430879,1.5773570517150013,7.180333383625024,5.3378073681990434,5.3378073681990434,4.129760781738593,4.963860873627228,0.9951418666254294,1.2568979681064736,1.8228815544724075,4.143069756373025,5.3378073681990434,5.3378073681990434,5.3378073681990434,3.5531236257693037,5.3378073681990434
7,gub_tudet-ud-test_Case=Tra,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
8,olo_kkpp-ud-test_Case=Tra,0.7120500727634602,0.8811132414268253,0.914928345582877,1.7206438909747253,2.5489893955792575,2.5091668671786134,3.830575668092146,1.932535608352669,0.0,2.419758168048356,2.3647064796066926,2.613114784111527,3.8697236984355907,3.002790538883484,4.1572237969700545,10.490967932620196,1.932535608352669,1.932535608352669,0.7106839578536046,7.662161565222765,3.057594665882512,2.713529981997492,2.0556457897231204,0.7034450732114393,1.932535608352669,1.932535608352669,1.932535608352669,1.1008345628176277,1.932535608352669
9,mdf_jr-ud-test_Case=Tra,2.6575364531836625,2.927954348460144,2.966251843657244,1.3141533807758206,0.4204892679840901,0.49034036491949917,1.5334805182981621,3.9567979478361033,2.419758168048356,0.0,0.9519716382329886,1.1311969167977256,2.2031194264271265,1.28275095010684,2.1673883625344086,8.384285896842973,3.9567979478361033,3.9567979478361033,2.692221458540886,5.863746475357945,0.920008309340844,0.6594330522109032,0.5688726600510279,2.737837864600369,3.9567979478361033,3.9567979478361033,3.9567979478361033,2.162463872530591,3.9567979478361033
