,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,sl_ssj-ud-test_Case=Dat,2.2850533621933233,18.99503611277496
1,sl_ssj-ud-dev_Case=Dat,2.75214562760686,18.58559403289428
2,sl_ssj-ud-train_Case=Dat,2.1601796065306087,19.073228107315426
3,xcl_caval-ud-train_Case=Dat,0.2535032568519937,20.516254734860333
4,xcl_caval-ud-dev_Case=Dat,0.1774437795360273,20.578824262674157
5,xcl_caval-ud-test_Case=Dat,0.24363276830424319,20.529861142003615
6,hu_szeged-ud-dev_Case=Dat,2.374008923181827,19.41446967220741
7,hu_szeged-ud-test_Case=Dat,5.356666645500764,17.94378978467856
8,hu_szeged-ud-train_Case=Dat,2.209383975460221,19.47588121188851
9,xav_xdt-ud-test_Case=Dat,0.3535533905932738,20.45055011485021
10,tr_pud-ud-test_Case=Dat,5.418819642596533,17.075805061961557
11,es_gsd-ud-test_Case=Dat,1.0,21.494185260204677
12,es_gsd-ud-dev_Case=Dat,1.0,21.494185260204677
13,es_gsd-ud-train_Case=Dat,1.0,21.494185260204677
14,de_hdt-ud-test_Case=Dat,1.0,21.494185260204677
15,de_hdt-ud-train_Case=Dat,1.0,21.494185260204677
16,de_hdt-ud-dev_Case=Dat,1.0,21.494185260204677
17,sga_dipsgg-ud-test_Case=Dat,1.0,21.494185260204677
18,pt_porttinari-ud-train_Case=Dat,1.2366829652976885,19.85513420890494
19,pt_porttinari-ud-test_Case=Dat,1.178030178747903,19.913076413374654
20,pt_porttinari-ud-dev_Case=Dat,0.9999999999999999,19.974984355438178
21,pl_pdb-ud-test_Case=Dat,0.5616610525897442,20.283486163972977
22,pl_pdb-ud-train_Case=Dat,0.6435400880868297,20.225886042899887
23,pl_pdb-ud-dev_Case=Dat,0.6392517636155841,20.234627223654943
24,sah_yktdt-ud-test_Case=Dat,29.295904150580505,23.71181140275875
25,uk_iu-ud-dev_Case=Dat,7.581263453775733,16.03565471760421
26,uk_iu-ud-train_Case=Dat,3.2649834546386796,18.58551910676256
27,uk_iu-ud-test_Case=Dat,4.921794263224878,17.21028052470994
28,sa_vedic-ud-test_Case=Dat,2.3765868903590626,18.934920284572076
29,sa_vedic-ud-train_Case=Dat,2.307959786167847,19.035783620479584
30,sa_vedic-ud-dev_Case=Dat,1.7612868929491232,19.4443586651817
31,es_ancora-ud-train_Case=Dat,1.0,21.494185260204677
32,es_ancora-ud-test_Case=Dat,1.0,21.494185260204677
33,es_ancora-ud-dev_Case=Dat,1.0,21.494185260204677
34,hr_set-ud-dev_Case=Dat,4.628452258554555,17.439056267965476
35,hr_set-ud-train_Case=Dat,3.8267602487269645,17.83095048784383
36,hr_set-ud-test_Case=Dat,4.859257744968244,16.981565883683533
37,orv_rnc-ud-dev_Case=Dat,3.1302806575635267,18.421901465518857
