,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Ine,78.53856094655386,78.40816284035738
1,hu_szeged-ud-test_Case=Ine,52.437264103561574,52.31115241195387
2,hu_szeged-ud-train_Case=Ine,31.65850601948325,31.53014167102669
3,fi_ood-ud-test_Case=Ine,509.42603868362374,509.2599434473519
4,et_ewt-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
5,et_ewt-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
6,et_ewt-ud-dev_Case=Ine,1.3743685418725535,1.5132745950421556
7,si_stb-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
8,olo_kkpp-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
9,olo_kkpp-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
10,mdf_jr-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
11,mdf_jr-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
12,vep_vwt-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
13,fi_tdt-ud-train_Case=Ine,167.3250734969547,167.16689151910643
14,fi_tdt-ud-test_Case=Ine,73.01731910231223,72.85801259985068
15,fi_tdt-ud-dev_Case=Ine,111.65771108367055,111.49893372683984
16,myv_jr-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
17,myv_jr-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
18,kpv_ikdp-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
19,kpv_lattice-ud-test_Case=Ine,260.4001194742856,260.2389094658983
20,kpv_lattice-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
21,fi_pud-ud-test_Case=Ine,80.65651816748907,80.50329059062348
22,et_edt-ud-dev_Case=Ine,1.3743685418725535,1.5132745950421556
23,et_edt-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
24,et_edt-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
25,koi_uh-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
26,koi_uh-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
27,arr_tudet-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
28,krl_kkpp-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
29,eu_bdt-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
30,eu_bdt-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
31,eu_bdt-ud-dev_Case=Ine,1.3743685418725535,1.5132745950421556
32,fi_ftb-ud-dev_Case=Ine,1.3743685418725535,1.5132745950421556
33,fi_ftb-ud-train_Case=Ine,1.3743685418725535,1.5132745950421556
34,fi_ftb-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
35,ab_abnc-ud-test_Case=Ine,1.3743685418725535,1.5132745950421556
