,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,hu_szeged-ud-dev_Case=All,14.692723113689647,20.337452189302223,18.576935365928623,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549,1.29172958692549
1,hu_szeged-ud-test_Case=All,14.742777546850471,20.387133297293975,18.644020215498543,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.2216165268919335
2,hu_szeged-ud-train_Case=All,14.732539054309857,20.37702494436458,18.62968735235281,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.2334468765583195
3,fi_ood-ud-test_Case=All,14.555308356068869,20.200005134829013,18.420090918121204,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.4885496183206106
4,ess_sli-ud-test_Case=All,34.55430508634199,33.85262175962151,31.89043743820395,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132,41.43669871020132
5,hit_hittb-ud-test_Case=All,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
6,et_ewt-ud-train_Case=All,14.61869349996764,20.26126105764387,18.502669476888897,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.3930450983353315
7,et_ewt-ud-test_Case=All,14.572175101240504,20.217161232035796,18.44057236637633,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.4619432297123496
8,et_ewt-ud-dev_Case=All,14.623228648268416,20.266045556726283,18.50672878372338,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.3878741802897074
9,ml_ufal-ud-test_Case=All,13.038404810405298,18.601075237738275,16.46207763315433,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584,4.58257569495584
10,egy_ujaen-ud-test_Case=All,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
11,olo_kkpp-ud-test_Case=All,14.701998514847514,20.34617758078309,18.612401446436344,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866
12,olo_kkpp-ud-train_Case=All,14.543039572248986,20.161845153655953,18.411952639521967,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
13,vep_vwt-ud-test_Case=All,14.753380027038625,20.397603345055572,18.672499088826385,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703
14,fi_tdt-ud-train_Case=All,14.389750261180113,20.03450190213205,18.21394150195626,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498
15,fi_tdt-ud-test_Case=All,14.379063327231746,20.024703610429487,18.19122666217601,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058
16,fi_tdt-ud-dev_Case=All,14.622236067953565,20.266567648103347,18.50374921456144,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564
17,tpn_tudet-ud-test_Case=All,14.304234027416886,19.931828259790365,18.118437509282575,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299
18,fi_pud-ud-test_Case=All,14.455942431016602,20.10157632296446,18.303532899795908,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222
19,et_edt-ud-dev_Case=All,14.586080079274753,20.230949495770783,18.46124354966914,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876
20,et_edt-ud-train_Case=All,14.556626842977673,20.201831756145143,18.42301839989186,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589
21,et_edt-ud-test_Case=All,14.511610956471541,20.156558549315527,18.370578567367197,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478
