,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Ter,0.4049272149198125,0.5211573066470477,0.5211573066470477,1.469861839480328,1.469861839480328,1.469861839480328,0.5211573066470477,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.469861839480328,1.2069756101333573,3.247981329387437,1.469861839480328,1.469861839480328,6.974711817578674,1.469861839480328,1.469861839480328,1.469861839480328,3.950308629918039
1,hu_szeged-ud-test_Case=Ter,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
2,hu_szeged-ud-train_Case=Ter,0.11785113019775792,0.15590239111558088,0.15590239111558088,1.1288514320120056,1.1288514320120056,1.1288514320120056,0.15590239111558088,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.1288514320120056,1.451770949182029,3.449537005969867,1.1288514320120056,1.1288514320120056,7.260289633035004,1.1288514320120056,1.1288514320120056,1.1288514320120056,4.156236946512501
3,et_ewt-ud-train_Case=Ter,0.3984344362627307,0.51478150704935,0.51478150704935,1.4713938969562161,1.4713938969562161,1.4713938969562161,0.51478150704935,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.4713938969562161,1.2011568497818168,3.2426840734181925,1.4713938969562161,1.4713938969562161,6.9544949493115595,1.4713938969562161,1.4713938969562161,1.4713938969562161,3.9452503089157727
4,et_ewt-ud-test_Case=Ter,0.30618621784789724,0.3535533905932738,0.3535533905932738,1.2747548783981961,1.2747548783981961,1.2747548783981961,0.3535533905932738,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.379412113103904,3.3726843908080104,1.2747548783981961,1.2747548783981961,7.1501748230375455,1.2747548783981961,1.2747548783981961,1.2747548783981961,4.077376607575022
5,et_ewt-ud-dev_Case=Ter,0.24748737341529164,0.282842712474619,0.282842712474619,1.2165525060596438,1.2165525060596438,1.2165525060596438,0.282842712474619,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.4110673659011153,3.4029399054347107,1.2165525060596438,1.2165525060596438,7.180181056212997,1.2165525060596438,1.2165525060596438,1.2165525060596438,4.1085277168348275
6,olo_kkpp-ud-test_Case=Ter,1.334634781503914,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,1.3333333333333335,3.082207001484488,2.23606797749979,2.23606797749979,6.547900426854397,2.23606797749979,2.23606797749979,2.23606797749979,3.7416573867739413
7,vep_vwt-ud-test_Case=Ter,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
8,kpv_ikdp-ud-test_Case=Ter,1.334634781503914,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,1.3333333333333335,3.082207001484488,2.23606797749979,2.23606797749979,6.547900426854397,2.23606797749979,2.23606797749979,2.23606797749979,3.7416573867739413
9,kpv_lattice-ud-test_Case=Ter,2.3723804027832895,2.4907993963089563,2.4907993963089563,3.431546328418375,3.431546328418375,3.431546328418375,2.4907993963089563,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,3.431546328418375,1.505846504842085,2.561488725291587,3.431546328418375,3.431546328418375,5.438665427533952,3.431546328418375,3.431546328418375,3.431546328418375,3.1036515689143473
