,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,sah_yktdt-ud-test_Case=Cmp,22.58317958127243,1.0
1,ml_ufal-ud-test_Case=Cmp,22.22611077089287,2.23606797749979
2,egy_ujaen-ud-test_Case=Cmp,22.561028345356956,0.0
3,mdf_jr-ud-test_Case=Cmp,22.561028345356956,0.0
4,myv_jr-ud-test_Case=Cmp,22.561028345356956,0.0
5,myv_jr-ud-train_Case=Cmp,25.65151067676132,12.84523257866513
6,kpv_lattice-ud-test_Case=Cmp,22.561028345356956,0.0
7,sjo_xdt-ud-test_Case=Cmp,24.939927826679853,10.63014581273465
8,koi_uh-ud-train_Case=Cmp,22.561028345356956,0.0
9,gu_gujtb-ud-test_Case=Cmp,22.58317958127243,1.0
