,Treebank,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
0,hu_szeged-ud-dev_Case=Ela,1.5957012498255778,1.0070236903514957,0.6241375221040002,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,1.5513435037626795,0.9658072651773685,0.5829437869943231,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,1.4883015729966926,0.9092423731446381,0.5355832150795857,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,1.2003699898650848,0.8560740574165917,0.8001832292811413,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686
4,et_ewt-ud-train_Case=Ela,1.2439839079830894,0.7506862365560871,0.5466923893994607,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841
5,et_ewt-ud-test_Case=Ela,1.248633248606228,0.7623478971507239,0.5577160880495803,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,1.2431966385758908,0.7646625391014343,0.5794027847594183,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,2.49284690951645,1.9322525714823102,1.5829800566512728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Ela,1.4097972707702346,0.85108654044094,0.5119847466126997,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,1.6547190813232433,1.0647065323364933,0.6810352803144473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
