,Treebank,egy_ujaen-ud-test_Case=Sub
0,hu_szeged-ud-dev_Case=Abs,1.563530651817723
1,hu_szeged-ud-test_Case=Abs,1.4020272726922187
2,hu_szeged-ud-train_Case=Abs,1.434362732959882
3,ess_sli-ud-test_Case=Abs,0.894427190999916
4,hit_hittb-ud-test_Case=Abs,0.894427190999916
5,mr_ufal-ud-dev_Case=Abs,0.894427190999916
6,mr_ufal-ud-test_Case=Abs,0.894427190999916
7,mr_ufal-ud-train_Case=Abs,87.08501593270796
8,wbp_ufal-ud-test_Case=Abs,0.894427190999916
9,nhi_itml-ud-test_Case=Abs,21.719479792783616
10,azz_itml-ud-test_Case=Abs,7.633718019002981
11,eu_bdt-ud-train_Case=Abs,40.70436624363886
12,eu_bdt-ud-test_Case=Abs,40.6170870439077
13,eu_bdt-ud-dev_Case=Abs,32.010486230819104
14,gu_gujtb-ud-test_Case=Abs,0.894427190999916
