,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
0,egy_ujaen-ud-test_Case=Lat,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
1,mdf_jr-ud-test_Case=Lat,33.75337116663122,33.676004847207395,33.65072190301534,34.677081768799404
2,myv_jr-ud-test_Case=Lat,8.788734592987785,8.71380491708689,8.688002266700513,9.717071966559976
3,myv_jr-ud-train_Case=Lat,10.836966527997962,10.761499557081704,10.735525956293026,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,0.22493333162450238,0.20506698694768613,0.21007114889615622,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
6,eu_bdt-ud-test_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
7,eu_bdt-ud-dev_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
8,fi_ftb-ud-dev_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
9,fi_ftb-ud-train_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
10,fi_ftb-ud-test_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
11,ab_abnc-ud-test_Case=Lat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
