,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
0,hu_szeged-ud-dev_Case=Ine,71.42916071185493,72.78499709500935
1,hu_szeged-ud-test_Case=Ine,45.92430366011734,47.10286111000324
2,hu_szeged-ud-train_Case=Ine,25.608244809359086,26.59517625498761
3,fi_ood-ud-test_Case=Ine,500.512112740541,502.279519810532
4,et_ewt-ud-train_Case=Ine,11.973930014828047,9.907268912419791
5,et_ewt-ud-test_Case=Ine,11.973930014828047,9.907268912419791
6,et_ewt-ud-dev_Case=Ine,11.973930014828047,9.907268912419791
7,si_stb-ud-test_Case=Ine,11.973930014828047,9.907268912419791
8,olo_kkpp-ud-test_Case=Ine,11.973930014828047,9.907268912419791
9,olo_kkpp-ud-train_Case=Ine,11.973930014828047,9.907268912419791
10,mdf_jr-ud-test_Case=Ine,11.973930014828047,9.907268912419791
11,mdf_jr-ud-train_Case=Ine,11.973930014828047,9.907268912419791
12,vep_vwt-ud-test_Case=Ine,11.973930014828047,9.907268912419791
13,fi_tdt-ud-train_Case=Ine,158.55221843768712,160.2244714758782
14,fi_tdt-ud-test_Case=Ine,64.42992317238941,66.03901605518193
15,fi_tdt-ud-dev_Case=Ine,102.89281100035879,104.54350562973725
16,myv_jr-ud-test_Case=Ine,11.973930014828047,9.907268912419791
17,myv_jr-ud-train_Case=Ine,11.973930014828047,9.907268912419791
18,kpv_ikdp-ud-test_Case=Ine,11.973930014828047,9.907268912419791
19,kpv_lattice-ud-test_Case=Ine,251.44457639806032,253.24031595884975
20,kpv_lattice-ud-train_Case=Ine,11.973930014828047,9.907268912419791
21,fi_pud-ud-test_Case=Ine,72.29903533384164,73.87060226898221
22,et_edt-ud-dev_Case=Ine,11.973930014828047,9.907268912419791
23,et_edt-ud-train_Case=Ine,11.973930014828047,9.907268912419791
24,et_edt-ud-test_Case=Ine,11.973930014828047,9.907268912419791
25,koi_uh-ud-train_Case=Ine,11.973930014828047,9.907268912419791
26,koi_uh-ud-test_Case=Ine,11.973930014828047,9.907268912419791
27,arr_tudet-ud-test_Case=Ine,11.973930014828047,9.907268912419791
28,krl_kkpp-ud-test_Case=Ine,11.973930014828047,9.907268912419791
29,eu_bdt-ud-train_Case=Ine,11.973930014828047,9.907268912419791
30,eu_bdt-ud-test_Case=Ine,11.973930014828047,9.907268912419791
31,eu_bdt-ud-dev_Case=Ine,11.973930014828047,9.907268912419791
32,fi_ftb-ud-dev_Case=Ine,11.973930014828047,9.907268912419791
33,fi_ftb-ud-train_Case=Ine,11.973930014828047,9.907268912419791
34,fi_ftb-ud-test_Case=Ine,11.973930014828047,9.907268912419791
35,ab_abnc-ud-test_Case=Ine,11.973930014828047,9.907268912419791
