,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
0,hi_pud-ud-test_Case=Erg,0.0,20.71231517720798
1,ess_sli-ud-test_Case=Erg,1.0,21.494185260204677
2,mr_ufal-ud-dev_Case=Erg,1.0,21.494185260204677
3,mr_ufal-ud-test_Case=Erg,1.0,21.494185260204677
4,mr_ufal-ud-train_Case=Erg,1.0,21.494185260204677
5,wbp_ufal-ud-test_Case=Erg,1.0,21.494185260204677
6,ka_glc-ud-test_Case=Erg,1.0,21.494185260204677
7,eu_bdt-ud-train_Case=Erg,1.0,21.494185260204677
8,eu_bdt-ud-test_Case=Erg,1.0,21.494185260204677
9,eu_bdt-ud-dev_Case=Erg,1.0,21.494185260204677
10,gu_gujtb-ud-test_Case=Erg,1.0,21.494185260204677
