,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
0,fi_ood-ud-test_Case=Par,9.961042212637476,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129,10.881208844195129
1,sah_yktdt-ud-test_Case=Par,5.542562584220407,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246,6.334035048845246
2,sms_giellagas-ud-test_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,et_ewt-ud-train_Case=Par,48.29837284690319,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114,49.174596926907114
4,et_ewt-ud-test_Case=Par,43.21959645815241,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249,44.08588319352249
5,et_ewt-ud-dev_Case=Par,30.79074536285213,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504,31.663385794952504
6,olo_kkpp-ud-test_Case=Par,138.84523758487362,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336,139.7390425042336
7,olo_kkpp-ud-train_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,vep_vwt-ud-test_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fi_tdt-ud-train_Case=Par,17.800626985468384,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774,18.711198078741774
10,fi_tdt-ud-test_Case=Par,17.760050675603377,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974,18.668674296799974
11,fi_tdt-ud-dev_Case=Par,16.189549170238305,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677,17.107076434426677
12,ru_taiga-ud-train_Case=Par,45.760244754590204,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282,46.65833258915282
13,ru_taiga-ud-dev_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ru_taiga-ud-test_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,fi_pud-ud-test_Case=Par,20.92150278882548,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195,21.823579013918195
16,et_edt-ud-dev_Case=Par,90.70458532680671,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852,91.58649739557852
17,et_edt-ud-train_Case=Par,79.39432365368505,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289,80.27025559877289
18,et_edt-ud-test_Case=Par,80.92028140181397,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359,81.79242650183359
19,ru_syntagrus-ud-train_Case=Par,83.39964028699404,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372,84.27039812413372
20,ru_syntagrus-ud-dev_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,ru_syntagrus-ud-test_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ru_poetry-ud-dev_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ru_poetry-ud-train_Case=Par,11.489125293076057,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298,12.36931687685298
24,krl_kkpp-ud-test_Case=Par,34.33674920080543,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656,35.21696420620656
25,eu_bdt-ud-train_Case=Par,28.186599209553464,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876,29.085810543974876
26,eu_bdt-ud-test_Case=Par,16.803571049035977,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625,17.713271860387625
27,eu_bdt-ud-dev_Case=Par,10.372927896023123,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854,11.285692885477854
28,fi_ftb-ud-dev_Case=Par,8.493845726204494,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175,9.401034930993175
29,fi_ftb-ud-train_Case=Par,10.403091508297827,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031,11.310617670681031
30,fi_ftb-ud-test_Case=Par,10.675569145685767,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762,11.574769776600762
31,ru_gsd-ud-dev_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,ru_gsd-ud-train_Case=Par,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
