,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,sl_ssj-ud-test_Case=Dat,2.04723764777448,2.201692473276872,2.0627204855809405
1,sl_ssj-ud-dev_Case=Dat,2.512576391566392,2.6675986379464405,2.527815933777958
2,sl_ssj-ud-train_Case=Dat,1.919255776156234,2.074967608405448,1.9348740981680728
3,xcl_caval-ud-train_Case=Dat,0.14441777531578479,0.15950487464742336,0.14013886411187979
4,xcl_caval-ud-dev_Case=Dat,0.1826608474208899,0.09126551969427546,0.17316183202565183
5,xcl_caval-ud-test_Case=Dat,0.11006049491700078,0.142594441144134,0.10126681087403341
6,hu_szeged-ud-dev_Case=Dat,2.1916410521309686,2.309054475764015,2.2012227399262563
7,hu_szeged-ud-test_Case=Dat,5.157686097033766,5.28712274408291,5.168448949536575
8,hu_szeged-ud-train_Case=Dat,2.0235566290793434,2.1424109491351,2.0337108013016043
9,xav_xdt-ud-test_Case=Dat,0.23040490392586357,0.2901176347035347,0.24016133980264698
10,tr_pud-ud-test_Case=Dat,5.189035314907519,5.338513608475411,5.201445464224707
11,es_gsd-ud-test_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
12,es_gsd-ud-dev_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
13,es_gsd-ud-train_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
14,de_hdt-ud-test_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
15,de_hdt-ud-train_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
16,de_hdt-ud-dev_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
17,sga_dipsgg-ud-test_Case=Dat,1.259531560972737,1.08869426309121,1.2452843148017878
18,pt_porttinari-ud-train_Case=Dat,1.0418740228265955,1.1645916381871573,1.0521662455547929
19,pt_porttinari-ud-test_Case=Dat,0.987002966118763,1.10688039713964,0.9970173931721201
20,pt_porttinari-ud-dev_Case=Dat,0.8183844368142352,0.9308139549757339,0.82764260641331
