,Treebank,egy_ujaen-ud-test_Case=Sub
0,el_gud-ud-train_Case=Voc,12.252890815368156
1,el_gud-ud-test_Case=Voc,14.363147287415806
2,fa_seraji-ud-dev_Case=Voc,0.894427190999916
3,fa_seraji-ud-test_Case=Voc,0.894427190999916
4,fa_seraji-ud-train_Case=Voc,0.894427190999916
5,sga_dipsgg-ud-test_Case=Voc,0.894427190999916
6,pl_pdb-ud-test_Case=Voc,6.266529163348882
7,pl_pdb-ud-train_Case=Voc,6.514240598758415
8,pl_pdb-ud-dev_Case=Voc,4.411349000022556
9,uk_iu-ud-dev_Case=Voc,0.894427190999916
10,uk_iu-ud-train_Case=Voc,41.842562063047716
11,uk_iu-ud-test_Case=Voc,0.894427190999916
12,sa_vedic-ud-test_Case=Voc,347.1273541511818
13,sa_vedic-ud-train_Case=Voc,159.22688737160524
14,sa_vedic-ud-dev_Case=Voc,415.1045651399175
15,kmr_mg-ud-test_Case=Voc,0.894427190999916
16,hr_set-ud-dev_Case=Voc,0.894427190999916
17,hr_set-ud-train_Case=Voc,33.94407164734366
18,hr_set-ud-test_Case=Voc,0.894427190999916
19,orv_rnc-ud-dev_Case=Voc,0.894427190999916
20,orv_rnc-ud-train_Case=Voc,59.68640269497456
21,orv_rnc-ud-test_Case=Voc,12.264786993666055
22,cpg_tuecl-ud-test_Case=Voc,25.381095327034252
23,la_circse-ud-test_Case=Voc,53.0113195459234
24,grc_perseus-ud-dev_Case=Voc,0.894427190999916
25,grc_perseus-ud-train_Case=Voc,0.894427190999916
26,grc_perseus-ud-test_Case=Voc,0.894427190999916
27,qpm_philotis-ud-train_Case=Voc,89.24012550416992
28,qpm_philotis-ud-dev_Case=Voc,0.894427190999916
29,qpm_philotis-ud-test_Case=Voc,0.894427190999916
30,la_perseus-ud-test_Case=Voc,0.894427190999916
31,la_perseus-ud-train_Case=Voc,0.894427190999916
32,sk_snk-ud-train_Case=Voc,0.894427190999916
33,lt_hse-ud-train_Case=Voc,0.894427190999916
34,ess_sli-ud-test_Case=Voc,0.894427190999916
35,hit_hittb-ud-test_Case=Voc,0.894427190999916
36,sa_ufal-ud-test_Case=Voc,0.894427190999916
37,be_hse-ud-train_Case=Voc,0.894427190999916
38,be_hse-ud-dev_Case=Voc,0.894427190999916
39,be_hse-ud-test_Case=Voc,0.894427190999916
40,cs_pud-ud-test_Case=Voc,0.894427190999916
41,orv_ruthenian-ud-test_Case=Voc,6.5038450166036395
42,orv_ruthenian-ud-train_Case=Voc,8.23407554009556
43,orv_ruthenian-ud-dev_Case=Voc,0.894427190999916
44,ml_ufal-ud-test_Case=Voc,0.894427190999916
45,egy_ujaen-ud-test_Case=Voc,0.894427190999916
46,ro_nonstandard-ud-test_Case=Voc,22.015650998525775
47,ro_nonstandard-ud-dev_Case=Voc,71.66170525461978
48,ro_nonstandard-ud-train_Case=Voc,35.581268480292636
49,ro_simonero-ud-train_Case=Voc,2.4083189157584592
50,mr_ufal-ud-dev_Case=Voc,0.894427190999916
51,mr_ufal-ud-test_Case=Voc,0.894427190999916
52,ro_tuecl-ud-test_Case=Voc,5.9833101206606365
53,lt_alksnis-ud-test_Case=Voc,0.894427190999916
54,lt_alksnis-ud-dev_Case=Voc,0.894427190999916
55,lt_alksnis-ud-train_Case=Voc,0.894427190999916
56,vi_tuecl-ud-test_Case=Voc,0.894427190999916
57,cu_proiel-ud-train_Case=Voc,17.052972706139638
58,cu_proiel-ud-test_Case=Voc,17.796972534814977
59,cu_proiel-ud-dev_Case=Voc,21.652285967151503
60,la_llct-ud-dev_Case=Voc,0.894427190999916
61,la_llct-ud-train_Case=Voc,5.987435403914549
62,sr_set-ud-train_Case=Voc,0.894427190999916
63,la_proiel-ud-test_Case=Voc,11.243763703592416
64,la_proiel-ud-dev_Case=Voc,15.711991174471384
65,la_proiel-ud-train_Case=Voc,16.109337785548135
66,grc_proiel-ud-test_Case=Voc,12.009371340748856
67,grc_proiel-ud-train_Case=Voc,21.188268358914627
68,grc_proiel-ud-dev_Case=Voc,14.85513379273307
69,ru_taiga-ud-train_Case=Voc,0.894427190999916
70,ru_taiga-ud-dev_Case=Voc,0.894427190999916
71,ru_taiga-ud-test_Case=Voc,0.894427190999916
72,tpn_tudet-ud-test_Case=Voc,0.894427190999916
73,ga_idt-ud-train_Case=Voc,0.894427190999916
74,ga_idt-ud-test_Case=Voc,0.894427190999916
75,ga_idt-ud-dev_Case=Voc,0.894427190999916
76,ro_art-ud-test_Case=Voc,0.894427190999916
77,ru_syntagrus-ud-train_Case=Voc,33.373642294481435
78,ru_syntagrus-ud-dev_Case=Voc,0.894427190999916
79,ru_syntagrus-ud-test_Case=Voc,0.894427190999916
80,grc_ptnk-ud-train_Case=Voc,34.782179345176175
81,grc_ptnk-ud-dev_Case=Voc,9.044335243676011
82,grc_ptnk-ud-test_Case=Voc,0.894427190999916
83,orv_birchbark-ud-train_Case=Voc,14.376195602453384
84,orv_birchbark-ud-dev_Case=Voc,38.28518715581205
85,orv_birchbark-ud-test_Case=Voc,23.398183690192706
86,ltg_cairo-ud-test_Case=Voc,0.894427190999916
87,ru_poetry-ud-test_Case=Voc,0.894427190999916
88,ru_poetry-ud-dev_Case=Voc,0.894427190999916
89,ru_poetry-ud-train_Case=Voc,0.894427190999916
90,cs_fictree-ud-dev_Case=Voc,0.894427190999916
91,cs_fictree-ud-train_Case=Voc,421.5601973621324
92,cs_fictree-ud-test_Case=Voc,0.894427190999916
93,la_udante-ud-train_Case=Voc,0.894427190999916
94,la_udante-ud-test_Case=Voc,0.894427190999916
95,la_udante-ud-dev_Case=Voc,12.436840434772813
96,ro_rrt-ud-test_Case=Voc,0.894427190999916
97,ro_rrt-ud-train_Case=Voc,0.894427190999916
98,el_gdt-ud-test_Case=Voc,0.894427190999916
99,el_gdt-ud-train_Case=Voc,0.894427190999916
100,el_gdt-ud-dev_Case=Voc,0.894427190999916
101,gd_arcosg-ud-test_Case=Voc,0.894427190999916
102,gd_arcosg-ud-train_Case=Voc,0.894427190999916
103,gd_arcosg-ud-dev_Case=Voc,0.894427190999916
104,got_proiel-ud-dev_Case=Voc,14.398611044125055
105,got_proiel-ud-train_Case=Voc,83.47215104452502
106,got_proiel-ud-test_Case=Voc,43.8520238985614
107,cs_pdt-ud-test_Case=Voc,0.894427190999916
108,cs_pdt-ud-dev_Case=Voc,45.279134267342165
109,cs_pdt-ud-train_Case=Voc,0.894427190999916
110,lv_lvtb-ud-test_Case=Voc,0.894427190999916
111,lv_lvtb-ud-train_Case=Voc,82.12064295900271
112,lv_lvtb-ud-dev_Case=Voc,19.157244060668017
113,la_ittb-ud-dev_Case=Voc,0.894427190999916
114,la_ittb-ud-test_Case=Voc,0.894427190999916
115,la_ittb-ud-train_Case=Voc,0.894427190999916
116,ga_cadhan-ud-test_Case=Voc,0.894427190999916
117,pl_pud-ud-test_Case=Voc,0.894427190999916
118,orv_torot-ud-test_Case=Voc,6.941341529000156
119,orv_torot-ud-dev_Case=Voc,8.465104143817753
120,orv_torot-ud-train_Case=Voc,11.318253272606032
121,cs_cac-ud-dev_Case=Voc,0.894427190999916
122,cs_cac-ud-train_Case=Voc,0.894427190999916
123,cs_cac-ud-test_Case=Voc,0.894427190999916
124,pl_lfg-ud-test_Case=Voc,0.894427190999916
125,pl_lfg-ud-train_Case=Voc,94.57113724599066
126,pl_lfg-ud-dev_Case=Voc,0.894427190999916
127,cs_poetry-ud-test_Case=Voc,47.241930527868995
128,ru_gsd-ud-train_Case=Voc,1.3416407864998738
129,lv_cairo-ud-test_Case=Voc,0.894427190999916
130,bg_btb-ud-train_Case=Voc,0.894427190999916
131,bg_btb-ud-test_Case=Voc,0.894427190999916
132,bg_btb-ud-dev_Case=Voc,0.894427190999916
133,bej_nsc-ud-test_Case=Voc,0.894427190999916
