,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Ill,0.1630304281976664,0.22642238431781356,0.16458274003837378
1,hu_szeged-ud-test_Case=Ill,0.2538737787378463,0.33770274773116393,0.2524111798132384
2,hu_szeged-ud-train_Case=Ill,0.16197088596792497,0.11454344665477789,0.1489417402050501
3,fi_ood-ud-test_Case=Ill,0.6814013157357564,0.824312455671191,0.6927071869943174
4,sms_giellagas-ud-test_Case=Ill,4.9478764618249595,5.1014995971753185,4.962960803620314
5,sms_giellagas-ud-train_Case=Ill,0.2939723678960656,0.10649955403405117,0.28019779169211134
6,et_ewt-ud-train_Case=Ill,5.450136862899441,5.602683435295294,5.462297365569082
7,et_ewt-ud-test_Case=Ill,4.214886024263392,4.373398189077556,4.227505137945786
8,et_ewt-ud-dev_Case=Ill,10.580963572541812,10.740413604638437,10.593708460714657
9,egy_ujaen-ud-test_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
10,si_stb-ud-test_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
11,lt_alksnis-ud-test_Case=Ill,0.2939723678960656,0.10649955403405117,0.28019779169211134
12,lt_alksnis-ud-dev_Case=Ill,0.2939723678960656,0.10649955403405117,0.28019779169211134
13,lt_alksnis-ud-train_Case=Ill,0.2939723678960656,0.10649955403405117,0.28019779169211134
14,olo_kkpp-ud-test_Case=Ill,0.661192736357359,0.8014308911252049,0.6728827219499113
15,olo_kkpp-ud-train_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
16,mdf_jr-ud-test_Case=Ill,7.588800430589056,7.736080401669595,7.6038210220784705
17,mdf_jr-ud-train_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
18,vep_vwt-ud-test_Case=Ill,0.48336526075902686,0.610981731927054,0.492341031560467
19,fi_tdt-ud-train_Case=Ill,0.7607395208863534,0.9064816868430756,0.7726530454723012
20,fi_tdt-ud-test_Case=Ill,0.7630690788420496,0.9106138746943271,0.7747435301008246
21,fi_tdt-ud-dev_Case=Ill,0.7008266913727548,0.8488201277163001,0.7126239667524117
22,myv_jr-ud-test_Case=Ill,0.5316047165326562,0.6629697033773847,0.5447753979603392
23,myv_jr-ud-train_Case=Ill,0.35052153099051103,0.46073538737469605,0.3616648496787917
24,kpv_ikdp-ud-test_Case=Ill,1.1395797362662439,1.2901107058195904,1.156700154280953
25,kpv_lattice-ud-test_Case=Ill,8.315131292722798,8.47059780413673,8.333009961601883
26,kpv_lattice-ud-train_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
27,fi_pud-ud-test_Case=Ill,0.7864377557242015,0.931124584383954,0.799515247186695
28,et_edt-ud-dev_Case=Ill,3.269956848011283,3.4177356877641705,3.2819229669582626
29,et_edt-ud-train_Case=Ill,3.2032585160255382,3.3515368626126185,3.215270852051681
30,et_edt-ud-test_Case=Ill,4.224361501440792,4.376475879489089,4.236519512917119
31,koi_uh-ud-train_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
32,koi_uh-ud-test_Case=Ill,30.133550474471654,30.287219911723437,30.15046820572927
33,sme_giella-ud-train_Case=Ill,0.1979414197061039,0.11831957737624078,0.18815388470044794
34,sme_giella-ud-test_Case=Ill,0.11676166262811627,0.14415652604105444,0.10653056519783245
35,krl_kkpp-ud-test_Case=Ill,0.16433554953054494,0.28126357285324993,0.16953549466296813
36,fi_ftb-ud-dev_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
37,fi_ftb-ud-train_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
38,fi_ftb-ud-test_Case=Ill,1.259531560972737,1.08869426309121,1.2452843148017878
