,Treebank,egy_ujaen-ud-test_Case=Sub
0,hu_szeged-ud-dev_Case=Tra,1.7730623226497144
1,hu_szeged-ud-test_Case=Tra,1.4747881203752629
2,hu_szeged-ud-train_Case=Tra,1.4361058456812994
3,fi_ood-ud-test_Case=Tra,3.5348107501306205
4,et_ewt-ud-train_Case=Tra,4.177857081796644
5,et_ewt-ud-test_Case=Tra,4.16986271980755
6,et_ewt-ud-dev_Case=Tra,5.393717410098531
7,gub_tudet-ud-test_Case=Tra,0.894427190999916
8,olo_kkpp-ud-test_Case=Tra,2.075119863761993
9,mdf_jr-ud-test_Case=Tra,4.056630375077325
10,vep_vwt-ud-test_Case=Tra,3.714835124201342
11,fi_tdt-ud-train_Case=Tra,4.356113098788591
12,fi_tdt-ud-test_Case=Tra,5.639778416898661
13,fi_tdt-ud-dev_Case=Tra,4.742488798089037
14,myv_jr-ud-test_Case=Tra,5.812639405597438
15,myv_jr-ud-train_Case=Tra,12.193440859740944
16,kpv_ikdp-ud-test_Case=Tra,0.894427190999916
17,kpv_lattice-ud-test_Case=Tra,0.894427190999916
18,tpn_tudet-ud-test_Case=Tra,1.685075903463303
19,fi_pud-ud-test_Case=Tra,9.372105613807584
20,et_edt-ud-dev_Case=Tra,4.732112906723958
21,et_edt-ud-train_Case=Tra,4.402633277180718
22,et_edt-ud-test_Case=Tra,3.7179969167118316
23,krl_kkpp-ud-test_Case=Tra,1.5689896096092315
24,fi_ftb-ud-dev_Case=Tra,0.894427190999916
25,fi_ftb-ud-train_Case=Tra,0.894427190999916
26,fi_ftb-ud-test_Case=Tra,0.894427190999916
27,eme_tudet-ud-test_Case=Tra,2.596150997149434
28,aqz_tudet-ud-test_Case=Tra,0.894427190999916
