,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,sl_ssj-ud-test_Case=Dat,76.96411544343489,50.910848690938366,30.12781255099038,507.66378286509354,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,165.5550298774639,71.2500785900191,109.88503932996669,3.237354116223063,3.237354116223063,3.237354116223063,258.5950945159575,3.237354116223063,78.91273661871628,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063,3.237354116223063
1,sl_ssj-ud-dev_Case=Dat,76.652702532628,50.6184735162086,29.837423793766362,507.2778242464599,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,165.16943350255244,70.86771224534407,109.4979673834684,3.702382866329317,3.702382866329317,3.702382866329317,258.19887226494404,3.702382866329317,78.54302616156816,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317,3.702382866329317
2,sl_ssj-ud-train_Case=Dat,77.0580846609737,51.002854227798395,30.21844440650145,507.769151750282,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,165.66194603480233,71.35718477887062,109.99190651315214,3.1179361720571244,3.1179361720571244,3.1179361720571244,258.71055519997117,3.1179361720571244,79.02020271094186,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244,3.1179361720571244
3,xcl_caval-ud-train_Case=Dat,78.5840218245634,52.47906077148095,31.700341532100314,509.4891020942353,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,167.38414175509268,73.07624448714972,111.71657112488387,1.239102502759832,1.239102502759832,1.239102502759832,260.4823906129871,1.239102502759832,80.71406653124399,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832,1.239102502759832
4,xcl_caval-ud-dev_Case=Dat,78.65803095756328,52.55143064757125,31.773204348915126,509.56478549516123,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,167.46097920213907,73.15264540516054,111.79373351599209,1.1651494545412489,1.1651494545412489,1.1651494545412489,260.5531093474855,1.1651494545412489,80.78987685018416,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489,1.1651494545412489
5,xcl_caval-ud-test_Case=Dat,78.61040952468485,52.50678048776004,31.72792037323978,509.51357112338627,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,167.40835311247446,73.10088885222395,111.7406949113886,1.2227021265001647,1.2227021265001647,1.2227021265001647,260.4988739271666,1.2227021265001647,80.73934567028432,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647,1.2227021265001647
6,hu_szeged-ud-dev_Case=Dat,76.42596924809135,50.31280925877827,29.53666448932313,507.48334968162413,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,165.34571392635982,71.0397991355866,109.68288075659646,3.1993621813334823,3.1993621813334823,3.1993621813334823,258.91583062249936,3.1993621813334823,78.6420150467436,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823,3.1993621813334823
7,hu_szeged-ud-test_Case=Dat,73.45465767869236,47.34753547594911,26.571147732026223,504.60449252612784,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,162.43405951573675,68.13614222680222,106.7757414252699,6.174337938564088,6.174337938564088,6.174337938564088,256.5406838085912,6.174337938564088,75.70849034424133,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088,6.174337938564088
8,hu_szeged-ud-train_Case=Dat,76.5912570941704,50.47842958870152,29.70210887287989,507.6227043277119,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,165.49001939376052,71.18391636444002,109.82671428756218,3.045362818101901,3.045362818101901,3.045362818101901,259.01907531599096,3.045362818101901,78.79111333657069,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901,3.045362818101901
9,xav_xdt-ud-test_Case=Dat,78.56319112663385,52.46133496839999,31.6823974389443,509.45335900355,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,167.35017267943397,73.04221382187153,111.68220041210188,1.3133925536563698,1.3133925536563698,1.3133925536563698,260.38649158510503,1.3133925536563698,80.68156416380614,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698,1.3133925536563698
