,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=Ela,22.586996006658808,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,22.590118844037875,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,22.59535935873259,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,22.588953487888926,2.068522117325686
4,et_ewt-ud-train_Case=Ela,22.59773007567861,1.731320857985841
5,et_ewt-ud-test_Case=Ela,22.60564443945774,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,22.598523388406143,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,22.561028345356956,0.0
8,olo_kkpp-ud-test_Case=Ela,22.58348080881636,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,22.58317958127243,1.0
10,mdf_jr-ud-test_Case=Ela,30.397368307141328,20.728402414722332
11,mdf_jr-ud-train_Case=Ela,22.561028345356956,0.0
12,vep_vwt-ud-test_Case=Ela,22.613602101390217,1.541103500742244
13,fi_tdt-ud-train_Case=Ela,22.60933993500815,2.3139522010695543
14,fi_tdt-ud-test_Case=Ela,22.60325564000336,2.1435170928508476
15,fi_tdt-ud-dev_Case=Ela,22.611495847842008,2.2829522933712147
16,myv_jr-ud-test_Case=Ela,22.635911015739904,1.8503197558178164
17,myv_jr-ud-train_Case=Ela,22.684040960237095,2.383275057562597
18,kpv_ikdp-ud-test_Case=Ela,22.905603390145973,4.123105625617661
19,kpv_lattice-ud-test_Case=Ela,22.775622917267047,3.336825538583822
20,kpv_lattice-ud-train_Case=Ela,22.67156809750927,2.23606797749979
21,fi_pud-ud-test_Case=Ela,22.634969280677648,2.8276189821937745
22,et_edt-ud-dev_Case=Ela,22.593208522542138,1.96396624581025
23,et_edt-ud-train_Case=Ela,22.592050269113386,1.8700246112386445
24,et_edt-ud-test_Case=Ela,22.597507158140136,1.9906393640009086
25,wbp_ufal-ud-test_Case=Ela,22.58317958127243,1.0
26,koi_uh-ud-train_Case=Ela,22.561028345356956,0.0
27,koi_uh-ud-test_Case=Ela,22.880122377295102,3.8078865529319543
28,krl_kkpp-ud-test_Case=Ela,22.557943168649043,1.555892027102138
29,fi_ftb-ud-dev_Case=Ela,22.561028345356956,0.0
30,fi_ftb-ud-train_Case=Ela,22.561028345356956,0.0
31,fi_ftb-ud-test_Case=Ela,22.561028345356956,0.0
