,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,hu_szeged-ud-dev_Case=Ine,64.01367041499807,58.43586227651647,60.77622890571609,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622
1,hu_szeged-ud-test_Case=Ine,37.841775856849004,32.212833881337836,35.083234362489065,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784
2,hu_szeged-ud-train_Case=Ine,17.113763070306682,11.541086426341197,14.815953070051258,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872
3,fi_ood-ud-test_Case=Ine,495.83263305272675,490.5099387372289,491.4905899404382,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274
4,et_ewt-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
5,et_ewt-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-dev_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
7,si_stb-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
9,olo_kkpp-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
10,mdf_jr-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
11,mdf_jr-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
12,vep_vwt-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
13,fi_tdt-ud-train_Case=Ine,153.5472412511419,148.25343038243903,149.25598778752888,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686
14,fi_tdt-ud-test_Case=Ine,59.35520196242281,54.181546674121435,55.08665900197615,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669
15,fi_tdt-ud-dev_Case=Ine,97.9483991134561,92.71042132480157,93.61297393464694,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127
16,myv_jr-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
17,myv_jr-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
18,kpv_ikdp-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
19,kpv_lattice-ud-test_Case=Ine,249.899979991996,246.01219481968775,245.11425907115236,261.627597932634,261.627597932634,261.627597932634,261.627597932634,261.627597932634,261.627597932634
20,kpv_lattice-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
21,fi_pud-ud-test_Case=Ine,66.71627406030552,61.39035355985566,62.66170916850551,81.8102583258783,81.8102583258783,81.8102583258783,81.8102583258783,81.8102583258783,81.8102583258783
22,et_edt-ud-dev_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
23,et_edt-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
24,et_edt-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
25,koi_uh-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
26,koi_uh-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
27,arr_tudet-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
28,krl_kkpp-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
29,eu_bdt-ud-train_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
30,eu_bdt-ud-test_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
31,eu_bdt-ud-dev_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
32,fi_ftb-ud-dev_Case=Ine,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
