,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,xcl_caval-ud-train_Case=Abl,0.8759897447961067,0.8775006145600557,0.8637947125348289,0.7648944160266221,0.7417862182656041,0.7033421472462482
1,xcl_caval-ud-dev_Case=Abl,0.46677439113386804,0.46887649431798506,0.45499349011142354,0.36024926096698984,0.3373648419843773,0.30166818424697395
2,xcl_caval-ud-test_Case=Abl,0.7328792620767597,0.7342017902548788,0.7218170106870803,0.6216075690904581,0.5973522291785011,0.5585763523624061
3,hu_szeged-ud-dev_Case=Abl,0.20419442381732653,0.20661312076586277,0.20385936813231964,0.2010711113927973,0.19919468273238194,0.2130161558178068
4,hu_szeged-ud-test_Case=Abl,0.1269928379866683,0.13587800274220677,0.13307290145757136,0.13405013373306995,0.14192292197913967,0.16901033934431653
5,hu_szeged-ud-train_Case=Abl,0.28285289928800933,0.28786050487954923,0.2801216307105496,0.2450563357878154,0.23217616429982493,0.22587250250759555
6,tr_pud-ud-test_Case=Abl,0.49374944848392166,0.4989566579748891,0.4868720991505521,0.4141237720631121,0.38716576519552304,0.3526892111186274
7,fi_ood-ud-test_Case=Abl,0.8773733476790928,0.8815970402492289,0.8672722378851683,0.7902880940014044,0.7605508708978976,0.7227443962008685
8,sah_yktdt-ud-test_Case=Abl,0.4527471642680074,0.46001996532306233,0.44109851647287124,0.41119040725728045,0.39398531745160026,0.3777103866438541
9,sa_vedic-ud-test_Case=Abl,3.786865546971302,3.791762926470165,3.7776185298581364,3.7009992841363184,3.6719230321067933,3.6322455394127164
10,sa_vedic-ud-train_Case=Abl,5.123931242736407,5.129509724690024,5.115240135340125,5.038903164702453,5.010731779503782,4.971430722687696
11,sa_vedic-ud-dev_Case=Abl,7.833564119453574,7.838010146445884,7.825250373881807,7.749852935417868,7.722001837259228,7.6836657986250865
12,la_circse-ud-test_Case=Abl,1.992620373765421,1.9992072480127183,1.9893922577655,1.9049518302066615,1.8708079431056515,1.8302279186365942
13,tr_atis-ud-dev_Case=Abl,18.91957798573141,18.91987747345812,18.905600705614287,18.805497774749874,18.786072811090257,18.745571174658053
14,tr_atis-ud-train_Case=Abl,17.096261055080237,17.096156138267613,17.082020929581024,16.981543545302845,16.96256476145417,16.92242786418712
15,tr_atis-ud-test_Case=Abl,23.815685952391128,23.815905805720877,23.801569418635477,23.701420513415258,23.682061031207116,23.6416112244501
16,hi_pud-ud-test_Case=Abl,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
17,la_perseus-ud-test_Case=Abl,1.105730143216488,1.1124824681770915,1.103671093377445,1.015367350903626,0.9816628704957082,0.9418619318903083
18,la_perseus-ud-train_Case=Abl,1.3128076693239672,1.3181539948366872,1.3082693150038254,1.2201869866362671,1.1876976907841728,1.1479250451513816
19,tr_kenet-ud-dev_Case=Abl,0.5685614581376837,0.5720298384890319,0.5592803752197951,0.4763977115525451,0.4505640170238819,0.41361011271110404
20,tr_kenet-ud-test_Case=Abl,0.9193441938883826,0.9220030764203049,0.9082486997279084,0.8214385608724842,0.7974417653742454,0.7591088485836432
21,tr_kenet-ud-train_Case=Abl,0.5930257232966081,0.5942498103798531,0.581318903116772,0.48703289677582,0.4617640602124835,0.42154341257006117
22,ess_sli-ud-test_Case=Abl,116.65689230011355,116.66148644997128,116.65054703453727,116.59077962633901,116.57019249823689,116.54007132734105
23,ky_tuecl-ud-test_Case=Abl,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
24,hit_hittb-ud-test_Case=Abl,0.09186596706284038,0.09535044068167435,0.10737982068061137,0.1759516021763283,0.19721183300740622,0.23617060990389596
25,sa_ufal-ud-test_Case=Abl,1.5129726912847359,1.512501155024393,1.4993607439384267,1.4012006513366033,1.378776662874086,1.3400883086813622
26,et_ewt-ud-train_Case=Abl,0.1956580257868056,0.19830744094665462,0.19116278371205825,0.10585861733080441,0.07162528062915799,0.05440327630970386
27,et_ewt-ud-test_Case=Abl,0.2639564245497843,0.265580307434456,0.2547868838822114,0.15641929784884023,0.15053619959229977,0.13641992794051344
28,et_ewt-ud-dev_Case=Abl,0.17295970538766234,0.18344915792871636,0.17984904506931826,0.17938671031248302,0.1780563346585409,0.19061240737843738
29,gub_tudet-ud-test_Case=Abl,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
30,ml_ufal-ud-test_Case=Abl,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
31,egy_ujaen-ud-test_Case=Abl,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
32,sq_tsa-ud-test_Case=Abl,1.6016771226256348,1.6009369454910494,1.5876063199548225,1.4831504129360213,1.468458461506253,1.433698799959658
33,mr_ufal-ud-train_Case=Abl,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
34,si_stb-ud-test_Case=Abl,0.7366426083353174,0.7421742001150704,0.731647894806859,0.6763970174165969,0.6564779642693985,0.6316927991906399
35,olo_kkpp-ud-test_Case=Abl,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
