,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,hu_szeged-ud-dev_Case=Abs,0.31491832864888675,1.2464826546183716,1.2824305436059895,1.2824305436059895,1.2824305436059895,11.774745351776128,1.2824305436059895,9.709839943868138,1.2824305436059895,0.31491832864888675
1,hu_szeged-ud-test_Case=Abs,0.1087856586440842,1.3630803958976423,1.0796668344321692,1.0796668344321692,1.0796668344321692,11.936221042736479,1.0796668344321692,9.845552866274375,1.0796668344321692,0.1087856586440842
2,hu_szeged-ud-train_Case=Abs,0.16317848796612638,1.3400962607834113,1.1213369028548654,1.1213369028548654,1.1213369028548654,11.904576217204989,1.1213369028548654,9.818922680393726,1.1213369028548654,0.16317848796612638
3,ess_sli-ud-test_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,hit_hittb-ud-test_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,mr_ufal-ud-dev_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,mr_ufal-ud-test_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
7,mr_ufal-ud-train_Case=Abs,86.27861844049197,85.39320816083678,87.14929718592113,87.14929718592113,87.14929718592113,77.64019577512668,87.14929718592113,77.47257579298626,87.14929718592113,86.27861844049197
8,wbp_ufal-ud-test_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
9,nhi_itml-ud-test_Case=Abs,20.811914915959456,19.60505099945823,21.703103265616754,21.703103265616754,21.703103265616754,13.937249139634654,21.703103265616754,16.52009625416612,21.703103265616754,20.811914915959456
10,azz_itml-ud-test_Case=Abs,6.669999167083074,5.617433182117573,7.607222967012422,7.607222967012422,7.607222967012422,7.8189838173836845,7.607222967012422,7.471427053931681,7.607222967012422,6.669999167083074
11,eu_bdt-ud-train_Case=Abs,39.805698165950666,38.72197588834726,40.741182744764195,40.741182744764195,40.741182744764195,31.111715831069507,40.741182744764195,33.93323458496812,40.741182744764195,39.805698165950666
12,eu_bdt-ud-test_Case=Abs,39.7164186927589,38.63592335015676,40.65127036035156,40.65127036035156,40.65127036035156,31.02902684882532,40.65127036035156,33.87320347676802,40.65127036035156,39.7164186927589
13,eu_bdt-ud-dev_Case=Abs,31.107078923747277,30.032705549891823,32.04328476137671,32.04328476137671,32.04328476137671,22.740079787315157,32.04328476137671,25.49096878510161,32.04328476137671,31.107078923747277
14,gu_gujtb-ud-test_Case=Abs,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
