,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
0,es_gsd-ud-train_Case=Com,6.7638746292343415,4.743416490252569
1,fi_ood-ud-test_Case=Com,5.894913061275798,2.6457513110645907
2,es_ancora-ud-train_Case=Com,10.18577439373168,9.219544457292887
3,es_ancora-ud-test_Case=Com,5.545268253204709,0.0
4,es_ancora-ud-dev_Case=Com,5.545268253204709,0.0
5,sms_giellagas-ud-test_Case=Com,5.545268253204709,0.0
6,et_ewt-ud-train_Case=Com,10.331391693329008,9.727331990547098
7,et_ewt-ud-test_Case=Com,8.55475799175644,7.497106880006976
8,et_ewt-ud-dev_Case=Com,11.706023737184937,11.28188777357483
9,ml_ufal-ud-test_Case=Com,11.4564392373896,11.022703842524301
10,apu_ufpa-ud-test_Case=Com,5.545268253204709,0.0
11,egy_ujaen-ud-test_Case=Com,5.545268253204709,0.0
12,mr_ufal-ud-train_Case=Com,5.545268253204709,0.0
13,olo_kkpp-ud-test_Case=Com,5.545268253204709,0.0
14,mdf_jr-ud-test_Case=Com,5.545268253204709,0.0
15,vep_vwt-ud-test_Case=Com,11.346805717910216,10.908712114635714
16,es_pud-ud-test_Case=Com,5.545268253204709,0.0
17,fi_tdt-ud-train_Case=Com,5.944900060950888,2.9067128499108295
18,fi_tdt-ud-test_Case=Com,5.634713834792322,1.0
19,fi_tdt-ud-dev_Case=Com,5.545268253204709,0.0
20,myv_jr-ud-test_Case=Com,5.545268253204709,0.0
21,myv_jr-ud-train_Case=Com,6.224949798994366,3.3166247903554
22,kpv_ikdp-ud-test_Case=Com,5.545268253204709,0.0
23,kpv_lattice-ud-test_Case=Com,19.059118552545918,19.235384061671343
24,fi_pud-ud-test_Case=Com,5.7130455003342036,1.3743685418725535
25,et_edt-ud-dev_Case=Com,7.052358223818846,5.331827029066583
26,et_edt-ud-train_Case=Com,6.967552363562158,5.189646676477866
27,et_edt-ud-test_Case=Com,6.766575978163714,4.845626776316869
28,sjo_xdt-ud-test_Case=Com,5.545268253204709,0.0
29,wbp_ufal-ud-test_Case=Com,5.545268253204709,0.0
30,koi_uh-ud-test_Case=Com,8.760707733967616,7.810249675906654
31,sme_giella-ud-train_Case=Com,15.898113095584646,15.880412463157246
32,sme_giella-ud-test_Case=Com,8.734785931021491,7.707374917435497
33,arr_tudet-ud-test_Case=Com,5.545268253204709,0.0
34,ta_mwtt-ud-test_Case=Com,5.545268253204709,0.0
35,ta_ttb-ud-train_Case=Com,5.545268253204709,0.0
36,ta_ttb-ud-dev_Case=Com,5.545268253204709,0.0
37,ta_ttb-ud-test_Case=Com,6.144102863722254,3.605551275463989
38,krl_kkpp-ud-test_Case=Com,5.979130371550699,2.23606797749979
39,eu_bdt-ud-train_Case=Com,39.246903628750694,39.816070178314234
40,eu_bdt-ud-test_Case=Com,30.130733663671567,30.571410028180104
41,eu_bdt-ud-dev_Case=Com,38.80721582386451,39.29694644625712
42,fi_ftb-ud-dev_Case=Com,5.66911711723165,1.5456030825826172
43,fi_ftb-ud-train_Case=Com,5.74371974723499,1.614826143444763
44,fi_ftb-ud-test_Case=Com,5.729746940310715,1.6370705543744901
45,bxr_bdt-ud-test_Case=Com,5.792521539461375,1.959507443590762
46,bej_nsc-ud-test_Case=Com,5.545268253204709,0.0
