,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hu_szeged-ud-dev_Case=Abs,0.37360084866478643,0.31347162999212125
1,hu_szeged-ud-test_Case=Abs,0.4275213333470017,0.4742480812861032
2,hu_szeged-ud-train_Case=Abs,0.4146400417640058,0.44860071728687173
3,ess_sli-ud-test_Case=Abs,1.3743685418725535,1.5132745950421556
4,hit_hittb-ud-test_Case=Abs,1.3743685418725535,1.5132745950421556
5,mr_ufal-ud-dev_Case=Abs,1.3743685418725535,1.5132745950421556
6,mr_ufal-ud-test_Case=Abs,1.3743685418725535,1.5132745950421556
7,mr_ufal-ud-train_Case=Abs,85.98966346150114,85.82243296481404
8,wbp_ufal-ud-test_Case=Abs,1.3743685418725535,1.5132745950421556
9,nhi_itml-ud-test_Case=Abs,20.519788702495493,20.34161640638942
10,azz_itml-ud-test_Case=Abs,6.370567241943766,6.1704235660225955
11,eu_bdt-ud-train_Case=Abs,39.49597920944809,39.29988151089948
12,eu_bdt-ud-test_Case=Abs,39.406922149415934,39.21039839570567
13,eu_bdt-ud-dev_Case=Abs,30.79770556952232,30.60064524814836
14,gu_gujtb-ud-test_Case=Abs,1.3743685418725535,1.5132745950421556
