,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,fi_ood-ud-test_Case=Abe,5.641630603625923,5.648492264034967,5.632094976752478,5.566371982912586,5.538917481383695,5.501973142902642
1,sms_giellagas-ud-test_Case=Abe,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
2,sms_giellagas-ud-train_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
3,et_ewt-ud-train_Case=Abe,3.728808271063997,3.733681732452945,3.719635273911229,3.6413607882250107,3.6136584754966314,3.5748217859686013
4,et_ewt-ud-test_Case=Abe,9.701203502819748,9.706804593687297,9.695461583062562,9.61231296536987,9.584267667345117,9.545289377806354
5,et_ewt-ud-dev_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
6,gub_tudet-ud-test_Case=Abe,1.344542244619549,1.3491586029857678,1.339614833164581,1.288922980235666,1.2712782947712427,1.2473141341723273
7,olo_kkpp-ud-test_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
8,olo_kkpp-ud-train_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
9,mdf_jr-ud-test_Case=Abe,0.6162495797453105,0.6123915875960853,0.601027926057712,0.5027434936507515,0.49492672786519265,0.4668561999890598
10,fi_tdt-ud-train_Case=Abe,11.043118699680962,11.04963310691817,11.034673187080758,10.965789742248472,10.938198739889287,10.900671373504931
11,fi_tdt-ud-test_Case=Abe,8.033607810543604,8.040034001434925,8.02739137862849,7.956212820744528,7.930100584649441,7.893487435896596
12,fi_tdt-ud-dev_Case=Abe,2.3633813965046673,2.3685825453021585,2.3574415929557047,2.2937572776951773,2.2675934527169113,2.2338367853404817
13,myv_jr-ud-test_Case=Abe,0.6016945003978341,0.6094766711883545,0.5879447357921314,0.5447485845857365,0.5220257200246327,0.4955020474587291
14,myv_jr-ud-train_Case=Abe,0.6282381306014385,0.6276097660822793,0.6079675900711907,0.5199057999448807,0.5057160433632872,0.4731347922693484
15,kpv_ikdp-ud-test_Case=Abe,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
16,kpv_lattice-ud-test_Case=Abe,1.5937744758559182,1.5923573227024888,1.575898724577013,1.4857167277147207,1.4614535725597013,1.4210757238689733
17,fi_pud-ud-test_Case=Abe,1.3417220613788898,1.3491586029857678,1.339614833164581,1.2889229802356663,1.2684917665958169,1.2429729435893815
18,et_edt-ud-dev_Case=Abe,2.7732021543256176,2.778006495869391,2.7654392636591485,2.6815819084771597,2.6520307916929644,2.611747431906748
19,et_edt-ud-train_Case=Abe,3.7727050626095657,3.77775014391736,3.764837124176068,3.683309320344109,3.6526063268121134,3.6121009747370096
20,et_edt-ud-test_Case=Abe,3.315201200392176,3.3202403616753684,3.307417776102531,3.2264367152558595,3.2022244164488876,3.1650085364486062
21,koi_uh-ud-test_Case=Abe,1.1386088929930849,1.1370275615553636,1.1279830136187095,1.0696633076986115,1.042995656470375,1.011612631827831
22,sme_giella-ud-train_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
23,sme_giella-ud-test_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
24,arr_tudet-ud-test_Case=Abe,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
25,krl_kkpp-ud-test_Case=Abe,1.3417220613788898,1.3491586029857678,1.339614833164581,1.2889229802356663,1.2684917665958169,1.2429729435893815
26,fi_ftb-ud-dev_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
27,fi_ftb-ud-train_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
28,fi_ftb-ud-test_Case=Abe,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,ab_abnc-ud-test_Case=Abe,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
