,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
0,hu_szeged-ud-dev_Case=Ine,78.79562170577753,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622,79.57229417328622
1,hu_szeged-ud-test_Case=Ine,52.684596104237784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784,53.4353191562784
2,hu_szeged-ud-train_Case=Ine,31.908369502707743,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872,32.67200382276872
3,fi_ood-ud-test_Case=Ine,509.7234544338724,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274,510.61629429543274
4,et_ewt-ud-train_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,et_ewt-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-dev_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,si_stb-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,olo_kkpp-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,olo_kkpp-ud-train_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,mdf_jr-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,mdf_jr-ud-train_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,vep_vwt-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,fi_tdt-ud-train_Case=Ine,167.6189328422888,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686,168.5023815651686
14,fi_tdt-ud-test_Case=Ine,73.31057222529367,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669,74.19460896857669
15,fi_tdt-ud-dev_Case=Ine,111.95187458109946,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127,112.83714912307127
16,myv_jr-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,myv_jr-ud-train_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,kpv_ikdp-ud-test_Case=Ine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
