,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,sl_ssj-ud-test_Case=Ins,2.7783247453876845,2.6649321774579495,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,2.744534847601948,2.7413368399473135,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,2.7674194341841805,2.697949439910849,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,4.58257569495584,0.0,0.0
4,xcl_caval-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
5,xcl_caval-ud-test_Case=Ins,4.58257569495584,0.0,0.0
6,hu_szeged-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
7,hu_szeged-ud-test_Case=Ins,4.58257569495584,0.0,0.0
8,hu_szeged-ud-train_Case=Ins,4.58257569495584,0.0,0.0
9,xav_xdt-ud-test_Case=Ins,4.58257569495584,0.0,0.0
10,tr_pud-ud-test_Case=Ins,4.58257569495584,0.0,0.0
11,fi_ood-ud-test_Case=Ins,4.58257569495584,0.0,0.0
12,pl_pdb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
13,pl_pdb-ud-train_Case=Ins,3332.0772299973287,3335.8910353906954,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
15,sah_yktdt-ud-test_Case=Ins,4.58257569495584,0.0,0.0
16,uk_iu-ud-dev_Case=Ins,2.611646619889372,4.424265218622617,4.424265218622617
17,uk_iu-ud-train_Case=Ins,2.7325795465419436,4.714933003721951,4.714933003721951
18,uk_iu-ud-test_Case=Ins,2.7775051447150987,4.78021517915417,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,4.58257569495584,0.0,0.0
20,sa_vedic-ud-train_Case=Ins,4.58257569495584,0.0,0.0
21,sa_vedic-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
22,hr_set-ud-dev_Case=Ins,2.520815442493354,4.193132313244931,4.193132313244931
23,hr_set-ud-train_Case=Ins,2.490471848831789,3.9671141971867048,3.9671141971867048
24,hr_set-ud-test_Case=Ins,2.4459601567554965,3.8596640789997627,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
26,orv_rnc-ud-train_Case=Ins,4.58257569495584,0.0,0.0
27,orv_rnc-ud-test_Case=Ins,4.58257569495584,0.0,0.0
28,tr_atis-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
29,tr_atis-ud-train_Case=Ins,4.58257569495584,0.0,0.0
30,tr_atis-ud-test_Case=Ins,4.58257569495584,0.0,0.0
31,hi_pud-ud-test_Case=Ins,3.7416573867739413,1.0,1.0
32,tr_kenet-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
33,tr_kenet-ud-test_Case=Ins,4.58257569495584,0.0,0.0
34,tr_kenet-ud-train_Case=Ins,1987.2070853335845,1990.392172412261,1990.392172412261
35,sk_snk-ud-dev_Case=Ins,2.949415747980923,5.280498900582525,5.280498900582525
36,sk_snk-ud-test_Case=Ins,3.1764705882352944,5.731899447851193,5.731899447851193
37,sk_snk-ud-train_Case=Ins,2.5157925775763847,3.685614975541244,3.685614975541244
38,lt_hse-ud-train_Case=Ins,4.58257569495584,0.0,0.0
39,lt_hse-ud-test_Case=Ins,4.58257569495584,0.0,0.0
