,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
0,hu_szeged-ud-dev_Case=Ter,0.2721655269759087,0.4427082239375346,0.3014240890862597
1,hu_szeged-ud-test_Case=Ter,0.2939723678960656,0.10649955403405117,0.28019779169211134
2,hu_szeged-ud-train_Case=Ter,0.1789458156489601,0.10141692030636527,0.15150989048105165
3,et_ewt-ud-train_Case=Ter,0.3140732005578349,0.4301602110648599,0.3212989646596422
4,et_ewt-ud-test_Case=Ter,0.2939723678960656,0.30473577758426496,0.2923272941645721
5,et_ewt-ud-dev_Case=Ter,0.25772030010540453,0.23782251010743208,0.25311333039706024
6,olo_kkpp-ud-test_Case=Ter,1.259531560972737,1.3555180233147737,1.2673944059553497
7,vep_vwt-ud-test_Case=Ter,0.2939723678960656,0.10649955403405117,0.28019779169211134
8,kpv_ikdp-ud-test_Case=Ter,1.259531560972737,1.3555180233147737,1.2673944059553497
9,kpv_lattice-ud-test_Case=Ter,2.258323536445407,2.4094575944522774,2.271470132338597
10,et_edt-ud-dev_Case=Ter,0.17915382957791162,0.12058243387397248,0.1694376223258485
11,et_edt-ud-train_Case=Ter,0.15204999554142878,0.18173672156260612,0.1466388454479996
12,et_edt-ud-test_Case=Ter,0.20622932310033185,0.23726502821159792,0.20346166921514883
13,ab_abnc-ud-test_Case=Ter,0.2939723678960656,0.10649955403405117,0.28019779169211134
14,gu_gujtb-ud-test_Case=Ter,0.2939723678960656,0.10649955403405117,0.28019779169211134
