,Treebank,et_ewt-ud-train_Case=Add,et_ewt-ud-test_Case=Add,et_ewt-ud-dev_Case=Add,et_edt-ud-dev_Case=Add,et_edt-ud-train_Case=Add,et_edt-ud-test_Case=Add
0,hu_szeged-ud-dev_Case=All,0.23324615799149467,0.23250076008384327,0.22670065073692164,0.1958351004751884,0.1781181441743937,0.17428486204363722
1,hu_szeged-ud-test_Case=All,0.16880688581057163,0.16685341666548612,0.16308703103747324,0.1435554362095219,0.13955328741233938,0.15432162439933267
2,hu_szeged-ud-train_Case=All,0.16974363723168978,0.16945377467579387,0.16571081191313858,0.15071047167023974,0.1413671318444733,0.15455855179741884
3,fi_ood-ud-test_Case=All,0.41097582989812387,0.4122653058498179,0.4014394537619145,0.3024850090861218,0.27322662756876037,0.23276665170687905
4,ess_sli-ud-test_Case=All,40.591519190727546,40.59638905467426,40.58482353336734,40.52165075107179,40.49986341824186,40.46806025320974
5,hit_hittb-ud-test_Case=All,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
6,et_ewt-ud-train_Case=All,0.3041190615541015,0.30965289861882556,0.2959275296186841,0.21192094713083084,0.1786539034667591,0.14251825166943824
7,et_ewt-ud-test_Case=All,0.38337477644825857,0.3891326874337842,0.38225261283891127,0.30196418559278254,0.2652528153770841,0.22838144430471166
8,et_ewt-ud-dev_Case=All,0.30385732888837436,0.3090942416235555,0.29550200227901197,0.21119793544255008,0.18251383438906918,0.15234850112528958
9,ml_ufal-ud-test_Case=All,3.6438291421612434,3.643114564563,3.629372628845424,3.531678215863977,3.513961420548907,3.4764237772509543
10,egy_ujaen-ud-test_Case=All,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
11,olo_kkpp-ud-test_Case=All,0.3081946304061817,0.3177959217942716,0.3239512207559062,0.28321837809007794,0.2531380606071822,0.2456152187030172
12,olo_kkpp-ud-train_Case=All,0.6254016156838006,0.6343663900557992,0.601027926057712,0.5963289052740157,0.5780349820535426,0.5614730703831862
13,vep_vwt-ud-test_Case=All,0.16762123334949283,0.17950723587211648,0.18592445034090563,0.16824558230075112,0.1493980239651389,0.16328937557885906
14,fi_tdt-ud-train_Case=All,0.6641725670877205,0.665759126308843,0.6551149858620213,0.5572496080293388,0.5265577646881628,0.48493111613541334
15,fi_tdt-ud-test_Case=All,0.6822629797058279,0.6825434436083396,0.6718257197120471,0.5772908238192093,0.5486172724946179,0.5089008105719985
16,fi_tdt-ud-dev_Case=All,0.3081997888206433,0.31024287472753026,0.29934209633771014,0.203804173423022,0.1754400516130443,0.14068504935454515
17,tpn_tudet-ud-test_Case=All,0.8796038531496241,0.8874144638686388,0.8639558745019444,0.8165287958035632,0.7923545829579065,0.7600753062874656
18,fi_pud-ud-test_Case=All,0.5664198577016673,0.568392619966726,0.5581954969752748,0.4624601994995607,0.4336100428037153,0.393077836899433
19,et_edt-ud-dev_Case=All,0.3673606231742892,0.37187149550099274,0.36526383885345315,0.27458963526253827,0.237304166678597,0.19681771313611446
20,et_edt-ud-train_Case=All,0.4115659872009034,0.41388334241615254,0.40564496600604233,0.307112424416355,0.2739008631316976,0.23203334110016627
21,et_edt-ud-test_Case=All,0.4851030034184786,0.48711193124190744,0.4769773681645536,0.37552592648359623,0.34566550139063085,0.30362282015621306
22,wbp_ufal-ud-test_Case=All,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
23,arr_tudet-ud-test_Case=All,0.6403644078486109,0.6450731330395126,0.636929362131845,0.5963289052740157,0.5823044212971521,0.5662662043340815
24,gn_oldtudet-ud-test_Case=All,0.6403644078486109,0.6450731330395126,0.636929362131845,0.5963289052740157,0.5823044212971522,0.5662662043340815
25,eu_bdt-ud-train_Case=All,0.46390956491954655,0.47059998590689234,0.46072212729133716,0.39205287543384004,0.3653798231661574,0.335165189426356
26,eu_bdt-ud-test_Case=All,0.5172084602635844,0.5255912330005557,0.5147631730952242,0.4542390061602925,0.4301023449434142,0.4031380269350127
27,eu_bdt-ud-dev_Case=All,0.5913756960023513,0.5981683600395291,0.586241566822215,0.5097256632755691,0.4839053105259836,0.45089347583234096
28,fi_ftb-ud-dev_Case=All,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
29,fi_ftb-ud-train_Case=All,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
30,fi_ftb-ud-test_Case=All,1.1031249959354035,1.0971739059265513,1.1131093143438395,1.1993603737502958,1.2279528687939976,1.2709256503688648
31,eme_tudet-ud-test_Case=All,0.29764901823497864,0.30738565252125216,0.27539849922621573,0.2844940825192846,0.2717913629774372,0.2692664421775991
32,aqz_tudet-ud-test_Case=All,1.582555831849971,1.5892211389923094,1.5711912599389806,1.498223420921335,1.4735101794433003,1.4364656360712929
33,gu_gujtb-ud-test_Case=All,0.11108241135314532,0.10958904109589036,0.12957670877434005,0.2233693746936237,0.24901480953538424,0.29244192421024817
