,Treebank,hu_szeged-ud-dev_Case=All,hu_szeged-ud-test_Case=All,hu_szeged-ud-train_Case=All,fi_ood-ud-test_Case=All,ess_sli-ud-test_Case=All,hit_hittb-ud-test_Case=All,et_ewt-ud-train_Case=All,et_ewt-ud-test_Case=All,et_ewt-ud-dev_Case=All,ml_ufal-ud-test_Case=All,egy_ujaen-ud-test_Case=All,olo_kkpp-ud-test_Case=All,olo_kkpp-ud-train_Case=All,vep_vwt-ud-test_Case=All,fi_tdt-ud-train_Case=All,fi_tdt-ud-test_Case=All,fi_tdt-ud-dev_Case=All,tpn_tudet-ud-test_Case=All,fi_pud-ud-test_Case=All,et_edt-ud-dev_Case=All,et_edt-ud-train_Case=All,et_edt-ud-test_Case=All,wbp_ufal-ud-test_Case=All,arr_tudet-ud-test_Case=All,gn_oldtudet-ud-test_Case=All,eu_bdt-ud-train_Case=All,eu_bdt-ud-test_Case=All,eu_bdt-ud-dev_Case=All,fi_ftb-ud-dev_Case=All,fi_ftb-ud-train_Case=All,fi_ftb-ud-test_Case=All,eme_tudet-ud-test_Case=All,aqz_tudet-ud-test_Case=All,gu_gujtb-ud-test_Case=All
0,hu_szeged-ud-dev_Case=Abs,0.20951535484874742,0.2146297906628365,0.18342001235071853,0.33201592543804814,40.46220560775979,0.31491832864888675,0.24565176698772784,0.3035863219349458,0.24810362329247043,3.5044245940720695,1.2824305436059895,0.31491832864888675,0.5713547768171151,0.22870257289834192,0.5572829797731729,0.5720667231553067,0.2533727628818029,0.7675106146614508,0.4655859382652305,0.29933359423399963,0.3346026210537651,0.39942945843434013,0.31491832864888675,0.5713547768171151,0.48532173872869594,0.3662755424280586,0.41659779045053097,0.47769447041156543,1.2824305436059895,1.2824305436059895,1.2824305436059895,0.28995597244333604,1.4273910321482615,0.31491832864888675
1,hu_szeged-ud-test_Case=Abs,0.26612129775759474,0.2065013238787487,0.20493278567048015,0.45245278468618616,40.61086804723947,0.1087856586440842,0.3486827191009673,0.42362498441003926,0.34999297029930476,3.6810726504632,1.0796668344321692,0.34443665331537765,0.6594780076723941,0.20805602846257223,0.7017364048609896,0.7139653452597154,0.3468679908538158,0.9099855140418135,0.6008487857241334,0.41037180432132137,0.45293602285528384,0.5256223404267094,0.1087856586440842,0.6594780076723941,0.6594780076723941,0.49654823144869653,0.5458130433870729,0.6240601104602452,1.0796668344321692,1.0796668344321692,1.0796668344321692,0.33453575365202765,1.6123518766192284,0.1087856586440842
2,hu_szeged-ud-train_Case=Abs,0.19421108053553734,0.15642462467567858,0.13785344182162104,0.4111049775631025,40.58168036275838,0.16317848796612638,0.3145833470460528,0.3740466168368637,0.31138300408309777,3.6516187542824374,1.1213369028548654,0.33533637824781354,0.6412820000205025,0.2066291242862131,0.6570225706276799,0.6639379606774992,0.31268733650960767,0.8824760456078472,0.5660142288621322,0.3712345000666074,0.41315507321873124,0.4896263386724565,0.16317848796612638,0.6412820000205025,0.6412820000205025,0.46355515981404743,0.5189876052307024,0.5911825996499581,1.1213369028548654,1.1213369028548654,1.1213369028548654,0.32261840538114656,1.5794978169619964,0.16317848796612638
3,ess_sli-ud-test_Case=Abs,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
4,hit_hittb-ud-test_Case=Abs,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
5,mr_ufal-ud-dev_Case=Abs,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
6,mr_ufal-ud-test_Case=Abs,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
7,mr_ufal-ud-train_Case=Abs,86.03152493305504,86.0916840422145,86.07562151542949,85.84146879392866,66.66333324999583,86.27861844049197,85.91724277405552,85.84848843212265,85.91762808702029,83.7137981458254,87.14929718592113,85.99452221647418,85.84579197607766,86.08171828107419,85.62012469399282,85.61316840898766,85.92038589068122,85.55667387436498,85.72069373629643,85.86951599745454,85.83692230440522,85.78154701958763,86.27861844049197,85.641695452624,85.84579197607766,85.75335731039566,85.72782222903037,85.63123770583486,87.14929718592113,87.14929718592113,87.14929718592113,86.0234135666616,84.83018621827469,86.27861844049197
8,wbp_ufal-ud-test_Case=Abs,1.29172958692549,1.2216165268919335,1.2334468765583195,1.4885496183206106,41.43669871020132,1.0,1.3930450983353315,1.4619432297123496,1.3878741802897074,4.58257569495584,0.0,1.3016200966614866,1.5811388300841898,1.2092238098144703,1.734535185874498,1.7503098632872058,1.3901779182917564,1.9002923751652299,1.6361461644880222,1.4444051062310876,1.487667600355589,1.5561603904098478,1.0,1.5811388300841898,1.5811388300841898,1.5255948231765961,1.5624731402650052,1.6540550354272934,0.0,0.0,0.0,1.3166487815058465,2.634059909139933,1.0
9,nhi_itml-ud-test_Case=Abs,20.557720725355445,20.613920174568126,20.607070284570074,20.362585134502215,30.490840559497396,20.811914915959456,20.454238100740845,20.40382057193444,20.460013661328485,17.642191291907217,21.703103265616754,20.572407655379283,20.36806384248041,20.63487399262128,20.146254046476354,20.1343520097079,20.452853329776904,20.076858492144137,20.235623153448284,20.41168636512482,20.366590529992973,20.30229748182319,20.811914915959456,20.376244944167002,20.238089013382172,20.353920397060904,20.335229755958743,20.24103575307316,21.703103265616754,21.703103265616754,21.703103265616754,20.548843943103204,19.208408652539724,20.811914915959456
