,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,xcl_caval-ud-train_Case=Abl,14.26024487522205,19.904671276486944,18.061043331396647,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,14.519470897871498,20.16389042359144,18.382591936855047,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,14.351580310326623,19.99705946678873,18.17301449111713,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,14.747528041449296,20.391736479924084,18.656712375621453,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,14.766222344054338,20.410457536750716,18.68508044951797,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,14.673854144867756,20.318607358494383,18.573870413339254,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,14.494276580796592,20.13986115934465,18.357840855659866,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,14.244345688133414,19.885441806702485,18.0397005476186,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,14.589624493356327,20.227280023346122,18.477785890862883,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,12.53134741757538,18.099504002849176,15.78706398959124,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,11.969001382021817,17.443405020185278,14.966683315533057,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,11.292748593628483,16.43754353501656,13.433747233675792,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,13.534776849327566,19.168483085566603,17.178535224895676,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,15.537882135284718,17.800653955683764,14.406622825978335,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517
14,tr_atis-ud-train_Case=Abl,14.555505881943434,17.337189394324405,13.962630811261809,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857
15,tr_atis-ud-test_Case=Abl,19.081786691327764,20.189467138419808,16.951831267840454,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046
16,hi_pud-ud-test_Case=Abl,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
17,la_perseus-ud-test_Case=Abl,14.106778593747519,19.750557856079574,17.898443297349964,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675
18,la_perseus-ud-train_Case=Abl,13.959884879586728,19.603111316708382,17.695972540306403,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236
19,tr_kenet-ud-dev_Case=Abl,14.45374862168869,20.09884277260547,18.306873530172673,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072
20,tr_kenet-ud-test_Case=Abl,14.235946075509696,19.880406980679535,18.044945425289104,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738
21,tr_kenet-ud-train_Case=Abl,14.438565102121304,20.08373166340321,18.28335564955102,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177
22,ess_sli-ud-test_Case=Abl,109.54451150103323,107.36852425175638,106.268527796333,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479
23,ky_tuecl-ud-test_Case=Abl,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
24,hit_hittb-ud-test_Case=Abl,14.84316430641455,20.48668206449825,18.776322745894312,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692
25,sa_ufal-ud-test_Case=Abl,13.899052970234617,19.53855424643329,17.57955677275541,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979
26,et_ewt-ud-train_Case=Abl,14.6962832287875,20.340508752150136,18.592192706338583,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355
27,et_ewt-ud-test_Case=Abl,14.67518131900121,20.31992638480818,18.57767955140773,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206
28,et_ewt-ud-dev_Case=Abl,14.75330471453769,20.39754887235229,18.672439583514524,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573
29,gub_tudet-ud-test_Case=Abl,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
30,ml_ufal-ud-test_Case=Abl,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
31,egy_ujaen-ud-test_Case=Abl,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
32,sq_tsa-ud-test_Case=Abl,13.98411797560202,19.61858529274955,17.726314400411106,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203
33,mr_ufal-ud-train_Case=Abl,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
34,si_stb-ud-test_Case=Abl,14.422205101855958,20.06655592438988,18.28478420253664,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774
35,olo_kkpp-ud-test_Case=Abl,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
36,olo_kkpp-ud-train_Case=Abl,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
37,hy_bsut-ud-train_Case=Abl,14.460845732627533,20.105019372875596,18.301816435391512,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158
38,hy_bsut-ud-test_Case=Abl,14.510513448234907,20.154003734017405,18.35386277822523,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198
39,hy_bsut-ud-dev_Case=Abl,14.507661739058715,20.152402039421442,18.34927188056008,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876
40,mdf_jr-ud-test_Case=Abl,12.474826723251427,18.02792048905706,15.772607518384335,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163
41,mdf_jr-ud-train_Case=Abl,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
42,vep_vwt-ud-test_Case=Abl,14.543039572248986,20.18662923818635,18.425525772688278,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
43,la_llct-ud-dev_Case=Abl,12.885761356053537,18.489352285631828,16.241781649890985,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191
44,la_llct-ud-test_Case=Abl,12.815855075743228,18.416295902860636,16.14922595840523,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964
45,la_llct-ud-train_Case=Abl,13.017494240972828,18.629517956468067,16.440507087294467,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476
46,fi_tdt-ud-train_Case=Abl,14.284384501646588,19.928652540457808,18.096807494865306,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462
47,fi_tdt-ud-test_Case=Abl,14.425335292703139,20.07016715880355,18.276343303199766,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203
48,fi_tdt-ud-dev_Case=Abl,14.068670868280343,19.709832571587206,17.843135935143238,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485
49,myv_jr-ud-test_Case=Abl,14.427036297915489,20.073014053582078,18.267797077076267,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404
50,myv_jr-ud-train_Case=Abl,14.196597920098004,19.840513012709504,18.00939377935312,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883
51,tr_framenet-ud-test_Case=Abl,14.730819441569379,20.375251840749467,18.64333565907779,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241
