,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,xcl_caval-ud-train_Case=Abl,0.7585879784830531,0.9130052089188944,0.8705594025480149,1.9351894565771866,1.9351894565771866,1.9351894565771866,1.9351894565771866,85.45714254146506,1.9351894565771866,19.968726593043804,5.794429570849802,38.950909356307925,38.86097054796611,30.251900123605527,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,0.37473237473785986,0.5061695145114009,0.4681048201258513,1.5405111778306224,1.5405111778306224,1.5405111778306224,1.5405111778306224,85.79844505985538,1.5405111778306224,20.318171635390456,6.152459772507952,39.303933905933604,39.214344166924356,30.604933532135043,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,0.6222180305955205,0.771411912447612,0.7282282007500082,1.7956245877591162,1.7956245877591162,1.7956245877591162,1.7956245877591162,85.57588921342688,1.7956245877591162,20.090492189020832,5.921664234149446,39.07403723492725,38.9842656314602,30.37498225402704,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,0.2417723242004992,0.2295641612752562,0.20457658201580697,1.2204848763230673,1.2204848763230673,1.2204848763230673,1.2204848763230673,86.09726815255716,1.2204848763230673,20.626650700872464,6.473258483702424,39.60895275966295,39.51994186235817,30.91034394489053,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,0.1818181818181818,0.15869658346727583,0.16121876759997908,1.1853095282186634,1.1853095282186634,1.1853095282186634,1.1853095282186634,86.1106341999294,1.1853095282186634,20.651029116512913,6.500509066938173,39.6334075307125,39.54425272280747,30.934713569333063,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,0.20054086271689125,0.3094099970653774,0.28499722172023284,1.3230899037571242,1.3230899037571242,1.3230899037571242,1.3230899037571242,86.00962346620398,1.3230899037571242,20.538005009879615,6.382089450927274,39.51536435913384,39.42645520787479,30.81685186345097,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,0.3634789872952313,0.5266724253144752,0.4874281201113784,1.5705228683121009,1.5705228683121009,1.5705228683121009,1.5705228683121009,85.7819075709083,1.5705228683121009,20.28393408660721,6.125039334733834,39.24989188692544,39.16043989486349,30.550855461194967,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,0.7497032499377334,0.9120144948248932,0.8616791398130419,1.9451830310337004,1.9451830310337004,1.9451830310337004,1.9451830310337004,85.43911610353676,1.9451830310337004,19.988671553501234,5.78627939823639,38.91941246752984,38.82961992072563,30.220101862014296,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,0.3149183286488868,0.48126348220787235,0.4619961101006133,1.4638501094227998,1.4638501094227998,1.4638501094227998,1.4638501094227998,85.90692637965812,1.4638501094227998,20.354616322685597,6.205914814498122,39.318256652170405,39.228028038562265,30.618805148690235,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,3.63474042098053,3.8120861123469765,3.763769539289745,4.835176356148253,4.835176356148253,4.835176356148253,4.835176356148253,83.06101991160301,4.835176356148253,17.680919518326903,3.6050615496171354,36.37233627135284,36.28676161187919,27.68304329625009,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,4.97316714104634,5.149201121470118,5.105729465294951,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,82.04142524128468,6.156303355579317,16.773737408146285,3.2408575558027617,35.31191707771844,35.226971626985666,26.63709502764804,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,7.684552140352498,7.858273177542055,7.809675182493919,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,80.0428604194792,8.84095777816305,15.16959191021892,4.067829718654149,33.247938879601584,33.166825288164716,24.6291435455097,8.84095777816305
