,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
0,hu_szeged-ud-dev_Case=Abs,3.530270516172291,9.217527321215565,1.2824305436059895,1.2824305436059895,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,3.6810726504632,9.3917060224346,1.0796668344321692,1.0796668344321692,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,3.6516187542824374,9.357621960594287,1.1213369028548654,1.1213369028548654,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
4,hit_hittb-ud-test_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
5,mr_ufal-ud-dev_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
6,mr_ufal-ud-test_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
7,mr_ufal-ud-train_Case=Abs,83.7137981458254,78.88916275382823,87.14929718592113,87.14929718592113,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
9,nhi_itml-ud-test_Case=Abs,18.343095044252184,14.21549319980071,21.703103265616754,21.703103265616754,21.703103265616754
10,azz_itml-ud-test_Case=Abs,4.620176592515891,5.194166447021607,7.607222967012422,7.607222967012422,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,37.08695878052361,32.24864893764676,40.741182744764195,40.741182744764195,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,36.99997715381625,32.167034205887006,40.65127036035156,40.65127036035156,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,28.41276371240464,23.69631989486018,32.04328476137671,32.04328476137671,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,4.58257569495584,10.36822067666386,0.0,0.0,0.0
