,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,sl_ssj-ud-test_Case=Dat,2.0059977122888504,1.8098335959555587
1,sl_ssj-ud-dev_Case=Dat,2.4668637308669212,2.266636029204709
2,sl_ssj-ud-train_Case=Dat,1.8806598508260666,1.679708468491238
3,xcl_caval-ud-train_Case=Dat,0.3597903367514935,0.3176957159000332
4,xcl_caval-ud-dev_Case=Dat,0.3808055474180219,0.37556825250190484
5,xcl_caval-ud-test_Case=Dat,0.3692758136700345,0.3459103286901959
6,hu_szeged-ud-dev_Case=Dat,2.1582725938975273,2.0298285842978596
7,hu_szeged-ud-test_Case=Dat,5.1094594590542375,4.971161733397118
8,hu_szeged-ud-train_Case=Dat,1.9931501178511994,1.8622046403252732
9,xav_xdt-ud-test_Case=Dat,0.3836954811073779,0.3391164991562634
10,tr_pud-ud-test_Case=Dat,5.129533682907724,4.9490030015381805
11,es_gsd-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
12,es_gsd-ud-dev_Case=Dat,1.3743685418725535,1.5132745950421556
13,es_gsd-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
14,de_hdt-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
15,de_hdt-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
16,de_hdt-ud-dev_Case=Dat,1.3743685418725535,1.5132745950421556
17,sga_dipsgg-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
18,pt_porttinari-ud-train_Case=Dat,1.0220255729721244,0.8427893257312736
19,pt_porttinari-ud-test_Case=Dat,0.9712418121129115,0.7786697185663797
20,pt_porttinari-ud-dev_Case=Dat,0.816496580927726,0.6757711644237764
21,pl_pdb-ud-test_Case=Dat,0.4290246750626873,0.2642176452911043
22,pl_pdb-ud-train_Case=Dat,0.48384272620824503,0.3013009012562297
23,pl_pdb-ud-dev_Case=Dat,0.4815754440108643,0.29865364285070556
24,sah_yktdt-ud-test_Case=Dat,29.045462449217244,28.91522090526026
25,uk_iu-ud-dev_Case=Dat,7.291395233043155,7.086528691036881
26,uk_iu-ud-train_Case=Dat,2.9991031797924084,2.7831468579197427
27,uk_iu-ud-test_Case=Dat,4.6321034100974625,4.41952945319919
28,sa_vedic-ud-test_Case=Dat,2.0875145279366647,1.8986394902911996
29,sa_vedic-ud-train_Case=Dat,2.023977286109584,1.8421480574993974
30,sa_vedic-ud-dev_Case=Dat,1.4876970895936739,1.2993544533593797
31,es_ancora-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
32,es_ancora-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
33,es_ancora-ud-dev_Case=Dat,1.3743685418725535,1.5132745950421556
34,hr_set-ud-dev_Case=Dat,4.340479361245726,4.141292812489279
35,hr_set-ud-train_Case=Dat,3.540602899650249,3.3412518808235623
36,hr_set-ud-test_Case=Dat,4.570485140815501,4.3736999786994595
37,orv_rnc-ud-dev_Case=Dat,2.839586607007171,2.64440811586486
38,orv_rnc-ud-train_Case=Dat,3.2996291664340327,3.105907357935115
39,orv_rnc-ud-test_Case=Dat,2.8696521921138287,2.6733277916262876
40,la_circse-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
41,is_pud-ud-test_Case=Dat,82.28385557865461,82.11378690573221
42,grc_perseus-ud-dev_Case=Dat,11.532017721031533,11.33999147153094
43,grc_perseus-ud-train_Case=Dat,9.073147102321299,8.897661318637862
44,grc_perseus-ud-test_Case=Dat,14.784939267372176,14.595612487571682
45,tr_atis-ud-dev_Case=Dat,1.3743685418725535,1.5132745950421556
46,tr_atis-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
47,tr_atis-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
48,pt_pud-ud-test_Case=Dat,0.4416008807378906,0.33227723856037156
49,hi_pud-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
50,la_perseus-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
51,la_perseus-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
52,tr_kenet-ud-dev_Case=Dat,8.687066131781116,8.546978675161474
53,tr_kenet-ud-test_Case=Dat,1111.0746549574826,1110.9210998086228
54,tr_kenet-ud-train_Case=Dat,23.463567332239656,23.32003878697289
55,sk_snk-ud-dev_Case=Dat,1.3743685418725535,1.5132745950421556
56,sk_snk-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
57,sk_snk-ud-train_Case=Dat,1.3743685418725535,1.5132745950421556
58,lt_hse-ud-train_Case=Dat,4.7921195438158914,4.611907143471126
59,lt_hse-ud-test_Case=Dat,2.8577380332470415,2.6689573494781316
60,lt_hse-ud-dev_Case=Dat,2.232515841853532,2.029426379194729
61,hit_hittb-ud-test_Case=Dat,3.8433845680951064,3.6780798801736583
62,sa_ufal-ud-test_Case=Dat,2.357022603955158,2.178429607665934
63,be_hse-ud-train_Case=Dat,0.5460722708636048,0.3263193963744674
64,be_hse-ud-dev_Case=Dat,0.45852268815790953,0.2822897447659054
65,be_hse-ud-test_Case=Dat,1.4959539389109247,1.3042462436102555
66,gub_tudet-ud-test_Case=Dat,28.9175071923951,28.79044980544764
67,cs_pud-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
68,orv_ruthenian-ud-test_Case=Dat,1.3941814112551076,1.1820810846345504
69,orv_ruthenian-ud-train_Case=Dat,2.427133262605692,2.216525861281726
70,orv_ruthenian-ud-dev_Case=Dat,2.3824361093746846,2.163954151223485
71,ml_ufal-ud-test_Case=Dat,8.226664241060735,8.077191368796662
72,apu_ufpa-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
73,egy_ujaen-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
74,de_pud-ud-test_Case=Dat,1.3743685418725535,1.5132745950421556
75,gl_treegal-ud-train_Case=Dat,0.8122518614443139,0.6678692856510541
76,gl_treegal-ud-test_Case=Dat,1.5573121295423358,1.4317337712352467
77,ro_nonstandard-ud-test_Case=Dat,1.5083015003308917,1.3195564117016656
78,ro_nonstandard-ud-dev_Case=Dat,1.1086182438458574,0.9235922881236289
