,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,egy_ujaen-ud-test_Case=Lat,0.5863019699779287,0.2041241452319316,0.14966629547095772,2.5089613467008616,3.20894794890405,3.2007652146297256,4.485218779502289,1.0,1.0101525445522108,3.0669610365963242,2.8284271247461903,3.3571291193566175,4.6632137126854385,3.7548901448644276,4.856621959706575,11.253443917308159,1.0,1.0,0.4497460373445051,8.453079051715147,3.780834662320167,3.4357739953751767,2.7347240805253215,0.41573970964154894,1.0,1.0,1.0,1.5556349186104044,1.0
1,mdf_jr-ud-test_Case=Lat,33.385532046082474,33.67306044897018,33.71294113541564,31.864503937409257,31.51945301504052,31.488011972164642,30.80267338235433,34.677081768799404,33.08353681460411,31.556001806312537,32.179185819408175,31.22450384310944,30.181747295716416,30.92893790610987,30.268427213028648,25.937231926325527,34.677081768799404,34.677081768799404,33.45639219155065,27.641372153810575,31.04108980365134,31.266897620209583,31.8023546100189,33.52785832633241,34.677081768799404,34.677081768799404,34.677081768799404,32.715745444663185,34.677081768799404
2,myv_jr-ud-test_Case=Lat,8.431098352023158,8.709597790019458,8.748832460476518,7.046536647018867,6.853428623158678,6.814148466882947,6.530003662370988,9.717071966559976,8.14959641581085,6.905894146809821,7.493247649089045,6.554686609552813,5.849444484943365,6.353292372222621,6.106492954089696,7.1010649882212835,9.717071966559976,9.717071966559976,8.496241931942986,5.717885524915049,6.497208555084597,6.635278319017107,7.041984866659716,8.571645990605685,9.717071966559976,9.717071966559976,9.717071966559976,7.81115963708546,9.717071966559976
3,myv_jr-ud-train_Case=Lat,10.475115632806215,10.757036904984876,10.796690034565191,9.03756699348785,8.801996986647017,8.764189275778051,8.351055106050824,11.769480071652476,10.18253045481069,8.848194591025965,9.45192271314184,8.49821887278763,7.672979531811218,8.265912877745526,7.819238829180791,7.209635425956476,11.769480071652476,11.769480071652476,10.542468945707144,6.711283209197,8.405753637531618,8.571789699559531,9.021381396251376,10.617146683243131,11.769480071652476,11.769480071652476,11.769480071652476,9.841689030608851,11.769480071652476
4,sjo_xdt-ud-test_Case=Lat,0.4759858191164943,0.2224391302506523,0.21843191158802777,2.3449563383769374,3.055553867758759,3.04476068058572,4.336437189675414,1.202211503854459,0.8770929778744867,2.9141358067186918,2.7056076027391702,3.1914296198767618,4.492890710652755,3.5888037700604367,4.696255596986966,11.08536478876541,1.202211503854459,1.202211503854459,0.34001066736359675,8.28414936380424,3.621780773469645,3.2761364587467776,2.579106246900539,0.3437324630767939,1.202211503854459,1.202211503854459,1.202211503854459,1.4152075819469028,1.202211503854459
5,eu_bdt-ud-train_Case=Lat,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
6,eu_bdt-ud-test_Case=Lat,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
7,eu_bdt-ud-dev_Case=Lat,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
8,fi_ftb-ud-dev_Case=Lat,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
9,fi_ftb-ud-train_Case=Lat,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
