,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Ela,0.14562339231251556,0.10112587531821468,0.10112587531821468,1.0827689526491961,1.0827689526491961,1.0827689526491961,0.10112587531821468,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.4961466074175698,3.4791983325549967,1.0827689526491961,1.0827689526491961,7.300043277136395,1.0827689526491961,1.0827689526491961,1.0827689526491961,4.186136638497648
1,hu_szeged-ud-test_Case=Ela,0.09489521611133159,0.16659862556700852,0.16659862556700852,1.146066921150376,1.146066921150376,1.146066921150376,0.16659862556700852,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.146066921150376,1.4262202874696541,3.4370727934908656,1.146066921150376,1.146066921150376,7.237987937801162,1.146066921150376,1.146066921150376,1.146066921150376,4.143743747494282
2,hu_szeged-ud-train_Case=Ela,0.18410731285177853,0.27216552697590873,0.27216552697590873,1.2450962012087863,1.2450962012087863,1.2450962012087863,0.27216552697590873,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.3608276348795434,3.373958785106582,1.2450962012087863,1.2450962012087863,7.157293612242818,1.2450962012087863,1.2450962012087863,1.2450962012087863,4.079890028604036
3,fi_ood-ud-test_Case=Ela,0.9970784755436677,1.1201926861291118,1.1201926861291118,2.068522117325686,2.068522117325686,2.068522117325686,1.1201926861291118,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,2.068522117325686,0.9428132672934941,2.9487203011706953,2.068522117325686,2.068522117325686,6.442830990722575,2.068522117325686,2.068522117325686,2.068522117325686,3.630836730924706
4,et_ewt-ud-train_Case=Ela,0.6442713323285969,0.763760760418742,0.763760760418742,1.731320857985841,1.731320857985841,1.731320857985841,0.763760760418742,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.731320857985841,1.0394828825027596,3.089980091165941,1.731320857985841,1.731320857985841,6.721648065867302,1.731320857985841,1.731320857985841,1.731320857985841,3.7869389032213303
5,et_ewt-ud-test_Case=Ela,0.6374357350275639,0.7754788325534144,0.7754788325534144,1.7364217584408124,1.7364217584408124,1.7364217584408124,0.7754788325534144,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.0141846404242703,3.0930380956460457,1.7364217584408124,1.7364217584408124,6.716717833452672,1.7364217584408124,1.7364217584408124,1.7364217584408124,3.7894574953934472
6,et_ewt-ud-dev_Case=Ela,0.6809968048143973,0.8063799251291472,0.8063799251291472,1.7642602345031582,1.7642602345031582,1.7642602345031582,0.8063799251291472,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.025515614414311,3.081287816020546,1.7642602345031582,1.7642602345031582,6.69966145692562,1.7642602345031582,1.7642602345031582,1.7642602345031582,3.7766588156011314
7,egy_ujaen-ud-test_Case=Ela,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
8,olo_kkpp-ud-test_Case=Ela,0.32307777964552165,0.45175395145262554,0.45175395145262554,1.4021363680319483,1.4021363680319483,1.4021363680319483,0.45175395145262554,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.2399253872658607,3.2862318432957762,1.4021363680319483,1.4021363680319483,7.027702714413641,1.4021363680319483,1.4021363680319483,1.4021363680319483,3.989782869648269
9,olo_kkpp-ud-train_Case=Ela,0.1767766952966369,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5634719199411433,3.5355339059327378,1.0,1.0,7.3739406018763125,1.0,1.0,1.0,4.242640687119285
10,mdf_jr-ud-test_Case=Ela,19.70062393258988,19.8158185969358,19.8158185969358,20.728402414722332,20.728402414722332,20.728402414722332,19.8158185969358,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,20.728402414722332,18.547236990991408,17.46902019767184,20.728402414722332,20.728402414722332,14.249268987097784,20.728402414722332,20.728402414722332,20.728402414722332,17.048949136725895
11,mdf_jr-ud-train_Case=Ela,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
12,vep_vwt-ud-test_Case=Ela,0.46770717334674267,0.6123724356957945,0.6123724356957945,1.541103500742244,1.541103500742244,1.541103500742244,0.6123724356957945,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.541103500742244,1.1486707293408518,3.2210246816812815,1.541103500742244,1.541103500742244,6.928203230275509,1.541103500742244,1.541103500742244,1.541103500742244,3.9210967853395307
13,fi_tdt-ud-train_Case=Ela,1.2574221778268475,1.3773675690615153,1.3773675690615153,2.3139522010695543,2.3139522010695543,2.3139522010695543,1.3773675690615153,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,2.3139522010695543,0.97675291963425,2.872987643372646,2.3139522010695543,2.3139522010695543,6.250678351784903,2.3139522010695543,2.3139522010695543,2.3139522010695543,3.539130022294435
14,fi_tdt-ud-test_Case=Ela,1.0838559186274483,1.202592211576206,1.202592211576206,2.1435170928508476,2.1435170928508476,2.1435170928508476,1.202592211576206,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,2.1435170928508476,0.9669246636225223,2.928333020225628,2.1435170928508476,2.1435170928508476,6.385479858815917,2.1435170928508476,2.1435170928508476,2.1435170928508476,3.6056782340280655
15,fi_tdt-ud-dev_Case=Ela,1.2191529204706637,1.3433656817130493,1.3433656817130493,2.2829522933712147,2.2829522933712147,2.2829522933712147,1.3433656817130493,2.2829522933712147,2.2829522933712147,2.2829522933712147,2.2829522933712147,2.2829522933712147,2.2829522933712147,0.950618798945158,2.878633670214578,2.2829522933712147,2.2829522933712147,6.273804812864159,2.2829522933712147,2.2829522933712147,2.2829522933712147,3.5472400394941968
16,myv_jr-ud-test_Case=Ela,0.763140995597708,0.8812629433036954,0.8812629433036954,1.8503197558178164,1.8503197558178164,1.8503197558178164,0.8812629433036954,1.8503197558178164,1.8503197558178164,1.8503197558178164,1.8503197558178164,1.8503197558178164,1.8503197558178164,0.9421971589595265,2.9773914202465788,1.8503197558178164,1.8503197558178164,6.632854711972987,1.8503197558178164,1.8503197558178164,1.8503197558178164,3.67185330973086
17,myv_jr-ud-train_Case=Ela,1.3244270998651242,1.4322808982279183,1.4322808982279183,2.383275057562597,2.383275057562597,2.383275057562597,1.4322808982279183,2.383275057562597,2.383275057562597,2.383275057562597,2.383275057562597,2.383275057562597,2.383275057562597,0.7811265775524029,2.559575857721074,2.383275057562597,2.383275057562597,6.217314532818811,2.383275057562597,2.383275057562597,2.383275057562597,3.2328669275781476
18,kpv_ikdp-ud-test_Case=Ela,3.025929609227551,3.1622776601683795,3.1622776601683795,4.123105625617661,4.123105625617661,4.123105625617661,3.1622776601683795,4.123105625617661,4.123105625617661,4.123105625617661,4.123105625617661,4.123105625617661,4.123105625617661,2.0275875100994063,2.7386127875258306,4.123105625617661,4.123105625617661,4.851975542669879,4.123105625617661,4.123105625617661,4.123105625617661,3.1622776601683795
19,kpv_lattice-ud-test_Case=Ela,2.2846681879431134,2.3991720022888807,2.3991720022888807,3.336825538583822,3.336825538583822,3.336825538583822,2.3991720022888807,3.336825538583822,3.336825538583822,3.336825538583822,3.336825538583822,3.336825538583822,3.336825538583822,1.5015075074954953,2.6786088209153935,3.336825538583822,3.336825538583822,5.496554136697638,3.336825538583822,3.336825538583822,3.336825538583822,3.2339958254873395
20,kpv_lattice-ud-train_Case=Ela,1.334634781503914,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,1.3333333333333335,3.082207001484488,2.23606797749979,2.23606797749979,6.547900426854397,2.23606797749979,2.23606797749979,2.23606797749979,3.7416573867739413
