,Treebank,hu_szeged-ud-dev_Case=Abs,hu_szeged-ud-test_Case=Abs,hu_szeged-ud-train_Case=Abs,ess_sli-ud-test_Case=Abs,hit_hittb-ud-test_Case=Abs,mr_ufal-ud-dev_Case=Abs,mr_ufal-ud-test_Case=Abs,mr_ufal-ud-train_Case=Abs,wbp_ufal-ud-test_Case=Abs,nhi_itml-ud-test_Case=Abs,azz_itml-ud-test_Case=Abs,eu_bdt-ud-train_Case=Abs,eu_bdt-ud-test_Case=Abs,eu_bdt-ud-dev_Case=Abs,gu_gujtb-ud-test_Case=Abs
0,hu_szeged-ud-dev_Case=Ill,0.18680042433239324,0.24467753234028214,0.21607398332142125,1.278845324000557,1.278845324000557,1.278845324000557,1.278845324000557,86.04138709857929,1.278845324000557,20.56983347474294,6.414400694672029,39.549401414708505,39.46039701060824,30.850750533553143,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,0.22900202938832415,0.34879194309308464,0.33038376717861323,1.3689738821885769,1.3689738821885769,1.3689738821885769,1.3689738821885769,85.97056825227541,1.3689738821885769,20.498951792121897,6.343822536120219,39.474499029718466,39.38557721730712,30.776047859823358,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,0.17703803279122327,0.13918443243150655,0.13468320093435407,1.1689791895833785,1.1689791895833785,1.1689791895833785,1.1689791895833785,86.13058471563275,1.1689791895833785,20.663922308825715,6.513466243438218,39.6484772083319,39.55935231150956,30.94980293096568,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,0.6840837994194127,0.840072806086846,0.7980118490615309,1.8756033695853715,1.8756033695853715,1.8756033695853715,1.8756033695853715,85.51036129031382,1.8756033695853715,20.050644805985726,5.865845916614272,38.98649127297862,38.89685966615324,30.28755928047425,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,4.931217541147274,5.112825942211224,5.0756890784989945,6.117168714889247,6.117168714889247,6.117168714889247,6.117168714889247,81.75422366104246,6.117168714889247,16.715853346043083,3.3015415137240107,35.29586651867377,35.212097508428734,26.61986048344438,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
6,et_ewt-ud-train_Case=Ill,5.445983093894948,5.615691800188888,5.571009916293974,6.5912452584836325,6.5912452584836325,6.5912452584836325,6.5912452584836325,81.9076876295415,6.5912452584836325,16.632093400488337,3.3185279201130613,35.024372593083775,34.93072645159875,26.358453202318213,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,4.212635852580458,4.388630819899617,4.340625210604448,5.397629109155241,5.397629109155241,5.397629109155241,5.397629109155241,82.68478941135425,5.397629109155241,17.27217358200506,3.256766338582948,35.88571446730764,35.79366334641581,27.19962392712329,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,10.576129000838796,10.750050753583299,10.707322735978458,11.756269669551216,11.756269669551216,11.756269669551216,11.756269669551216,77.72950883165207,11.756269669551216,13.312947378444585,5.4933662093843365,30.511141578024265,30.413481528720244,21.946715092339037,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
10,si_stb-ud-test_Case=Ill,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
11,lt_alksnis-ud-test_Case=Ill,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
12,lt_alksnis-ud-dev_Case=Ill,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
13,lt_alksnis-ud-train_Case=Ill,0.31491832864888675,0.1087856586440842,0.16317848796612638,1.0,1.0,1.0,1.0,86.27861844049197,1.0,20.811914915959456,6.669999167083074,39.805698165950666,39.7164186927589,31.107078923747277,1.0
14,olo_kkpp-ud-test_Case=Ill,0.6608484107836738,0.8158924398306319,0.7749785261388417,1.842143079204315,1.842143079204315,1.842143079204315,1.842143079204315,85.53457033207971,1.842143079204315,20.09176115334265,5.909478864731618,39.01864266579023,38.92842446869047,30.31927713537323,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
16,mdf_jr-ud-test_Case=Ill,7.5749867032041065,7.745023693432727,7.711766254068937,8.705242673240075,8.705242673240075,8.705242673240075,8.705242673240075,79.74980407499444,8.705242673240075,15.423659575190253,4.438859337963101,33.63046882101265,33.5508372512825,25.025749357559157,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,1.2824305436059895,1.0796668344321692,1.1213369028548654,0.0,0.0,0.0,0.0,87.14929718592113,0.0,21.703103265616754,7.607222967012422,40.741182744764195,40.65127036035156,32.04328476137671,0.0
18,vep_vwt-ud-test_Case=Ill,0.4968911615698966,0.6281135464380108,0.5831712933576633,1.635542723379613,1.635542723379613,1.635542723379613,1.635542723379613,85.74832359877364,1.635542723379613,20.262985472208026,6.085351915584499,39.22276814281901,39.13304597657717,30.524219365348138,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,0.760737266656667,0.9198101545540788,0.8800867308305393,1.960920608682236,1.960920608682236,1.960920608682236,1.960920608682236,85.42525670753508,1.960920608682236,19.95881507844017,5.778153948325728,38.90465459031026,38.81516647867742,30.205727871299942,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,0.7651985606215603,0.9260998071149288,0.8825486623091114,1.9640267731056948,1.9640267731056948,1.9640267731056948,1.9640267731056948,85.42373656037668,1.9640267731056948,19.95565867999551,5.772158018575048,38.898803678313456,38.80927670061711,30.19977966437979,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,0.7073592730015539,0.8636294348402035,0.8205319381566706,1.9045597042899167,1.9045597042899167,1.9045597042899167,1.9045597042899167,85.47493975874615,1.9045597042899167,20.01149705164106,5.829340514885855,38.95653876713923,38.86711726021224,30.257546075383942,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,0.5217830241620082,0.6742034540464734,0.6438075921981581,1.7104654390763518,1.7104654390763518,1.7104654390763518,1.7104654390763518,85.63757670834276,1.7104654390763518,20.204161074496625,6.03834211043749,39.16053058097509,39.072092073381775,30.46206525635773,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,0.346674333738744,0.4723689703352697,0.4460068309712655,1.5026261478525773,1.5026261478525773,1.5026261478525773,1.5026261478525773,85.8221473975789,1.5026261478525773,20.379635056964155,6.219667663586537,39.34856316753852,39.25988652165151,30.649974234325068,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,1.140078775491005,1.3020845069028242,1.26489547088613,2.3108440016582685,2.3108440016582685,2.3108440016582685,2.3108440016582685,85.01729235867253,2.3108440016582685,19.721154900696966,5.549174112724644,38.6399158323341,38.55299185767294,29.942111971488746,2.3108440016582685
