,Treebank,hu_szeged-ud-dev_Case=Ela,hu_szeged-ud-test_Case=Ela,hu_szeged-ud-train_Case=Ela,fi_ood-ud-test_Case=Ela,et_ewt-ud-train_Case=Ela,et_ewt-ud-test_Case=Ela,et_ewt-ud-dev_Case=Ela,egy_ujaen-ud-test_Case=Ela,olo_kkpp-ud-test_Case=Ela,olo_kkpp-ud-train_Case=Ela,mdf_jr-ud-test_Case=Ela,mdf_jr-ud-train_Case=Ela,vep_vwt-ud-test_Case=Ela,fi_tdt-ud-train_Case=Ela,fi_tdt-ud-test_Case=Ela,fi_tdt-ud-dev_Case=Ela,myv_jr-ud-test_Case=Ela,myv_jr-ud-train_Case=Ela,kpv_ikdp-ud-test_Case=Ela,kpv_lattice-ud-test_Case=Ela,kpv_lattice-ud-train_Case=Ela,fi_pud-ud-test_Case=Ela,et_edt-ud-dev_Case=Ela,et_edt-ud-train_Case=Ela,et_edt-ud-test_Case=Ela,wbp_ufal-ud-test_Case=Ela,koi_uh-ud-train_Case=Ela,koi_uh-ud-test_Case=Ela,krl_kkpp-ud-test_Case=Ela,fi_ftb-ud-dev_Case=Ela,fi_ftb-ud-train_Case=Ela,fi_ftb-ud-test_Case=Ela
0,sl_ssj-ud-test_Case=Loc,1.623636461595219,1.5713526784089216,1.491779777146125,0.8656082267232712,1.0635523619695848,1.0877132890524916,1.0530399740052532,2.618603778329093,1.3314019773643264,1.696228630811666,18.483004616284294,2.618603778329093,1.311657552960828,0.7894196841805227,0.8508323143105231,0.7907667882110364,1.0867512639300512,0.9980951034640513,1.9164964815392733,1.4060853489067437,1.3774241859685197,0.9103192436275762,0.9097273637896297,0.9658634151130189,0.8988855768786498,1.696228630811666,2.618603778329093,1.9817810470003412,1.2780284219649807,2.618603778329093,2.618603778329093,2.618603778329093
1,sl_ssj-ud-dev_Case=Loc,1.6192069833390623,1.5650685082812594,1.4850672978326855,0.8359529111409519,1.0474168927949348,1.0679046601805353,1.0336229939327957,2.6192505338582834,1.3209701942181016,1.692132258571466,18.473788065296077,2.6192505338582834,1.2976564789485718,0.7526147423124218,0.8196097976627058,0.7538121454767857,1.0716622112939962,0.979266227394203,1.8892015854958626,1.3834836750171564,1.3660709358885568,0.8683665160815547,0.8846790183894225,0.944220726754808,0.8724028193620473,1.692132258571466,2.6192505338582834,1.96733503347837,1.2613405869315544,2.6192505338582834,2.6192505338582834,2.6192505338582834
2,sl_ssj-ud-train_Case=Loc,1.60265648430699,1.5501129456882787,1.470411299057241,0.8409722425183564,1.0404377066007413,1.0643413913751598,1.0293290658458907,2.599685732683534,1.3098026196639294,1.6752759658021141,18.494877717854532,2.599685732683534,1.2898944001787007,0.7676148314954526,0.8273927962299977,0.7687031531004335,1.0646790409467752,0.9808398925081167,1.9199193809648623,1.4024586854495233,1.3618859036167787,0.8983488598758993,0.8859863571732854,0.9419522523561059,0.8751618737945266,1.6752759658021141,2.599685732683534,1.9816681593505792,1.2563314587111092,2.599685732683534,2.599685732683534,2.599685732683534
3,xcl_caval-ud-train_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
4,xcl_caval-ud-dev_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
5,xcl_caval-ud-test_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
6,hu_szeged-ud-train_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
7,fa_seraji-ud-dev_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
8,fa_seraji-ud-test_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
9,fa_seraji-ud-train_Case=Loc,1.0827689526491961,1.146066921150376,1.2450962012087863,2.068522117325686,1.731320857985841,1.7364217584408124,1.7642602345031582,0.0,1.4021363680319483,1.0,20.728402414722332,0.0,1.541103500742244,2.3139522010695543,2.1435170928508476,2.2829522933712147,1.8503197558178164,2.383275057562597,4.123105625617661,3.336825538583822,2.23606797749979,2.8276189821937745,1.96396624581025,1.8700246112386445,1.9906393640009086,1.0,0.0,3.8078865529319543,1.555892027102138,0.0,0.0,0.0
