,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,hu_szeged-ud-dev_Case=Tem,5.620214013323297,0.1767766952966369,1.1319231422671772,3.708261674764346,9.68837361652271,1.1319231422671772,1.334634781503914,1.1319231422671772,1.1319231422671772,0.6373774391990981,11.019080673490365,8.009759671800397,2.334077262360153,0.6010407640085654,0.6473060342997092,0.1767766952966369,1.5690141986468942,1.334634781503914,2.754695766401818,3.7508415033790845,3.3048260166005714,1.0752906583803283,1.1319231422671772,1.1319231422671772,0.1767766952966369,1.334634781503914,1.1319231422671772,1.1319231422671772,1.1319231422671772,0.1767766952966369
1,hu_szeged-ud-test_Case=Tem,5.734883511361751,0.0,1.0,3.8273392947447844,9.797958971132713,1.0,1.4142135623730951,1.0,1.0,0.7071067811865476,11.136152337719203,8.12403840463596,2.449489742783178,0.692820323027551,0.7284313590846835,0.0,1.699673171197595,1.4142135623730951,2.874966451763469,3.8746047519032274,3.409545424246464,1.224744871391589,1.0,1.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0
2,hu_szeged-ud-train_Case=Tem,5.734883511361751,0.0,1.0,3.8273392947447844,9.797958971132713,1.0,1.4142135623730951,1.0,1.0,0.7071067811865476,11.136152337719203,8.12403840463596,2.449489742783178,0.692820323027551,0.7284313590846835,0.0,1.699673171197595,1.4142135623730951,2.874966451763469,3.8746047519032274,3.409545424246464,1.224744871391589,1.0,1.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0
3,fa_seraji-ud-dev_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
4,fa_seraji-ud-test_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
5,fa_seraji-ud-train_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,gub_tudet-ud-test_Case=Tem,5.734883511361751,0.0,1.0,3.8273392947447844,9.797958971132713,1.0,1.4142135623730951,1.0,1.0,0.7071067811865476,11.136152337719203,8.12403840463596,2.449489742783178,0.692820323027551,0.7284313590846835,0.0,1.699673171197595,1.4142135623730951,2.874966451763469,3.8746047519032274,3.409545424246464,1.224744871391589,1.0,1.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0
7,lzh_tuecl-ud-test_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
8,apu_ufpa-ud-test_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
9,egy_ujaen-ud-test_Case=Tem,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
