,Treebank,hu_szeged-ud-dev_Case=Ter,hu_szeged-ud-test_Case=Ter,hu_szeged-ud-train_Case=Ter,et_ewt-ud-train_Case=Ter,et_ewt-ud-test_Case=Ter,et_ewt-ud-dev_Case=Ter,olo_kkpp-ud-test_Case=Ter,vep_vwt-ud-test_Case=Ter,kpv_ikdp-ud-test_Case=Ter,kpv_lattice-ud-test_Case=Ter,et_edt-ud-dev_Case=Ter,et_edt-ud-train_Case=Ter,et_edt-ud-test_Case=Ter,ab_abnc-ud-test_Case=Ter,gu_gujtb-ud-test_Case=Ter
0,hu_szeged-ud-dev_Case=Tra,0.2959343854536461,0.5863019699779287,0.4370036867375632,0.3657184709581949,0.46770717334674267,0.47302219821061253,1.159202311936963,0.5863019699779287,1.159202311936963,2.0558217484073102,0.45681176381617367,0.41085150921085295,0.42339647454595286,0.5863019699779287,0.5863019699779287
1,hu_szeged-ud-test_Case=Tra,0.3828902431136172,0.2041241452319316,0.10206207261596578,0.3958114029012638,0.28867513459481287,0.2345207879911715,1.3070322617798436,0.2041241452319316,1.3070322617798433,2.3417607771535853,0.14468842213124103,0.17973187614500855,0.2279868182419502,0.2041241452319316,0.2041241452319316
2,hu_szeged-ud-train_Case=Tra,0.4328259137400835,0.14966629547095772,0.12924997313560865,0.42355637169094734,0.2956349099818896,0.23323807579381198,1.335065541462291,0.14966629547095772,1.335065541462291,2.3828365877839026,0.12985326827528806,0.18487929631680244,0.23553248240465216,0.14966629547095772,0.14966629547095772
3,fi_ood-ud-test_Case=Tra,2.1207372445140926,2.5089613467008616,2.3949653988025013,2.106940289630104,2.286970018785819,2.3317281155306775,1.7670521345267527,2.5089613467008616,1.9168196013361787,1.3812442459485412,2.359702129309819,2.299018643170511,2.288587901475134,2.5089613467008616,2.5089613467008616
4,et_ewt-ud-train_Case=Tra,2.8400312100173317,3.20894794890405,3.100343317248471,2.8165690519654927,2.98643190282385,3.039300402851865,2.543378758699553,3.20894794890405,2.6071722111850435,1.9559954926704044,3.0672389847319166,3.009343005291235,2.9958340728717094,3.20894794890405,3.20894794890405
5,et_ewt-ud-test_Case=Tra,2.8313429494597218,3.2007652146297256,3.092546906981701,2.8003644077738397,2.972235467366169,3.0231082801430365,2.470230923684369,3.2007652146297256,2.583305902860732,1.905952009160905,3.05612358911207,2.99794159555939,2.9819891387691344,3.2007652146297256,3.2007652146297256
6,et_ewt-ud-dev_Case=Tra,4.128143676769182,4.485218779502289,4.381047407742684,4.111835052625531,4.274744144390398,4.324024456452577,3.773882284862632,4.485218779502289,3.8395556383519174,3.0589186681517617,4.350169531486919,4.295902340102166,4.283222473510426,4.485218779502289,4.485218779502289
7,gub_tudet-ud-test_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
8,olo_kkpp-ud-test_Case=Tra,0.7280853930907757,1.0101525445522108,0.9112782256452459,0.7169237001499774,0.8466621136521213,0.8703740692415896,0.8571428571428572,1.0101525445522108,1.1428571428571428,1.8070158058105021,0.8802670245709991,0.8272474293870725,0.8330077022452451,1.0101525445522108,1.0101525445522108
9,mdf_jr-ud-test_Case=Tra,2.699808520873789,3.0669610365963242,2.9586267460127886,2.6662239215789807,2.8449516691852605,2.8872564832380236,2.481179155159901,3.0669610365963242,2.481179155159901,1.793732000549669,2.922091519447322,2.8625307219559883,2.8452457031411726,3.0669610365963242,3.0669610365963242
10,vep_vwt-ud-test_Case=Tra,2.5482988758177143,2.8284271247461903,2.743046765105465,2.542636427018224,2.669269563007828,2.6981475126464085,2.449489742783178,2.8284271247461903,2.449489742783178,2.2497165354319457,2.7170514989646333,2.6758177103329586,2.667583621845057,2.8284271247461903,2.8284271247461903
11,fi_tdt-ud-train_Case=Tra,2.9600491266655884,3.3571291193566175,3.2418251091239103,2.927187051102175,3.1370785565519532,3.1569814919077928,2.558777628294254,3.3571291193566175,2.666112106020671,1.797272673379503,3.1995660328326694,3.136293036550833,3.1162432873225776,3.3571291193566175,3.3571291193566175
12,fi_tdt-ud-test_Case=Tra,4.2466764752619355,4.6632137126854385,4.542956903749232,4.210219322738677,4.436017858154972,4.454317764322852,3.738493193914728,4.6632137126854385,3.879852373205689,2.78421291661187,4.500151740000944,4.432427543766182,4.410505513112491,4.6632137126854385,4.6632137126854385
13,fi_tdt-ud-dev_Case=Tra,3.3542219572162493,3.7548901448644276,3.638704745128715,3.313638483600769,3.5332987419690403,3.5467167916257427,2.915338745326176,3.7548901448644276,3.0363135542957354,2.082682728343128,3.594658377095932,3.529209107404361,3.5060341627353977,3.7548901448644276,3.7548901448644276
14,myv_jr-ud-test_Case=Tra,4.474371236206479,4.856621959706575,4.746340599001124,4.466741190118824,4.640038650451734,4.685902895965005,4.128113650815537,4.856621959706575,4.128113650815537,3.19475240163328,4.713438553900858,4.657315136481004,4.644562287226541,4.856621959706575,4.856621959706575
15,myv_jr-ud-train_Case=Tra,10.849497911805486,11.253443917308159,11.138415756091865,10.83535878501492,11.007497444923619,11.074294559925702,10.384603988597734,11.253443917308159,10.403845442911962,9.275994913358515,11.105165213963332,11.044218292866404,11.02944628285415,11.253443917308159,11.253443917308159
16,kpv_ikdp-ud-test_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
17,kpv_lattice-ud-test_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
18,tpn_tudet-ud-test_Case=Tra,0.31903512835246817,0.4497460373445051,0.3491788809076844,0.18631521293818493,0.26731544029238724,0.2786042629185478,1.168358761588881,0.4497460373445051,1.1683587615888809,2.113327659217087,0.2941653637365934,0.23671234839798322,0.23105082679596303,0.4497460373445051,0.4497460373445051
19,fi_pud-ud-test_Case=Tra,8.045884128106621,8.453079051715147,8.336760658842755,8.031840047302644,8.228967680754925,8.264271402742157,7.495453167208649,8.453079051715147,7.615773105863908,6.486463713209449,8.300113408267253,8.238373487057569,8.221883766375216,8.453079051715147,8.453079051715147
20,et_edt-ud-dev_Case=Tra,3.3970653593669096,3.780834662320167,3.6689835842889034,3.365423358236715,3.5402467579870778,3.6005279686307894,2.95791416345152,3.780834662320167,3.1048615571803193,2.2678069187235845,3.633430241688218,3.5722098913054454,3.55571169091096,3.780834662320167,3.780834662320167
21,et_edt-ud-train_Case=Tra,3.052564630669961,3.4357739953751767,3.32390277879978,3.0185356034693838,3.1989381372088115,3.2518100002793604,2.6362882977787843,3.4357739953751767,2.777592676307192,1.9893388913463452,3.2866462316610834,3.225358556735417,3.208185332124566,3.4357739953751767,3.4357739953751767
22,et_edt-ud-test_Case=Tra,2.3633362491096945,2.7347240805253215,2.624985126535541,2.333045713155349,2.513040437064803,2.555963404557941,2.022921829710778,2.7347240805253215,2.1664347954612975,1.6269185712556464,2.588519664313012,2.5294666617425454,2.5137211838044666,2.7347240805253215,2.7347240805253215
23,krl_kkpp-ud-test_Case=Tra,0.3849001794597505,0.41573970964154894,0.3373599389303088,0.37126743214674723,0.3621779114001471,0.3456966485800899,1.0304020550550783,0.41573970964154894,1.227262335243029,2.2029778970784926,0.3128002767158752,0.296587223594147,0.31913949268326347,0.41573970964154894,0.41573970964154894
24,fi_ftb-ud-dev_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
25,fi_ftb-ud-train_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
26,fi_ftb-ud-test_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
27,eme_tudet-ud-test_Case=Tra,1.2393745933800844,1.5556349186104044,1.455783485122549,1.1768602295939818,1.2529964086141667,1.4071247279470287,1.349073756323204,1.5556349186104044,1.349073756323204,1.6374444997605013,1.424061179646014,1.3697141759454357,1.3585869413095968,1.5556349186104044,1.5556349186104044
28,aqz_tudet-ud-test_Case=Tra,1.469861839480328,1.0,1.1288514320120056,1.4713938969562161,1.2747548783981961,1.2165525060596438,2.23606797749979,1.0,2.23606797749979,3.431546328418375,1.1658100334413286,1.2325679372360732,1.2567485880964147,1.0,1.0
