,Treebank,egy_ujaen-ud-test_Case=Sub
0,hu_szeged-ud-dev_Case=Ine,79.57480757124078
1,hu_szeged-ud-test_Case=Ine,53.43282386947809
2,hu_szeged-ud-train_Case=Ine,32.681667839055926
3,fi_ood-ud-test_Case=Ine,510.59749313916535
4,et_ewt-ud-train_Case=Ine,0.894427190999916
5,et_ewt-ud-test_Case=Ine,0.894427190999916
6,et_ewt-ud-dev_Case=Ine,0.894427190999916
7,si_stb-ud-test_Case=Ine,0.894427190999916
8,olo_kkpp-ud-test_Case=Ine,0.894427190999916
9,olo_kkpp-ud-train_Case=Ine,0.894427190999916
10,mdf_jr-ud-test_Case=Ine,0.894427190999916
11,mdf_jr-ud-train_Case=Ine,0.894427190999916
12,vep_vwt-ud-test_Case=Ine,0.894427190999916
13,fi_tdt-ud-train_Case=Ine,168.47575380499325
14,fi_tdt-ud-test_Case=Ine,74.16818725032992
15,fi_tdt-ud-dev_Case=Ine,112.81055900146148
16,myv_jr-ud-test_Case=Ine,0.894427190999916
17,myv_jr-ud-train_Case=Ine,0.894427190999916
18,kpv_ikdp-ud-test_Case=Ine,0.894427190999916
19,kpv_lattice-ud-test_Case=Ine,261.60772159857976
20,kpv_lattice-ud-train_Case=Ine,0.894427190999916
21,fi_pud-ud-test_Case=Ine,81.78091688986459
22,et_edt-ud-dev_Case=Ine,0.894427190999916
23,et_edt-ud-train_Case=Ine,0.894427190999916
24,et_edt-ud-test_Case=Ine,0.894427190999916
25,koi_uh-ud-train_Case=Ine,0.894427190999916
26,koi_uh-ud-test_Case=Ine,0.894427190999916
27,arr_tudet-ud-test_Case=Ine,0.894427190999916
28,krl_kkpp-ud-test_Case=Ine,0.894427190999916
29,eu_bdt-ud-train_Case=Ine,0.894427190999916
30,eu_bdt-ud-test_Case=Ine,0.894427190999916
31,eu_bdt-ud-dev_Case=Ine,0.894427190999916
32,fi_ftb-ud-dev_Case=Ine,0.894427190999916
33,fi_ftb-ud-train_Case=Ine,0.894427190999916
34,fi_ftb-ud-test_Case=Ine,0.894427190999916
35,ab_abnc-ud-test_Case=Ine,0.894427190999916
