,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
0,sl_ssj-ud-test_Case=Ins,5.93426489753256,2.6649321774579495
1,sl_ssj-ud-dev_Case=Ins,5.9756096028934715,2.7413368399473135
2,sl_ssj-ud-train_Case=Ins,5.949165281276999,2.697949439910849
3,xcl_caval-ud-train_Case=Ins,5.545268253204709,0.0
4,xcl_caval-ud-dev_Case=Ins,5.545268253204709,0.0
5,xcl_caval-ud-test_Case=Ins,5.545268253204709,0.0
6,hu_szeged-ud-dev_Case=Ins,5.545268253204709,0.0
7,hu_szeged-ud-test_Case=Ins,5.545268253204709,0.0
8,hu_szeged-ud-train_Case=Ins,5.545268253204709,0.0
9,xav_xdt-ud-test_Case=Ins,5.545268253204709,0.0
10,tr_pud-ud-test_Case=Ins,5.545268253204709,0.0
11,fi_ood-ud-test_Case=Ins,5.545268253204709,0.0
12,pl_pdb-ud-test_Case=Ins,5.545268253204709,0.0
13,pl_pdb-ud-train_Case=Ins,3335.5040223830247,3335.8910353906954
14,pl_pdb-ud-dev_Case=Ins,5.545268253204709,0.0
15,sah_yktdt-ud-test_Case=Ins,5.545268253204709,0.0
16,uk_iu-ud-dev_Case=Ins,6.76226532411698,4.424265218622617
17,uk_iu-ud-train_Case=Ins,6.929713626164931,4.714933003721951
18,uk_iu-ud-test_Case=Ins,6.956764597416697,4.78021517915417
19,sa_vedic-ud-test_Case=Ins,5.545268253204709,0.0
20,sa_vedic-ud-train_Case=Ins,5.545268253204709,0.0
21,sa_vedic-ud-dev_Case=Ins,5.545268253204709,0.0
22,hr_set-ud-dev_Case=Ins,6.644933664567719,4.193132313244931
23,hr_set-ud-train_Case=Ins,6.536372999511991,3.9671141971867048
24,hr_set-ud-test_Case=Ins,6.463771355490107,3.8596640789997627
25,orv_rnc-ud-dev_Case=Ins,5.545268253204709,0.0
26,orv_rnc-ud-train_Case=Ins,5.545268253204709,0.0
27,orv_rnc-ud-test_Case=Ins,5.545268253204709,0.0
28,tr_atis-ud-dev_Case=Ins,5.545268253204709,0.0
29,tr_atis-ud-train_Case=Ins,5.545268253204709,0.0
30,tr_atis-ud-test_Case=Ins,5.545268253204709,0.0
31,hi_pud-ud-test_Case=Ins,5.634713834792322,1.0
32,tr_kenet-ud-dev_Case=Ins,5.545268253204709,0.0
33,tr_kenet-ud-test_Case=Ins,5.545268253204709,0.0
34,tr_kenet-ud-train_Case=Ins,1989.3699379451778,1990.392172412261
35,sk_snk-ud-dev_Case=Ins,7.427276611909812,5.280498900582525
36,sk_snk-ud-test_Case=Ins,7.711353019926132,5.731899447851193
37,sk_snk-ud-train_Case=Ins,6.443434538894982,3.685614975541244
38,lt_hse-ud-train_Case=Ins,5.545268253204709,0.0
39,lt_hse-ud-test_Case=Ins,5.545268253204709,0.0
40,lt_hse-ud-dev_Case=Ins,5.545268253204709,0.0
41,hit_hittb-ud-test_Case=Ins,5.545268253204709,0.0
42,sa_ufal-ud-test_Case=Ins,5.545268253204709,0.0
43,be_hse-ud-train_Case=Ins,5.545268253204709,0.0
44,be_hse-ud-dev_Case=Ins,5.545268253204709,0.0
45,be_hse-ud-test_Case=Ins,624.3266372661029,624.7535514104742
46,cs_pud-ud-test_Case=Ins,6.894251582092178,4.4629023437680875
47,orv_ruthenian-ud-test_Case=Ins,5.545268253204709,0.0
48,orv_ruthenian-ud-train_Case=Ins,5.545268253204709,0.0
49,orv_ruthenian-ud-dev_Case=Ins,5.545268253204709,0.0
50,ml_ufal-ud-test_Case=Ins,5.545268253204709,0.0
51,egy_ujaen-ud-test_Case=Ins,5.634713834792322,1.0
52,mr_ufal-ud-dev_Case=Ins,5.545268253204709,0.0
53,mr_ufal-ud-test_Case=Ins,5.545268253204709,0.0
54,mr_ufal-ud-train_Case=Ins,5.545268253204709,0.0
55,si_stb-ud-test_Case=Ins,5.545268253204709,0.0
56,lt_alksnis-ud-test_Case=Ins,10.29032709674644,9.001785162169785
57,lt_alksnis-ud-dev_Case=Ins,9.275223899904077,7.7073072736783805
58,lt_alksnis-ud-train_Case=Ins,9.436985086111644,8.00824668865855
59,cu_proiel-ud-train_Case=Ins,5.545268253204709,0.0
60,cu_proiel-ud-test_Case=Ins,5.545268253204709,0.0
61,cu_proiel-ud-dev_Case=Ins,5.545268253204709,0.0
62,olo_kkpp-ud-test_Case=Ins,5.545268253204709,0.0
63,hy_bsut-ud-train_Case=Ins,426.3094533317318,427.15687984626913
64,hy_bsut-ud-test_Case=Ins,5.545268253204709,0.0
65,hy_bsut-ud-dev_Case=Ins,174.98214194597116,175.65022060902743
66,hsb_ufal-ud-test_Case=Ins,5.545268253204709,0.0
67,hsb_ufal-ud-train_Case=Ins,5.545268253204709,0.0
68,fi_tdt-ud-train_Case=Ins,5.545268253204709,0.0
69,fi_tdt-ud-test_Case=Ins,5.545268253204709,0.0
70,fi_tdt-ud-dev_Case=Ins,5.545268253204709,0.0
71,sr_set-ud-test_Case=Ins,6.454938627669562,3.853968706702711
72,sr_set-ud-train_Case=Ins,6.384473083586402,3.7190209475349576
73,sr_set-ud-dev_Case=Ins,6.60115993595065,4.154854088894098
74,tr_framenet-ud-test_Case=Ins,5.545268253204709,0.0
75,tr_framenet-ud-train_Case=Ins,5.545268253204709,0.0
76,tr_framenet-ud-dev_Case=Ins,5.545268253204709,0.0
77,ky_ktmu-ud-train_Case=Ins,5.545268253204709,0.0
78,ky_ktmu-ud-test_Case=Ins,5.545268253204709,0.0
79,kpv_ikdp-ud-test_Case=Ins,5.545268253204709,0.0
80,kpv_lattice-ud-test_Case=Ins,101.19412038255977,101.81355508968342
81,abq_atb-ud-test_Case=Ins,5.545268253204709,0.0
82,tr_gb-ud-test_Case=Ins,64.68449067074219,65.31717487256574
83,ru_taiga-ud-train_Case=Ins,5.545268253204709,0.0
84,ru_taiga-ud-dev_Case=Ins,5.545268253204709,0.0
85,ru_taiga-ud-test_Case=Ins,5.545268253204709,0.0
86,fi_pud-ud-test_Case=Ins,5.545268253204709,0.0
87,cs_cltt-ud-dev_Case=Ins,7.881715234546282,5.927680194248629
88,cs_cltt-ud-train_Case=Ins,7.562944482918057,5.437023495424304
89,cs_cltt-ud-test_Case=Ins,10.819879117254125,9.657527429940018
90,hy_armtdp-ud-train_Case=Ins,5.545268253204709,0.0
91,hy_armtdp-ud-dev_Case=Ins,5.545268253204709,0.0
92,hy_armtdp-ud-test_Case=Ins,110.67858871525242,111.26994203287786
93,ota_boun-ud-train_Case=Ins,5.545268253204709,0.0
94,ota_boun-ud-test_Case=Ins,5.545268253204709,0.0
95,ru_syntagrus-ud-train_Case=Ins,5.545268253204709,0.0
96,ru_syntagrus-ud-dev_Case=Ins,5.545268253204709,0.0
97,ru_syntagrus-ud-test_Case=Ins,5.545268253204709,0.0
98,sjo_xdt-ud-test_Case=Ins,5.634713834792322,1.0
99,orv_birchbark-ud-train_Case=Ins,5.545268253204709,0.0
100,orv_birchbark-ud-dev_Case=Ins,5.545268253204709,0.0
101,orv_birchbark-ud-test_Case=Ins,5.545268253204709,0.0
102,ru_poetry-ud-test_Case=Ins,5.545268253204709,0.0
103,ru_poetry-ud-dev_Case=Ins,5.545268253204709,0.0
104,ru_poetry-ud-train_Case=Ins,5.545268253204709,0.0
105,myu_tudet-ud-test_Case=Ins,5.545268253204709,0.0
106,wbp_ufal-ud-test_Case=Ins,5.545268253204709,0.0
107,koi_uh-ud-test_Case=Ins,5.545268253204709,0.0
108,cs_fictree-ud-dev_Case=Ins,6.5959632508747745,4.10936840909688
109,cs_fictree-ud-train_Case=Ins,6.53103235893602,3.9422742840411606
110,cs_fictree-ud-test_Case=Ins,6.447553461320044,3.7553579845843172
111,hyw_armtdp-ud-test_Case=Ins,295.59220219755457,296.4338037403966
112,hyw_armtdp-ud-dev_Case=Ins,5.545268253204709,0.0
113,hyw_armtdp-ud-train_Case=Ins,5.545268253204709,0.0
114,sl_sst-ud-train_Case=Ins,5.922821050532074,2.592174266818801
115,sl_sst-ud-test_Case=Ins,5.941467453664842,2.658997230571959
116,sl_sst-ud-dev_Case=Ins,5.974489814763501,2.6972969617107383
117,ka_glc-ud-test_Case=Ins,8.42994956015615,6.983451513494049
118,arr_tudet-ud-test_Case=Ins,5.766281297335398,1.5811388300841898
119,kk_ktb-ud-test_Case=Ins,5.545268253204709,0.0
120,kk_ktb-ud-train_Case=Ins,5.545268253204709,0.0
121,cs_pdt-ud-test_Case=Ins,6.880812369795632,4.463243263200861
122,cs_pdt-ud-dev_Case=Ins,6.969476315468865,4.602788150610228
123,cs_pdt-ud-train_Case=Ins,6.9132595577033165,4.5052627342499765
124,ta_mwtt-ud-test_Case=Ins,5.545268253204709,0.0
125,ota_dudu-ud-test_Case=Ins,5.545268253204709,0.0
126,ta_ttb-ud-train_Case=Ins,5.545268253204709,0.0
127,ta_ttb-ud-dev_Case=Ins,5.545268253204709,0.0
128,ta_ttb-ud-test_Case=Ins,5.545268253204709,0.0
129,ru_pud-ud-test_Case=Ins,5.545268253204709,0.0
130,qtd_sagt-ud-test_Case=Ins,5.545268253204709,0.0
131,qtd_sagt-ud-dev_Case=Ins,5.545268253204709,0.0
132,qtd_sagt-ud-train_Case=Ins,18.82153022471871,18.934096228761486
133,krl_kkpp-ud-test_Case=Ins,5.545268253204709,0.0
134,pl_pud-ud-test_Case=Ins,5.545268253204709,0.0
135,orv_torot-ud-test_Case=Ins,5.545268253204709,0.0
136,orv_torot-ud-dev_Case=Ins,5.545268253204709,0.0
137,orv_torot-ud-train_Case=Ins,5.545268253204709,0.0
138,cs_cac-ud-dev_Case=Ins,7.603057208556944,5.7065971337053645
139,cs_cac-ud-train_Case=Ins,7.4188878473076105,5.3567190230188135
140,cs_cac-ud-test_Case=Ins,7.526592647127075,5.54516034258647
141,eu_bdt-ud-train_Case=Ins,25.18331719457767,25.362227196580882
142,eu_bdt-ud-test_Case=Ins,29.00107756618709,29.23931428744525
143,eu_bdt-ud-dev_Case=Ins,38.77532089105236,39.21812367375313
144,fi_ftb-ud-dev_Case=Ins,5.545268253204709,0.0
145,fi_ftb-ud-train_Case=Ins,5.545268253204709,0.0
146,fi_ftb-ud-test_Case=Ins,5.545268253204709,0.0
147,am_att-ud-test_Case=Ins,9.578622030334008,7.810249675906654
148,pl_lfg-ud-test_Case=Ins,5.545268253204709,0.0
149,pl_lfg-ud-train_Case=Ins,5.545268253204709,0.0
150,pl_lfg-ud-dev_Case=Ins,5.545268253204709,0.0
151,tr_tourism-ud-train_Case=Ins,170.24761378650803,170.7161386629864
152,tr_tourism-ud-dev_Case=Ins,57.12048669260443,57.33236433289665
153,tr_tourism-ud-test_Case=Ins,5.545268253204709,0.0
154,ab_abnc-ud-test_Case=Ins,5.545268253204709,0.0
155,cs_poetry-ud-test_Case=Ins,6.779926520849464,4.564696183445896
156,ru_gsd-ud-test_Case=Ins,5.545268253204709,0.0
157,ru_gsd-ud-dev_Case=Ins,468.5474895888356,468.86565239949067
