,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,xcl_caval-ud-train_Case=Abl,0.7684218867318449,0.5623536745744615
1,xcl_caval-ud-dev_Case=Abl,0.44726734067447005,0.26043396823722936
2,xcl_caval-ud-test_Case=Abl,0.6465290820197417,0.44882863917600363
3,hu_szeged-ud-dev_Case=Abl,0.39528470752104744,0.39317087040284837
4,hu_szeged-ud-test_Case=Abl,0.3772696847875373,0.36238420778172264
5,hu_szeged-ud-train_Case=Abl,0.38391703563326424,0.3274653570848418
6,tr_pud-ud-test_Case=Abl,0.4492450753775412,0.2519018108064789
7,fi_ood-ud-test_Case=Abl,0.7580149717677533,0.5505894922057046
8,sah_yktdt-ud-test_Case=Abl,0.4714045207910317,0.247847879612821
9,sa_vedic-ud-test_Case=Abl,3.5911327717713855,3.415501677137709
10,sa_vedic-ud-train_Case=Abl,4.926769982342247,4.756784006326148
11,sa_vedic-ud-dev_Case=Abl,7.636363636363637,7.475482423600817
12,la_circse-ud-test_Case=Abl,1.8175025926321993,1.6349897107017053
13,tr_atis-ud-dev_Case=Abl,18.75227995397419,18.615102235819172
14,tr_atis-ud-train_Case=Abl,16.932228391942292,16.79664748882661
15,tr_atis-ud-test_Case=Abl,23.647953282354997,23.510910587781723
16,hi_pud-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
17,la_perseus-ud-test_Case=Abl,0.9709391128435874,0.7608689711499932
18,la_perseus-ud-train_Case=Abl,1.1600646863541193,0.9432318377496678
19,tr_kenet-ud-dev_Case=Abl,0.5111521978775438,0.31047669424957924
20,tr_kenet-ud-test_Case=Abl,0.8036083597213861,0.6253863072061917
21,tr_kenet-ud-train_Case=Abl,0.5343131260960686,0.34964647113221103
22,ess_sli-ud-test_Case=Abl,116.49129676599117,116.37134527021676
23,ky_tuecl-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
24,hit_hittb-ud-test_Case=Abl,0.4275213333470017,0.4742480812861032
25,sa_ufal-ud-test_Case=Abl,1.3718914562750413,1.1901809157623464
26,et_ewt-ud-train_Case=Abl,0.3590109871423003,0.30489828297804994
27,et_ewt-ud-test_Case=Abl,0.3837597319768145,0.31160967846967835
28,et_ewt-ud-dev_Case=Abl,0.38586123009300755,0.3872983346207417
29,gub_tudet-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
30,ml_ufal-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
31,egy_ujaen-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
32,sq_tsa-ud-test_Case=Abl,1.49071198499986,1.3337499349161706
33,mr_ufal-ud-train_Case=Abl,0.4714045207910316,0.5385164807134505
34,si_stb-ud-test_Case=Abl,0.6666666666666667,0.5385164807134505
35,olo_kkpp-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
36,olo_kkpp-ud-train_Case=Abl,0.4714045207910316,0.5385164807134505
37,hy_bsut-ud-train_Case=Abl,0.5238814158186459,0.36128574281080095
38,hy_bsut-ud-test_Case=Abl,0.4622216681061272,0.307384234287601
39,hy_bsut-ud-dev_Case=Abl,0.4894582682783134,0.3496414376873783
40,mdf_jr-ud-test_Case=Abl,3.7686202191710048,3.603917986313091
41,mdf_jr-ud-train_Case=Abl,1.3743685418725535,1.5132745950421556
42,vep_vwt-ud-test_Case=Abl,0.6236095644623235,0.5385164807134505
43,la_llct-ud-dev_Case=Abl,2.9093319248949543,2.7113247926484854
44,la_llct-ud-test_Case=Abl,3.0271051373226046,2.8335799902141856
45,la_llct-ud-train_Case=Abl,2.6681873185138683,2.4685093869584462
46,fi_tdt-ud-train_Case=Abl,0.7236582565651563,0.530965482627312
47,fi_tdt-ud-test_Case=Abl,0.5491735312087919,0.3621021665744256
48,fi_tdt-ud-dev_Case=Abl,1.10290021710438,0.9313968005098577
49,myv_jr-ud-test_Case=Abl,0.5140236243984349,0.33544360000865925
50,myv_jr-ud-train_Case=Abl,0.908539370078286,0.7425235503872483
51,tr_framenet-ud-test_Case=Abl,0.3772804863990297,0.34323556180497083
52,tr_framenet-ud-train_Case=Abl,1.144400703488363,0.9711952541104432
53,tr_framenet-ud-dev_Case=Abl,1.5434449203720302,1.374772708486752
54,ky_ktmu-ud-train_Case=Abl,0.9140872800534726,0.7549834435270751
55,ky_ktmu-ud-test_Case=Abl,1.1563025099297748,0.9955942095406157
56,la_proiel-ud-test_Case=Abl,1.3749999300484048,1.170362172428117
57,la_proiel-ud-dev_Case=Abl,1.3547252231245095,1.146523676720574
58,la_proiel-ud-train_Case=Abl,1.2975913158234857,1.0879981030457357
59,kpv_ikdp-ud-test_Case=Abl,4.422166387140534,4.27668095606862
60,kpv_lattice-ud-test_Case=Abl,1.7916128329552332,1.6498784092872112
61,tt_nmctt-ud-test_Case=Abl,0.4733592127449839,0.3754590910949855
62,tr_gb-ud-test_Case=Abl,1.2664873251726712,1.0866516692341588
63,fi_pud-ud-test_Case=Abl,0.6178409427640382,0.44432181467940557
64,hy_armtdp-ud-train_Case=Abl,0.40963766721526823,0.26709794828619954
65,hy_armtdp-ud-dev_Case=Abl,0.38195686065047785,0.3274691934178461
66,hy_armtdp-ud-test_Case=Abl,0.5668594533825794,0.39983453025608373
67,ota_boun-ud-train_Case=Abl,0.62611352052928,0.41032590332414487
68,ota_boun-ud-test_Case=Abl,0.41801971775152635,0.23989777394841663
69,et_edt-ud-dev_Case=Abl,0.38524310716884835,0.2541492787377231
70,et_edt-ud-train_Case=Abl,0.3827737909448525,0.2569473640141104
71,et_edt-ud-test_Case=Abl,0.38725765843151855,0.2454757606899842
72,sjo_xdt-ud-test_Case=Abl,13.771064672792088,13.653204751998706
73,la_udante-ud-train_Case=Abl,1.2561296408514335,1.0516377274852056
74,la_udante-ud-test_Case=Abl,1.6737362333852792,1.4783834233791424
75,la_udante-ud-dev_Case=Abl,1.2109610616536273,1.006600944051276
76,hyw_armtdp-ud-test_Case=Abl,0.36578141821407834,0.31870648516853284
77,hyw_armtdp-ud-dev_Case=Abl,0.45260850455256263,0.30076161343170754
78,hyw_armtdp-ud-train_Case=Abl,0.4684542561427329,0.3097907959816206
79,arr_tudet-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
80,aln_gps-ud-test_Case=Abl,0.4475150755934143,0.21288552776993624
81,kk_ktb-ud-test_Case=Abl,0.7554776818528645,0.6080907050395982
82,kk_ktb-ud-train_Case=Abl,0.6317380553057904,0.47830482979380584
83,gn_oldtudet-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
84,ta_mwtt-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
85,ota_dudu-ud-test_Case=Abl,0.5091750772173156,0.3615808910060663
86,ug_udt-ud-test_Case=Abl,0.46631311011665405,0.33924446282224796
87,ug_udt-ud-dev_Case=Abl,0.5694441734416701,0.3887872883152889
88,ug_udt-ud-train_Case=Abl,0.5891748147649388,0.44960820553564973
89,xum_ikuvina-ud-test_Case=Abl,1.407373198262747,1.2686420719502365
90,la_ittb-ud-dev_Case=Abl,1.2436972419070136,1.0284285344201283
91,la_ittb-ud-test_Case=Abl,1.3157317351995108,1.1012914560317428
92,la_ittb-ud-train_Case=Abl,1.203209423013239,0.9946540934801901
93,qtd_sagt-ud-test_Case=Abl,0.3862140344342336,0.3053765669553401
94,qtd_sagt-ud-dev_Case=Abl,0.35962819111893135,0.29286516938633284
95,qtd_sagt-ud-train_Case=Abl,0.40003239259834444,0.3029014214839974
96,krl_kkpp-ud-test_Case=Abl,0.4109609335312651,0.4123105625617661
97,eu_bdt-ud-train_Case=Abl,0.6115859741200529,0.4067770233858784
98,eu_bdt-ud-test_Case=Abl,0.7133177568392801,0.5124451190127584
