,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
0,hu_szeged-ud-dev_Case=Abs,3.47838663085618,1.2824305436059895,1.2824305436059895
1,hu_szeged-ud-test_Case=Abs,3.6810726504632,1.0796668344321692,1.0796668344321692
2,hu_szeged-ud-train_Case=Abs,3.6516187542824374,1.1213369028548654,1.1213369028548654
3,ess_sli-ud-test_Case=Abs,4.58257569495584,0.0,0.0
4,hit_hittb-ud-test_Case=Abs,4.58257569495584,0.0,0.0
5,mr_ufal-ud-dev_Case=Abs,4.58257569495584,0.0,0.0
6,mr_ufal-ud-test_Case=Abs,4.58257569495584,0.0,0.0
7,mr_ufal-ud-train_Case=Abs,83.68990381163071,87.14929718592113,87.14929718592113
8,wbp_ufal-ud-test_Case=Abs,4.58257569495584,0.0,0.0
9,nhi_itml-ud-test_Case=Abs,17.324427911741726,21.703103265616754,21.703103265616754
10,azz_itml-ud-test_Case=Abs,3.8363342291125155,7.607222967012422,7.607222967012422
11,eu_bdt-ud-train_Case=Abs,36.30654402894172,40.741182744764195,40.741182744764195
12,eu_bdt-ud-test_Case=Abs,36.21529731939771,40.65127036035156,40.65127036035156
13,eu_bdt-ud-dev_Case=Abs,27.617541889853403,32.04328476137671,32.04328476137671
14,gu_gujtb-ud-test_Case=Abs,4.58257569495584,0.0,0.0
