,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
0,el_gud-ud-train_Case=Voc,11.357816691600545,10.567244989431572,12.220201853215572,12.220201853215572,12.220201853215572,7.852812659593163,12.220201853215572,9.57427107756338,12.220201853215572,11.357816691600545
1,el_gud-ud-test_Case=Voc,13.509256086106296,12.747548783981962,14.33527118683145,14.33527118683145,14.33527118683145,9.617692030835672,14.33527118683145,11.247221879201993,14.33527118683145,13.509256086106296
2,fa_seraji-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
3,fa_seraji-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
4,fa_seraji-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
5,sga_dipsgg-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
6,pl_pdb-ud-test_Case=Voc,5.454823740581938,4.9031435147801465,6.202369527454974,6.202369527454974,6.202369527454974,9.829152806725471,6.202369527454974,8.588079065822363,6.202369527454974,5.454823740581938
7,pl_pdb-ud-train_Case=Voc,5.6768159798800495,5.0541489380115525,6.473643321286683,6.473643321286683,6.473643321286683,9.383198894172674,6.473643321286683,8.333877392708283,6.473643321286683,5.6768159798800495
8,pl_pdb-ud-dev_Case=Voc,3.5411862419251547,3.056141357987225,4.328972164382673,4.328972164382673,4.328972164382673,10.204900783447137,4.328972164382673,8.610458756651704,4.328972164382673,3.5411862419251547
9,uk_iu-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
10,uk_iu-ud-train_Case=Voc,41.012193308819754,40.17461885320133,41.86884283091664,41.86884283091664,41.86884283091664,33.331666624997915,41.86884283091664,35.91656999213594,41.86884283091664,41.012193308819754
11,uk_iu-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
12,sa_vedic-ud-test_Case=Voc,346.2975599105486,345.4677987888307,347.1296587732025,347.1296587732025,347.1296587732025,338.07395640599117,347.1296587732025,340.5701102563171,347.1296587732025,346.2975599105486
13,sa_vedic-ud-train_Case=Voc,158.3946821905975,157.56279142296646,159.23164714190312,159.23164714190312,159.23164714190312,150.24061956512634,159.23164714190312,152.75136860080266,159.23164714190312,158.3946821905975
14,sa_vedic-ud-dev_Case=Voc,414.28009848410534,413.4537459015216,415.10841957252563,415.10841957252563,415.10841957252563,406.0689596607946,415.10841957252563,408.56333658320347,415.10841957252563,414.28009848410534
15,kmr_mg-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
16,hr_set-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
17,hr_set-ud-train_Case=Voc,33.13608305156178,32.28002478313795,34.0147027033899,34.0147027033899,34.0147027033899,25.179356624028344,34.0147027033899,28.106938645110393,34.0147027033899,33.13608305156178
18,hr_set-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
19,orv_rnc-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
20,orv_rnc-ud-train_Case=Voc,58.95195784139262,58.240879114244144,59.679700624807644,59.679700624807644,59.679700624807644,52.59277516921882,59.679700624807644,54.55272678794342,59.679700624807644,58.95195784139262
21,orv_rnc-ud-test_Case=Voc,11.49456393257265,10.845505981741931,12.232129822725067,12.232129822725067,12.232129822725067,10.541584321154007,12.232129822725067,10.706306552681928,12.232129822725067,11.49456393257265
22,cpg_tuecl-ud-test_Case=Voc,24.576411454889016,23.790754506740637,25.39685019840059,25.39685019840059,25.39685019840059,18.33030277982336,25.39685019840059,20.54263858417414,25.39685019840059,24.576411454889016
23,la_circse-ud-test_Case=Voc,52.21110992882645,51.36795369358864,53.06913729592119,53.06913729592119,53.06913729592119,44.04543109109048,53.06913729592119,46.88994206294849,53.06913729592119,52.21110992882645
24,grc_perseus-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
25,grc_perseus-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
26,grc_perseus-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,qpm_philotis-ud-train_Case=Voc,88.45337754998393,87.65842800324451,89.23564310296643,89.23564310296643,89.23564310296643,81.06787279804497,89.23564310296643,83.40263784797217,89.23564310296643,88.45337754998393
28,qpm_philotis-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
29,qpm_philotis-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
30,la_perseus-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
31,la_perseus-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
32,sk_snk-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
33,lt_hse-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
34,ess_sli-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
35,hit_hittb-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
36,sa_ufal-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
37,be_hse-ud-train_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
38,be_hse-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
39,be_hse-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
40,cs_pud-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
41,orv_ruthenian-ud-test_Case=Voc,5.612486080160912,4.636809247747852,6.442049363362563,6.442049363362563,6.442049363362563,9.246621004453464,6.442049363362563,8.154753215150045,6.442049363362563,5.612486080160912
42,orv_ruthenian-ud-train_Case=Voc,7.3484692283495345,6.164414002968976,8.18535277187245,8.18535277187245,8.18535277187245,8.831760866327848,8.18535277187245,8.246211251235321,8.18535277187245,7.3484692283495345
43,orv_ruthenian-ud-dev_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
44,ml_ufal-ud-test_Case=Voc,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
