,Treebank,hu_szeged-ud-dev_Case=Cau,hu_szeged-ud-test_Case=Cau,hu_szeged-ud-train_Case=Cau,egy_ujaen-ud-test_Case=Cau,mdf_jr-ud-test_Case=Cau,wbp_ufal-ud-test_Case=Cau,eu_bdt-ud-train_Case=Cau,eu_bdt-ud-test_Case=Cau,eu_bdt-ud-dev_Case=Cau
0,sah_yktdt-ud-test_Case=Cmp,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
1,ml_ufal-ud-test_Case=Cmp,14.212670403551895,19.849433241279208,18.027756377319946,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
2,egy_ujaen-ud-test_Case=Cmp,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
3,mdf_jr-ud-test_Case=Cmp,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
4,myv_jr-ud-test_Case=Cmp,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
5,myv_jr-ud-train_Case=Cmp,12.083045973594572,16.30950643030009,13.30413469565007,12.84523257866513,12.84523257866513,12.84523257866513,12.84523257866513,12.84523257866513,12.84523257866513
6,kpv_lattice-ud-test_Case=Cmp,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
7,sjo_xdt-ud-test_Case=Cmp,12.884098726725126,17.60681686165901,15.132745950421556,10.63014581273465,10.63014581273465,10.63014581273465,10.63014581273465,10.63014581273465,10.63014581273465
8,koi_uh-ud-train_Case=Cmp,15.652475842498529,21.283796653792763,19.697715603592208,0.0,0.0,0.0,0.0,0.0,0.0
9,gu_gujtb-ud-test_Case=Cmp,14.89966442575134,20.54263858417414,18.841443681416774,1.0,1.0,1.0,1.0,1.0,1.0
