,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,xcl_caval-ud-train_Case=Abl,2.0529625428985487,1.9351894565771866,1.9351894565771866
1,xcl_caval-ud-dev_Case=Abl,1.6916107064110075,1.5405111778306224,1.5405111778306224
2,xcl_caval-ud-test_Case=Abl,1.925402202936072,1.7956245877591162,1.7956245877591162
3,hu_szeged-ud-dev_Case=Abl,1.4105259066508964,1.2204848763230673,1.2204848763230673
4,hu_szeged-ud-test_Case=Abl,1.380202404608089,1.1853095282186634,1.1853095282186634
5,hu_szeged-ud-train_Case=Abl,1.5001889525736536,1.3230899037571242,1.3230899037571242
6,tr_pud-ud-test_Case=Abl,1.721026956488594,1.5705228683121009,1.5705228683121009
7,fi_ood-ud-test_Case=Abl,2.069719068912845,1.9451830310337004,1.9451830310337004
8,sah_yktdt-ud-test_Case=Abl,1.625686668105863,1.4638501094227998,1.4638501094227998
9,sa_vedic-ud-test_Case=Abl,4.854632322351409,4.835176356148253,4.835176356148253
10,sa_vedic-ud-train_Case=Abl,6.160425329203041,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,8.858934261718142,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,3.1290387760129716,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,19.86015561998445,19.847563609924517,19.847563609924517
14,tr_atis-ud-train_Case=Abl,18.02928337931371,18.015411712519857,18.015411712519857
15,tr_atis-ud-test_Case=Abl,24.75021043681582,24.740949523681046,24.740949523681046
16,hi_pud-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
17,la_perseus-ud-test_Case=Abl,2.276668583011784,2.1645814420642675,2.1645814420642675
18,la_perseus-ud-train_Case=Abl,2.480760086077924,2.37784999625236,2.37784999625236
19,tr_kenet-ud-dev_Case=Abl,1.7832778774488465,1.6370949844766072,1.6370949844766072
20,tr_kenet-ud-test_Case=Abl,2.0961249037660816,1.9732560939189738,1.9732560939189738
21,tr_kenet-ud-train_Case=Abl,1.805831103130664,1.661973692717177,1.661973692717177
22,ess_sli-ud-test_Case=Abl,117.45424641110256,117.45211790342479,117.45211790342479
23,ky_tuecl-ud-test_Case=Abl,1.224744871391589,1.0,1.0
24,hit_hittb-ud-test_Case=Abl,1.2604592006287645,1.0796668344321692,1.0796668344321692
25,sa_ufal-ud-test_Case=Abl,2.5852801529791223,2.543499116394979,2.543499116394979
26,et_ewt-ud-train_Case=Abl,1.461607435769364,1.2835136958394355,1.2835136958394355
27,et_ewt-ud-test_Case=Abl,1.4726299783905115,1.3211972336398206,1.3211972336398206
28,et_ewt-ud-dev_Case=Abl,1.4,1.2083045973594573,1.2083045973594573
29,gub_tudet-ud-test_Case=Abl,1.224744871391589,1.0,1.0
30,ml_ufal-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
31,egy_ujaen-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
32,sq_tsa-ud-test_Case=Abl,2.6562295750848715,2.560381915956203,2.560381915956203
33,mr_ufal-ud-train_Case=Abl,1.224744871391589,1.0,1.0
34,si_stb-ud-test_Case=Abl,1.8708286933869709,1.7320508075688774,1.7320508075688774
35,olo_kkpp-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
36,olo_kkpp-ud-train_Case=Abl,1.224744871391589,1.0,1.0
37,hy_bsut-ud-train_Case=Abl,1.780238970535605,1.6337841938927158,1.6337841938927158
38,hy_bsut-ud-test_Case=Abl,1.7060687660522023,1.555949842652198,1.555949842652198
39,hy_bsut-ud-dev_Case=Abl,1.7206058319864386,1.5685931368795876,1.5685931368795876
40,mdf_jr-ud-test_Case=Abl,5.057948224002139,5.008277172510163,5.008277172510163
41,mdf_jr-ud-train_Case=Abl,0.7071067811865476,0.0,0.0
42,vep_vwt-ud-test_Case=Abl,1.7320508075688772,1.5811388300841898,1.5811388300841898
43,la_llct-ud-dev_Case=Abl,4.215078061521432,4.155343916539191,4.155343916539191
44,la_llct-ud-test_Case=Abl,4.333361113056335,4.275279936582964,4.275279936582964
45,la_llct-ud-train_Case=Abl,3.9782671822281306,3.915000890586476,3.915000890586476
46,fi_tdt-ud-train_Case=Abl,2.0179803541844445,1.8930626924303462,1.8930626924303462
47,fi_tdt-ud-test_Case=Abl,1.8197828942806835,1.6816667996186203,1.6816667996186203
48,fi_tdt-ud-dev_Case=Abl,2.372235232855292,2.26439837484485,2.26439837484485
49,myv_jr-ud-test_Case=Abl,1.8079241755441808,1.6672809540006404,1.6672809540006404
50,myv_jr-ud-train_Case=Abl,2.176166399253205,2.0580816789521883,2.0580816789521883
51,tr_framenet-ud-test_Case=Abl,1.4267105377685698,1.2391541302759241,1.2391541302759241
52,tr_framenet-ud-train_Case=Abl,2.4187990083219564,2.31313394395121,2.31313394395121
53,tr_framenet-ud-dev_Case=Abl,2.7676705006196096,2.6758176320519302,2.6758176320519302
54,ky_ktmu-ud-train_Case=Abl,2.186321110907545,2.06881608655772,2.06881608655772
55,ky_ktmu-ud-test_Case=Abl,2.4136481984724223,2.307747305488443,2.307747305488443
56,la_proiel-ud-test_Case=Abl,2.703037972599965,2.615626502506727,2.615626502506727
57,la_proiel-ud-dev_Case=Abl,2.6835796754734518,2.59310032953965,2.59310032953965
58,la_proiel-ud-train_Case=Abl,2.6296175431858537,2.539096521469755,2.539096521469755
59,kpv_ikdp-ud-test_Case=Abl,5.612486080160912,5.5677643628300215,5.5677643628300215
60,kpv_lattice-ud-test_Case=Abl,2.9886617014028367,2.9038076323048845,2.9038076323048845
61,tt_nmctt-ud-test_Case=Abl,1.6200783128022511,1.457619202539603,1.457619202539603
62,tr_gb-ud-test_Case=Abl,2.5856112417879524,2.4870435246815115,2.4870435246815115
63,fi_pud-ud-test_Case=Abl,1.8910769088009085,1.7539019000502851,1.7539019000502851
64,hy_armtdp-ud-train_Case=Abl,1.6376283921793435,1.4836590668344454,1.4836590668344454
65,hy_armtdp-ud-dev_Case=Abl,1.4896276241405593,1.3111027643181319,1.3111027643181319
66,hy_armtdp-ud-test_Case=Abl,1.8280583896983453,1.6961383184884282,1.6961383184884282
67,ota_boun-ud-train_Case=Abl,1.9305281079306262,1.7963682182420742,1.7963682182420742
68,ota_boun-ud-test_Case=Abl,1.684677766589066,1.5290975041636563,1.5290975041636563
69,et_edt-ud-dev_Case=Abl,1.5765629578270872,1.4090957242119833,1.4090957242119833
