,Treebank,urb_tudet-ud-test_Case=Aff,_Case=Aff
0,hu_szeged-ud-dev_Case=All,22.597977018435493,1.29172958692549
1,hu_szeged-ud-test_Case=All,22.590916090232337,1.2216165268919335
2,hu_szeged-ud-train_Case=All,22.594720427508978,1.2334468765583195
3,fi_ood-ud-test_Case=All,22.588463443305773,1.4885496183206106
4,ess_sli-ud-test_Case=All,46.968074263269514,41.43669871020132
5,hit_hittb-ud-test_Case=All,22.58317958127243,1.0
6,et_ewt-ud-train_Case=All,22.589127908044528,1.3930450983353315
7,et_ewt-ud-test_Case=All,22.592919915329222,1.4619432297123496
8,et_ewt-ud-dev_Case=All,22.590787291913273,1.3878741802897074
9,ml_ufal-ud-test_Case=All,21.95449840010015,4.58257569495584
10,egy_ujaen-ud-test_Case=All,22.561028345356956,0.0
11,olo_kkpp-ud-test_Case=All,22.57439491514942,1.3016200966614866
12,olo_kkpp-ud-train_Case=All,22.616365755797283,1.5811388300841898
13,vep_vwt-ud-test_Case=All,22.581605099923454,1.2092238098144703
14,fi_tdt-ud-train_Case=All,22.59377513535288,1.734535185874498
15,fi_tdt-ud-test_Case=All,22.602953713846993,1.7503098632872058
16,fi_tdt-ud-dev_Case=All,22.588289892299088,1.3901779182917564
17,tpn_tudet-ud-test_Case=All,22.640916746260764,1.9002923751652299
18,fi_pud-ud-test_Case=All,22.593179259377013,1.6361461644880222
19,et_edt-ud-dev_Case=All,22.584838201529504,1.4444051062310876
20,et_edt-ud-train_Case=All,22.585326608545266,1.487667600355589
21,et_edt-ud-test_Case=All,22.586161219626085,1.5561603904098478
22,wbp_ufal-ud-test_Case=All,22.58317958127243,1.0
23,arr_tudet-ud-test_Case=All,22.616365755797283,1.5811388300841898
24,gn_oldtudet-ud-test_Case=All,22.169799277395363,1.5811388300841898
25,eu_bdt-ud-train_Case=All,22.598539963445848,1.5255948231765961
26,eu_bdt-ud-test_Case=All,22.60461446345242,1.5624731402650052
27,eu_bdt-ud-dev_Case=All,22.60484773900204,1.6540550354272934
28,fi_ftb-ud-dev_Case=All,22.561028345356956,0.0
29,fi_ftb-ud-train_Case=All,22.561028345356956,0.0
30,fi_ftb-ud-test_Case=All,22.561028345356956,0.0
31,eme_tudet-ud-test_Case=All,22.599415125481475,1.3166487815058465
32,aqz_tudet-ud-test_Case=All,22.30955063157293,2.634059909139933
33,gu_gujtb-ud-test_Case=All,22.58317958127243,1.0
