,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
0,hu_szeged-ud-dev_Case=Abs,0.24948293636477442,0.31491832864888675,0.31491832864888675,1.2824305436059895,1.2824305436059895,1.2824305436059895,0.31491832864888675,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.2824305436059895,1.347718542905278,3.3519452844702946,1.2824305436059895,1.2824305436059895,7.126875568711778,1.2824305436059895,1.2824305436059895,1.2824305436059895,4.057438837167527
1,hu_szeged-ud-test_Case=Abs,0.15444594619431742,0.1087856586440842,0.1087856586440842,1.0796668344321692,1.0796668344321692,1.0796668344321692,0.1087856586440842,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.5003834705977226,3.4824156752046767,1.0796668344321692,1.0796668344321692,7.303997041419519,1.0796668344321692,1.0796668344321692,1.0796668344321692,4.189307324366186
2,hu_szeged-ud-train_Case=Abs,0.0135982073305105,0.16317848796612638,0.16317848796612638,1.1213369028548654,1.1213369028548654,1.1213369028548654,0.16317848796612638,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.1213369028548654,1.444457087892877,3.4568344105571263,1.1213369028548654,1.1213369028548654,7.269383392781165,1.1213369028548654,1.1213369028548654,1.1213369028548654,4.163450435231242
3,ess_sli-ud-test_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
4,hit_hittb-ud-test_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
5,mr_ufal-ud-dev_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
6,mr_ufal-ud-test_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
7,mr_ufal-ud-train_Case=Abs,86.16862102877126,86.27861844049197,86.27861844049197,87.14929718592113,87.14929718592113,87.14929718592113,86.27861844049197,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,87.14929718592113,85.12213447616183,84.15164882520128,87.14929718592113,87.14929718592113,80.53493030977303,87.14929718592113,87.14929718592113,87.14929718592113,83.73768566183328
8,wbp_ufal-ud-test_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
9,nhi_itml-ud-test_Case=Abs,20.696895827963676,20.811914915959456,20.811914915959456,21.703103265616754,21.703103265616754,21.703103265616754,20.811914915959456,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,21.703103265616754,19.642797819374906,18.799297333861006,21.703103265616754,21.703103265616754,15.3228124130955,21.703103265616754,21.703103265616754,21.703103265616754,18.451805759937674
10,azz_itml-ud-test_Case=Abs,6.5371572264383095,6.669999167083074,6.669999167083074,7.607222967012422,7.607222967012422,7.607222967012422,6.669999167083074,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,7.607222967012422,5.442921717735506,5.102598155499602,7.607222967012422,7.607222967012422,3.6880867840906517,7.607222967012422,7.607222967012422,7.607222967012422,5.034484258196836
11,eu_bdt-ud-train_Case=Abs,39.68132918232262,39.805698165950666,39.805698165950666,40.741182744764195,40.741182744764195,40.741182744764195,39.805698165950666,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,40.741182744764195,38.54521593351331,37.564846519984734,40.741182744764195,40.741182744764195,33.679738877525914,40.741182744764195,40.741182744764195,40.741182744764195,37.1408469422583
12,eu_bdt-ud-test_Case=Abs,39.5925248111482,39.7164186927589,39.7164186927589,40.65127036035156,40.65127036035156,40.65127036035156,39.7164186927589,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,40.65127036035156,38.4592392475163,37.47751650588468,40.65127036035156,40.65127036035156,33.603043287388914,40.65127036035156,40.65127036035156,40.65127036035156,37.05399181441757
13,eu_bdt-ud-dev_Case=Abs,30.982587684101286,31.107078923747277,31.107078923747277,32.04328476137671,32.04328476137671,32.04328476137671,31.107078923747277,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,32.04328476137671,29.8498031089264,28.89370193211931,32.04328476137671,32.04328476137671,25.058785893825544,32.04328476137671,32.04328476137671,32.04328476137671,28.483067632840005
14,gu_gujtb-ud-test_Case=Abs,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
