,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,hu_szeged-ud-dev_Case=All,0.3542920728840943,0.18474675497703896,0.21196129337603217,2.252566855788919,2.9636401499454443,2.9574224219677197,4.249905436826226,1.29172958692549,0.7985991178298486,2.822467849188182,2.640161381088574,3.0963119094319063,4.389315073825247,3.4915843899516155,4.607188151738246,10.992410728663002,1.29172958692549,1.29172958692549,0.260486197401427,8.188785954676188,3.52759033410233,3.182921673886525,2.4875744368749726,0.2944280061058409,1.29172958692549,1.29172958692549,1.29172958692549,1.335960980280875,1.29172958692549
1,hu_szeged-ud-test_Case=All,0.4187871214128063,0.18442777839082933,0.18640530779865191,2.3143464509999125,3.022855117471641,3.014421120858456,4.307145078179953,1.2216165268919335,0.8466621136521214,2.8794885104185868,2.6845172104237336,3.155993979389502,4.452619583668148,3.550871695220537,4.668341194960513,11.056519916007082,1.2216165268919335,1.2216165268919335,0.28284359049350866,8.252438218439755,3.588045522229358,3.2424977253977283,2.5456364998499503,0.30619907498191157,1.2216165268919335,1.2216165268919335,1.2216165268919335,1.3880319351734038,1.2216165268919335
2,hu_szeged-ud-train_Case=All,0.37610767974764686,0.13855762279764308,0.16522702327797,2.3009122477399444,3.0097071507973525,3.002817963661998,4.294067686213469,1.2334468765583195,0.8334755941661188,2.8688451990720663,2.674503719320632,3.146095770308994,4.4418286005509895,3.5420622852201786,4.655230011707184,11.042977683105773,1.2334468765583195,1.2334468765583195,0.2767306850733144,8.240108107780715,3.5756343426387156,3.230631488692901,2.533745854063896,0.29333184102887605,1.2334468765583195,1.2334468765583195,1.2334468765583195,1.3755974666572812,1.2334468765583195
3,fi_ood-ud-test_Case=All,0.3472731899996199,0.39130669956385267,0.421932807976235,2.0694078992187066,2.80012800997786,2.7805881197686078,4.094069195886441,1.4885496183206106,0.6339921416576576,2.6572469331833575,2.5250911487932246,2.9006877516602736,4.1833468459956755,3.289054686313564,4.445247474732889,10.820078584598608,1.4885496183206106,1.4885496183206106,0.19485841699228035,8.002165691043285,3.347595604475031,2.99891396832249,2.3099576758375773,0.3043121777920564,1.4885496183206106,1.4885496183206106,1.4885496183206106,1.1988772596724353,1.4885496183206106
4,ess_sli-ud-test_Case=All,40.290740251328224,40.542672991964075,40.57810246918897,38.94937108258481,38.64967460327158,38.62033935952529,38.019628976359044,41.43669871020132,40.02346250663988,38.73830468670512,39.21734310225516,38.39587593605601,37.50045364617126,38.142092234170896,37.459620132829265,33.62499070631842,41.43669871020132,41.43669871020132,40.350988482292564,35.30387565641535,38.236158301441485,38.432139739036735,38.89903800242875,40.41665712103744,41.43669871020132,41.43669871020132,41.43669871020132,39.6965993505741,41.43669871020132
5,hit_hittb-ud-test_Case=All,0.5863019699779287,0.2041241452319316,0.14966629547095772,2.5089613467008616,3.20894794890405,3.2007652146297256,4.485218779502289,1.0,1.0101525445522108,3.0669610365963242,2.8284271247461903,3.3571291193566175,4.6632137126854385,3.7548901448644276,4.856621959706575,11.253443917308159,1.0,1.0,0.4497460373445051,8.453079051715147,3.780834662320167,3.4357739953751767,2.7347240805253215,0.41573970964154894,1.0,1.0,1.0,1.5556349186104044,1.0
6,et_ewt-ud-train_Case=All,0.3453774507637894,0.29061117378625867,0.3179617052352275,2.148609575434515,2.869876595614752,2.8519179116557027,4.160758649167372,1.3930450983353315,0.6968044063365065,2.7308724777525026,2.5737459851345266,2.988098055867802,4.277887266920588,3.3805869898578407,4.519254177813198,10.896571118750892,1.3930450983353315,1.3930450983353315,0.1474869285841246,8.086702973827169,3.4213911632653864,3.0745995126984726,2.3831448951698606,0.22850872084510604,1.3930450983353315,1.3930450983353315,1.3930450983353315,1.232307777503694,1.3930450983353315
7,et_ewt-ud-test_Case=All,0.3308600517956996,0.360575942014827,0.39077554918079976,2.0881456674873795,2.8177072638651612,2.8006272144637094,4.1076251986953265,1.4619432297123496,0.6438687009880479,2.685322922771548,2.5377214781137343,2.930441064244136,4.2135132673108755,3.3230583111061827,4.465056785465529,10.839836191064125,1.4619432297123496,1.4619432297123496,0.2265070101352161,8.021634442213118,3.365719658175009,3.019730801248567,2.3288292812682996,0.2329294895918213,1.4619432297123496,1.4619432297123496,1.4619432297123496,1.215508738405573,1.4619432297123496
8,et_ewt-ud-dev_Case=All,0.3491224540009458,0.2904587085119428,0.3169217577084315,2.1576136611829035,2.8765090836800673,2.859725076341877,4.166548909244959,1.3878741802897074,0.7119942237073386,2.7377118364682076,2.579602698114702,2.9960899973234243,4.285679860507339,3.3893259894328436,4.52600574444618,10.903334333802837,1.3878741802897074,1.3878741802897074,0.16458721807243068,8.094181855655595,3.430187095052456,3.0832465918409158,2.391614330950562,0.2518641319959006,1.3878741802897074,1.3878741802897074,1.3878741802897074,1.2411162304943,1.3878741802897074
9,ml_ufal-ud-test_Case=All,3.36804839632687,3.6113247800034083,3.6472455360175573,2.508961346700861,2.719806415680261,2.6108095546424375,3.4266875404682,4.58257569495584,3.142857142857143,2.5799709300687867,3.1622776601683795,2.2957168649535467,2.6846043640946378,2.2845568498069815,3.456936971242099,8.912911982062877,4.58257569495584,4.58257569495584,3.3573857299940304,6.13484829774654,2.7442803027688862,2.5714343043680588,2.5368821437601294,3.488959659579463,4.58257569495584,4.58257569495584,4.58257569495584,2.7422618401604177,4.58257569495584
