,Treebank,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
0,el_gud-ud-train_Case=Voc,6.9718470084542,8.766603295081472,12.220201853215572,40.42951576297377,35.61815290341646,23.542585527790557,130.18448448259875,12.220201853215572,12.220201853215572,11.248068766522438,11.244675777154862,9.926716707086724,37.74475681027322,12.220201853215572,12.220201853215572,13.982544075733793,82.4075729154655,71.20725829425783,72.7848186158119,75.004444312765,12.220201853215572,12.220201853215572,12.220201853215572,7.615773105863909,26.707838586739076,20.705398853117188,10.581115253129038,7.245348096091075,6.822558645663475,6.881181981357517,7.193728620926423,12.220201853215572,12.220201853215572
1,el_gud-ud-test_Case=Voc,8.950469093505257,10.927945827098522,14.33527118683145,39.76215207990914,35.0219756890361,23.222187666109324,129.24588968319264,14.33527118683145,14.33527118683145,11.845458859897768,11.870105307030768,10.75964877035521,37.074249823833256,14.33527118683145,14.33527118683145,14.22777628183278,81.50928153148293,70.35413711455418,71.93100315494031,74.21590126111789,14.33527118683145,14.33527118683145,14.33527118683145,9.354143466934854,26.366247596988067,20.43396376134596,11.236547512470189,9.056528587663797,9.017321214597438,8.83121064839956,9.044673706053722,14.33527118683145,14.33527118683145
2,fa_seraji-ud-dev_Case=Voc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
3,fa_seraji-ud-test_Case=Voc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
4,fa_seraji-ud-train_Case=Voc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
5,sga_dipsgg-ud-test_Case=Voc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
6,pl_pdb-ud-test_Case=Voc,7.672091923655415,5.298594345750232,6.202369527454974,45.130434778247334,40.1226115599698,27.775312044757904,135.46654078948566,6.202369527454974,6.202369527454974,14.90763670659555,14.878179200645846,13.337011134943962,42.51434331793333,6.202369527454974,6.202369527454974,17.960866078267763,87.41190769701302,76.1421629638364,77.6810179560173,80.1621443560182,6.202369527454974,6.202369527454974,6.202369527454974,9.198491446860142,31.248707708225542,25.088917129981958,13.931494198837571,8.059598673712395,6.568153381425087,8.11348443213645,8.390957231764807,6.202369527454974,6.202369527454974
7,pl_pdb-ud-train_Case=Voc,7.188955814845458,5.14612507677234,6.473643321286683,44.67727365266106,39.67064703460055,27.318256693287196,134.99410378920717,6.473643321286683,6.473643321286683,14.40896842398198,14.385937061031758,12.836178419913992,42.073516434022565,6.473643321286683,6.473643321286683,17.45867458612158,86.94413915322312,75.67649677547027,77.2196542338801,79.7380590298713,6.473643321286683,6.473643321286683,6.473643321286683,8.798184917995284,30.759267298529288,24.604666060366455,13.44483218179737,7.602591484555818,6.139729974634196,7.648669627998025,7.93304800839502,6.473643321286683,6.473643321286683
8,pl_pdb-ud-dev_Case=Voc,8.016500033678737,4.628174586162454,4.328972164382673,46.098445713597506,41.05785189480895,28.65327206446063,136.5391518942461,4.328972164382673,4.328972164382673,15.657440327427423,15.62502479998032,14.052107566292854,43.51252693190778,4.328972164382673,4.328972164382673,18.761982592658995,88.4454469909311,77.1576365580877,78.69353754432234,81.18522032981127,4.328972164382673,4.328972164382673,4.328972164382673,9.619771307052991,32.15512938364597,25.98315560127368,14.664924138910505,8.43704847575552,6.702621243410603,8.480659786651588,8.768164512322121,4.328972164382673,4.328972164382673
9,uk_iu-ud-dev_Case=Voc,10.881208844195129,6.334035048845246,0.0,49.174596926907114,44.08588319352249,31.663385794952504,139.7390425042336,0.0,0.0,18.711198078741774,18.668674296799974,17.107076434426677,46.65833258915282,0.0,0.0,21.823579013918195,91.58649739557852,80.27025559877289,81.79242650183359,84.27039812413372,0.0,0.0,0.0,12.36931687685298,35.21696420620656,29.085810543974876,17.713271860387625,11.285692885477854,9.401034930993175,11.310617670681031,11.574769776600762,0.0,0.0
