,Treebank,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
0,sl_ssj-ud-test_Case=Ins,4.50680891119416,1.733830940589786,2.6649321774579495,2.589762865963817,8.439376495432759,2.6649321774579495,1.3821996782817436,2.6649321774579495,2.6649321774579495,1.2806799063046514,9.828560468562431,6.86882893067456,1.6470302989036325,1.275851294158075,1.2224578935434953,1.733830940589786,0.8511196813253339,1.3821996782817436,1.6481238090057517,2.5467840180322914,2.2881293143645958,1.1213232820178425,2.6649321774579495,2.6649321774579495,1.733830940589786,1.3821996782817436,2.6649321774579495,2.6649321774579495,2.6649321774579495,1.733830940589786
1,sl_ssj-ud-dev_Case=Ins,4.446598431562355,1.8081243416769226,2.7413368399473135,2.5251705543593412,8.359013985187204,2.7413368399473135,1.4225679596690224,2.7413368399473135,2.7413368399473135,1.3489819240656387,9.762079076916477,6.805861608309107,1.6268087218295655,1.3413849689647652,1.2897032221274094,1.8081243416769226,0.8623971472836439,1.416388273118555,1.577868106344914,2.465313116093258,2.2389749463545146,1.1667985679295716,2.7413368399473135,2.7413368399473135,1.8081243416769226,1.416388273118555,2.7413368399473135,2.7413368399473135,2.7413368399473135,1.8081243416769226
2,sl_ssj-ud-train_Case=Ins,4.487197596676624,1.7676100088753417,2.697949439910849,2.573950114215273,8.413686559115154,2.697949439910849,1.4031289151420754,2.697949439910849,2.697949439910849,1.3176306127485664,9.805467718246858,6.847239932837426,1.648163693024486,1.3078403311683025,1.2590132086708175,1.7676100088753417,0.8769990072666194,1.4029171662799667,1.6339625666633146,2.5253750611631913,2.27778822060756,1.1508195887148467,2.697949439910849,2.697949439910849,1.7676100088753417,1.4029171662799667,2.697949439910849,2.697949439910849,2.697949439910849,1.7676100088753417
3,xcl_caval-ud-train_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
4,xcl_caval-ud-dev_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
5,xcl_caval-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
6,hu_szeged-ud-dev_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
7,hu_szeged-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
8,hu_szeged-ud-train_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
9,xav_xdt-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
10,tr_pud-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
11,fi_ood-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
12,pl_pdb-ud-test_Case=Ins,6.6248689714505975,1.0,0.0,4.723895928549249,10.661457061146319,0.0,2.23606797749979,0.0,0.0,1.5811388300841898,12.021392967908872,9.0,3.3166247903554,1.6370705543744901,1.6350747346085137,1.0,2.6246692913372702,2.23606797749979,3.7916412290559007,4.787656304765619,4.286607049870562,2.1213203435596424,0.0,0.0,1.0,2.23606797749979,0.0,0.0,0.0,1.0
13,pl_pdb-ud-train_Case=Ins,3330.1226537304738,3334.9403792771677,3335.8910353906954,3331.638156711536,3326.6155306691053,3335.8910353906954,3333.9839031804986,3335.8910353906954,3335.8910353906954,3334.4192647796012,3325.565217205775,3328.2347673604204,3333.0133846449266,3334.352362903478,3334.351519324526,3334.9403792771677,3333.4232821197165,3333.986702632951,3332.373685009413,3331.467005164749,3332.121690204807,3333.9545337831673,3335.8910353906954,3335.8910353906954,3334.9403792771677,3333.986702632951,3335.8910353906954,3335.8910353906954,3335.8910353906954,3334.9403792771677
