,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
0,hu_szeged-ud-dev_Case=Ill,1.4509108630150438,1.278845324000557,1.278845324000557
1,hu_szeged-ud-test_Case=Ill,1.5408080640087731,1.3689738821885769,1.3689738821885769
2,hu_szeged-ud-train_Case=Ill,1.3662036252619931,1.1689791895833785,1.1689791895833785
3,fi_ood-ud-test_Case=Ill,1.996468882802835,1.8756033695853715,1.8756033695853715
4,sms_giellagas-ud-test_Case=Ill,6.157901678852932,6.117168714889247,6.117168714889247
5,sms_giellagas-ud-train_Case=Ill,1.224744871391589,1.0,1.0
6,et_ewt-ud-train_Case=Ill,6.626395387191627,6.5912452584836325,6.5912452584836325
7,et_ewt-ud-test_Case=Ill,5.440073528914843,5.397629109155241,5.397629109155241
8,et_ewt-ud-dev_Case=Ill,11.77751572035503,11.756269669551216,11.756269669551216
9,egy_ujaen-ud-test_Case=Ill,0.7071067811865476,0.0,0.0
10,si_stb-ud-test_Case=Ill,0.7071067811865476,0.0,0.0
11,lt_alksnis-ud-test_Case=Ill,1.224744871391589,1.0,1.0
12,lt_alksnis-ud-dev_Case=Ill,1.224744871391589,1.0,1.0
13,lt_alksnis-ud-train_Case=Ill,1.224744871391589,1.0,1.0
14,olo_kkpp-ud-test_Case=Ill,1.97319312898164,1.842143079204315,1.842143079204315
15,olo_kkpp-ud-train_Case=Ill,0.7071067811865476,0.0,0.0
16,mdf_jr-ud-test_Case=Ill,8.733913784781711,8.705242673240075,8.705242673240075
17,mdf_jr-ud-train_Case=Ill,0.7071067811865476,0.0,0.0
18,vep_vwt-ud-test_Case=Ill,1.7818529681205464,1.635542723379613,1.635542723379613
19,fi_tdt-ud-train_Case=Ill,2.082580615309647,1.960920608682236,1.960920608682236
20,fi_tdt-ud-test_Case=Ill,2.087438901016259,1.9640267731056948,1.9640267731056948
21,fi_tdt-ud-dev_Case=Ill,2.027295258322635,1.9045597042899167,1.9045597042899167
22,myv_jr-ud-test_Case=Ill,1.8464286002041093,1.7104654390763518,1.7104654390763518
23,myv_jr-ud-train_Case=Ill,1.660688212823309,1.5026261478525773,1.5026261478525773
24,kpv_ikdp-ud-test_Case=Ill,2.4166091947189146,2.3108440016582685,2.3108440016582685
25,kpv_lattice-ud-test_Case=Ill,9.469742362290711,9.44519638196462,9.44519638196462
26,kpv_lattice-ud-train_Case=Ill,0.7071067811865476,0.0,0.0
27,fi_pud-ud-test_Case=Ill,2.1054021433715087,1.983108213213122,1.983108213213122
28,et_edt-ud-dev_Case=Ill,4.466554978804672,4.410228268319544,4.410228268319544
29,et_edt-ud-train_Case=Ill,4.404529728009104,4.347833450101511,4.347833450101511
30,et_edt-ud-test_Case=Ill,5.417796462378963,5.3714540403661655,5.3714540403661655
31,koi_uh-ud-train_Case=Ill,0.7071067811865476,0.0,0.0
32,koi_uh-ud-test_Case=Ill,31.264996401726965,31.25699921617557,31.25699921617557
33,sme_giella-ud-train_Case=Ill,1.3517130706911034,1.152010514482039,1.152010514482039
34,sme_giella-ud-test_Case=Ill,1.399112777111371,1.2072765064707807,1.2072765064707807
35,krl_kkpp-ud-test_Case=Ill,1.5295444331040227,1.3562839573037448,1.3562839573037448
36,fi_ftb-ud-dev_Case=Ill,0.7071067811865476,0.0,0.0
37,fi_ftb-ud-train_Case=Ill,0.7071067811865476,0.0,0.0
38,fi_ftb-ud-test_Case=Ill,0.7071067811865476,0.0,0.0
