,Treebank,hu_szeged-ud-dev_Case=Tra,hu_szeged-ud-test_Case=Tra,hu_szeged-ud-train_Case=Tra,fi_ood-ud-test_Case=Tra,et_ewt-ud-train_Case=Tra,et_ewt-ud-test_Case=Tra,et_ewt-ud-dev_Case=Tra,gub_tudet-ud-test_Case=Tra,olo_kkpp-ud-test_Case=Tra,mdf_jr-ud-test_Case=Tra,vep_vwt-ud-test_Case=Tra,fi_tdt-ud-train_Case=Tra,fi_tdt-ud-test_Case=Tra,fi_tdt-ud-dev_Case=Tra,myv_jr-ud-test_Case=Tra,myv_jr-ud-train_Case=Tra,kpv_ikdp-ud-test_Case=Tra,kpv_lattice-ud-test_Case=Tra,tpn_tudet-ud-test_Case=Tra,fi_pud-ud-test_Case=Tra,et_edt-ud-dev_Case=Tra,et_edt-ud-train_Case=Tra,et_edt-ud-test_Case=Tra,krl_kkpp-ud-test_Case=Tra,fi_ftb-ud-dev_Case=Tra,fi_ftb-ud-train_Case=Tra,fi_ftb-ud-test_Case=Tra,eme_tudet-ud-test_Case=Tra,aqz_tudet-ud-test_Case=Tra
0,hu_szeged-ud-dev_Case=Ela,0.5092954428072967,0.1426940005536681,0.11474747578668403,2.435254189877584,3.1386010617276012,3.1291858267802,4.416918688340961,1.0827689526491961,0.9442660996393136,2.998466402510323,2.772345959351854,3.283206767233239,4.5867780473422375,3.6812482400431836,4.7858258022297795,11.180168710203116,1.0827689526491961,1.0827689526491961,0.38028424295816443,8.379242247610048,3.7089802153769407,3.363169104015757,2.6632664160423203,0.3591822584394453,1.0827689526491961,1.0827689526491961,1.0827689526491961,1.4897703285567423,1.0827689526491961
1,hu_szeged-ud-test_Case=Ela,0.431034588318073,0.11081025026876284,0.1259737582002777,2.3779532892202306,3.083630248619974,3.076441092548071,4.3652785578649045,1.146066921150376,0.8962506937918928,2.9420118411504377,2.7306274975932263,3.2243046574637537,4.524380679045655,3.6210630979290706,4.729458606943473,11.121371226570204,1.146066921150376,1.146066921150376,0.33230298109443257,8.31907301814701,3.651916184671883,3.306914602023041,2.6082998541474183,0.3245866802189526,1.146066921150376,1.146066921150376,1.146066921150376,1.4399546478119032,1.146066921150376
2,hu_szeged-ud-train_Case=Ela,0.33506494671707826,0.13363062095621217,0.1983209946808883,2.2939548306802853,3.004266303806547,2.994956708209886,4.287855643386157,1.2450962012087863,0.8284437048063421,2.8647014766402012,2.6686500560570177,3.1398494012245997,4.437090045557274,3.5367375035917172,4.648537714338795,11.036294140688184,1.2450962012087863,1.2450962012087863,0.2761733951711393,8.233719195729947,3.570111594164488,3.2244305752519193,2.5277811596343622,0.2969569354582493,1.2450962012087863,1.2450962012087863,1.2450962012087863,1.3693160537386737,1.2450962012087863
3,fi_ood-ud-test_Case=Ela,0.7400563833008541,0.9793737649245177,1.0170336290212574,1.63303242029632,2.384813797291394,2.34551497058261,3.683900236225778,2.068522117325686,0.6147289292861094,2.2376081062801614,2.2713483376231887,2.4078883580598247,3.6475830040366986,2.7735742803804078,4.008838550151703,10.334419232623285,2.068522117325686,2.068522117325686,0.7216254663616232,7.499632571239369,2.8828429634502006,2.534183418477109,1.881152471845691,0.8220957889714751,2.068522117325686,2.068522117325686,2.068522117325686,0.9800308140931718,2.068522117325686
4,et_ewt-ud-train_Case=Ela,0.44416496862926413,0.6239446530998128,0.6603283497309843,1.866093348110049,2.6010624603764154,2.574422509566347,3.9009425804528877,1.731320857985841,0.5652144532382704,2.4634741886774445,2.391940140806737,2.684952076575816,3.954574179238169,3.0690546029227104,4.2444346153259795,10.600446143690526,1.731320857985841,1.731320857985841,0.3683640115795328,7.782428245162637,3.1316419218426628,2.7832557187830376,2.105193170515326,0.4785884689893983,1.731320857985841,1.731320857985841,1.731320857985841,1.029594340451336,1.731320857985841
5,et_ewt-ud-test_Case=Ela,0.4343407677124349,0.6382804262211299,0.6738785108048878,1.8807334061651053,2.6011214091454673,2.584452254877194,3.9019252218590488,1.7364217584408124,0.6127562029751318,2.455436650348841,2.395683295893087,2.689812634935475,3.9535742282854804,3.0707544572921797,4.243940184755403,10.599609061060912,1.7364217584408124,1.7364217584408124,0.3940594667237642,7.788311354332645,3.1375963356399015,2.790502554885849,2.1142806448427494,0.534510223274363,1.7364217584408124,1.7364217584408124,1.7364217584408124,1.045839955653758,1.7364217584408124
6,et_ewt-ud-dev_Case=Ela,0.4773568386367002,0.6694681857651247,0.7050990800472988,1.8590518288196576,2.5891136516038498,2.563551803361603,3.8899464514925195,1.7642602345031582,0.5912801367081401,2.44235557079409,2.392805341195892,2.665035780947074,3.9291213186484306,3.043799829301459,4.233238701116845,10.581985665585739,1.7642602345031582,1.7642602345031582,0.4151506223622294,7.765326616408777,3.1159246938801206,2.7683127665481173,2.095216328334074,0.545344948197238,1.7642602345031582,1.7642602345031582,1.7642602345031582,1.0214533093691465,1.7642602345031582
7,egy_ujaen-ud-test_Case=Ela,1.5309310892394863,1.1726039399558574,1.1235657524150513,3.451894652855358,4.0984566532751705,4.100771455544949,5.3378073681990434,0.0,1.932535608352669,3.9567979478361033,3.605551275463989,4.293306195252593,5.606948352043668,4.688197948039311,5.756060406646084,12.167168939404103,0.0,0.0,1.4281039179389805,9.375984796760866,4.6850033295982945,4.346730359605627,3.641976368707614,1.3562839573037448,0.0,0.0,0.0,2.453568829277059,0.0
8,olo_kkpp-ud-test_Case=Ela,0.3621670415518156,0.3446217815745268,0.3674956615043091,2.1472370917945005,2.8737730301071847,2.8583330854207465,4.161882883101477,1.4021363680319483,0.6801360408136048,2.7413670927869123,2.5846222371641736,2.988794366492852,4.26857189630125,3.378143434080988,4.525869992034447,10.90068961183674,1.4021363680319483,1.4021363680319483,0.2802800313742796,8.076780587768624,3.4185773597117124,3.074870583371848,2.383249046007103,0.19569568263393575,1.4021363680319483,1.4021363680319483,1.4021363680319483,1.2781257536631012,1.4021363680319483
9,olo_kkpp-ud-train_Case=Ela,0.5863019699779287,0.2041241452319316,0.14966629547095772,2.5089613467008616,3.20894794890405,3.2007652146297256,4.485218779502289,1.0,1.0101525445522108,3.0669610365963242,2.8284271247461903,3.3571291193566175,4.6632137126854385,3.7548901448644276,4.856621959706575,11.253443917308159,1.0,1.0,0.4497460373445051,8.453079051715147,3.780834662320167,3.4357739953751767,2.7347240805253215,0.41573970964154894,1.0,1.0,1.0,1.5556349186104044,1.0
