,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
0,sl_ssj-ud-test_Case=Ins,1.503932667958153,1.5725948766878393,1.545755023736685
1,sl_ssj-ud-dev_Case=Ins,1.5765279628278879,1.64578329283302,1.6188155318888302
2,sl_ssj-ud-train_Case=Ins,1.538421787261366,1.6066706520908591,1.5798743891959135
3,xcl_caval-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
4,xcl_caval-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
5,xcl_caval-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
6,hu_szeged-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
7,hu_szeged-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
8,hu_szeged-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
9,xav_xdt-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
10,tr_pud-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
11,fi_ood-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
12,pl_pdb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
13,pl_pdb-ud-train_Case=Ins,3334.6902624269837,3334.7656756256447,3334.736389136737
14,pl_pdb-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
15,sah_yktdt-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
16,uk_iu-ud-dev_Case=Ins,3.2465193801302523,3.3192127671971723,3.2906407916816103
17,uk_iu-ud-train_Case=Ins,3.5424414411087835,3.614938724933526,3.586595198657022
18,uk_iu-ud-test_Case=Ins,3.6123384278526878,3.684290739746972,3.6560530080593736
19,sa_vedic-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
20,sa_vedic-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
21,sa_vedic-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
22,hr_set-ud-dev_Case=Ins,3.016434959005832,3.0891894634892134,3.061143933654601
23,hr_set-ud-train_Case=Ins,2.792006750416771,2.863413030320649,2.8356648015065304
24,hr_set-ud-test_Case=Ins,2.6805278440734295,2.7533846221230576,2.7253010846835246
25,orv_rnc-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
26,orv_rnc-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
27,orv_rnc-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
28,tr_atis-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
29,tr_atis-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
30,tr_atis-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
31,hi_pud-ud-test_Case=Ins,0.2858773475129578,0.20286823403356452,0.23092293421550486
32,tr_kenet-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
33,tr_kenet-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
34,tr_kenet-ud-train_Case=Ins,1989.406795895529,1989.468764762983,1989.4451180456438
35,sk_snk-ud-dev_Case=Ins,4.097366445615895,4.170597249551207,4.141325576464739
36,sk_snk-ud-test_Case=Ins,4.539662516199731,4.614780898429127,4.584817388275363
37,sk_snk-ud-train_Case=Ins,2.5053953389607857,2.57567265355666,2.547282148169935
38,lt_hse-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
39,lt_hse-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
40,lt_hse-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
41,hit_hittb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
42,sa_ufal-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
43,be_hse-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
44,be_hse-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
45,be_hse-ud-test_Case=Ins,623.557476650788,623.6350838809902,623.6054761712467
46,cs_pud-ud-test_Case=Ins,3.26922457191676,3.3423929834448574,3.3133970480474098
47,orv_ruthenian-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
48,orv_ruthenian-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
49,orv_ruthenian-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
50,ml_ufal-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
51,egy_ujaen-ud-test_Case=Ins,0.2858773475129578,0.20286823403356452,0.23092293421550486
52,mr_ufal-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
53,mr_ufal-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
54,mr_ufal-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
55,si_stb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
56,lt_alksnis-ud-test_Case=Ins,7.841921267751486,7.915275433377347,7.887248269287805
57,lt_alksnis-ud-dev_Case=Ins,6.568857582874461,6.638815322234319,6.611793756210101
58,lt_alksnis-ud-train_Case=Ins,6.848353066724779,6.922161268100051,6.894021184648005
59,cu_proiel-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
60,cu_proiel-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
61,cu_proiel-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
62,olo_kkpp-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
63,hy_bsut-ud-train_Case=Ins,426.0607605123223,426.13081292831777,426.10428662652424
64,hy_bsut-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
65,hy_bsut-ud-dev_Case=Ins,174.5431810066934,174.61303023672866,174.58649308953994
66,hsb_ufal-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
67,hsb_ufal-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
68,fi_tdt-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
69,fi_tdt-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
70,fi_tdt-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
71,sr_set-ud-test_Case=Ins,2.6883094896991886,2.758726844565872,2.7312403082229113
72,sr_set-ud-train_Case=Ins,2.5548833761620817,2.6249441360841352,2.597708297104449
73,sr_set-ud-dev_Case=Ins,2.9839953552748137,3.05639689918412,3.0286705364928466
74,tr_framenet-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
75,tr_framenet-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
76,tr_framenet-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
77,ky_ktmu-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
78,ky_ktmu-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
79,kpv_ikdp-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
80,kpv_lattice-ud-test_Case=Ins,100.67645401246753,100.74957690107658,100.72197744303719
81,abq_atb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
82,tr_gb-ud-test_Case=Ins,64.25304521095539,64.31880225439664,64.29354422853501
83,ru_taiga-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
84,ru_taiga-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
85,ru_taiga-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
86,fi_pud-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
87,cs_cltt-ud-dev_Case=Ins,4.760354903599603,4.831956221366273,4.804173143108168
88,cs_cltt-ud-train_Case=Ins,4.2614686849904295,4.3352276575714095,4.306860186361032
89,cs_cltt-ud-test_Case=Ins,8.492315347818444,8.565960791774277,8.53788640074526
90,hy_armtdp-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
91,hy_armtdp-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
92,hy_armtdp-ud-test_Case=Ins,110.13101931690409,110.20566807483692,110.17810263846125
93,ota_boun-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
94,ota_boun-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
95,ru_syntagrus-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
96,ru_syntagrus-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
97,ru_syntagrus-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
98,sjo_xdt-ud-test_Case=Ins,0.2858773475129578,0.20286823403356452,0.23092293421550486
99,orv_birchbark-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
100,orv_birchbark-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
101,orv_birchbark-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
102,ru_poetry-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
103,ru_poetry-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
104,ru_poetry-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
105,myu_tudet-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
106,wbp_ufal-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
107,koi_uh-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
108,cs_fictree-ud-dev_Case=Ins,2.9435634796618513,3.014528596056514,2.986588636106303
109,cs_fictree-ud-train_Case=Ins,2.776175517833802,2.845881375781511,2.818299153800436
110,cs_fictree-ud-test_Case=Ins,2.5789638855177692,2.6498723870512344,2.621723778587014
111,hyw_armtdp-ud-test_Case=Ins,295.35185353197386,295.4221838647703,295.3956828102986
112,hyw_armtdp-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
