,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
0,hi_pud-ud-test_Case=Erg,0.4714045207910316,0.5385164807134505
1,ess_sli-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
2,mr_ufal-ud-dev_Case=Erg,1.3743685418725535,1.5132745950421556
3,mr_ufal-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
4,mr_ufal-ud-train_Case=Erg,1.3743685418725535,1.5132745950421556
5,wbp_ufal-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
6,ka_glc-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
7,eu_bdt-ud-train_Case=Erg,1.3743685418725535,1.5132745950421556
8,eu_bdt-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
9,eu_bdt-ud-dev_Case=Erg,1.3743685418725535,1.5132745950421556
10,gu_gujtb-ud-test_Case=Erg,1.3743685418725535,1.5132745950421556
