,Treebank,hu_szeged-ud-dev_Case=Ine,hu_szeged-ud-test_Case=Ine,hu_szeged-ud-train_Case=Ine,fi_ood-ud-test_Case=Ine,et_ewt-ud-train_Case=Ine,et_ewt-ud-test_Case=Ine,et_ewt-ud-dev_Case=Ine,si_stb-ud-test_Case=Ine,olo_kkpp-ud-test_Case=Ine,olo_kkpp-ud-train_Case=Ine,mdf_jr-ud-test_Case=Ine,mdf_jr-ud-train_Case=Ine,vep_vwt-ud-test_Case=Ine,fi_tdt-ud-train_Case=Ine,fi_tdt-ud-test_Case=Ine,fi_tdt-ud-dev_Case=Ine,myv_jr-ud-test_Case=Ine,myv_jr-ud-train_Case=Ine,kpv_ikdp-ud-test_Case=Ine,kpv_lattice-ud-test_Case=Ine,kpv_lattice-ud-train_Case=Ine,fi_pud-ud-test_Case=Ine,et_edt-ud-dev_Case=Ine,et_edt-ud-train_Case=Ine,et_edt-ud-test_Case=Ine,koi_uh-ud-train_Case=Ine,koi_uh-ud-test_Case=Ine,arr_tudet-ud-test_Case=Ine,krl_kkpp-ud-test_Case=Ine,eu_bdt-ud-train_Case=Ine,eu_bdt-ud-test_Case=Ine,eu_bdt-ud-dev_Case=Ine,fi_ftb-ud-dev_Case=Ine,fi_ftb-ud-train_Case=Ine,fi_ftb-ud-test_Case=Ine,ab_abnc-ud-test_Case=Ine
0,hu_szeged-ud-dev_Case=Ess,77.14642848876044,51.03165839682421,30.2561319075248,508.16619422427243,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,166.03595602615647,71.72906696464864,110.37127099167364,2.49284690951645,2.49284690951645,2.49284690951645,259.47093607313064,2.49284690951645,79.34058590298267,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645,2.49284690951645
1,hu_szeged-ud-test_Case=Ess,77.73662971855674,51.62234916519524,30.84664550738332,508.7151399358977,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,166.59711631990103,72.28898671305333,110.93134132826884,1.9322525714823102,1.9322525714823102,1.9322525714823102,259.9073173267732,1.9322525714823102,79.90909457576383,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102,1.9322525714823102
2,hu_szeged-ud-train_Case=Ess,78.11658725271488,52.00459416873931,31.22844134894064,509.076897274336,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,166.96254087822604,72.65467726430808,111.29620701147365,1.5829800566512728,1.5829800566512728,1.5829800566512728,260.1873144466675,1.5829800566512728,80.28010950367582,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728,1.5829800566512728
3,fi_ood-ud-test_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,sms_giellagas-ud-test_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,et_ewt-ud-train_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,et_ewt-ud-test_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,et_ewt-ud-dev_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,egy_ujaen-ud-test_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,olo_kkpp-ud-test_Case=Ess,79.57229417328622,53.4353191562784,32.67200382276872,510.61629429543274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.5023815651686,74.19460896857669,112.83714912307127,0.0,0.0,0.0,261.627597932634,0.0,81.8102583258783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
